WorkerId,Input.sentence,Answer.taskAnswers,verbs
A2SMHEGRLML092,"""a man in a blue swimsuit and a red beanie kneels in the wet sand on the edge of a beach , making a sand castle that is as tall as he is when he is kneeling .""","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":true,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":false,""natural"":true}}]",kneel-01
A2ZY94PZ5CVH0,"""a man in a blue swimsuit and a red beanie kneels in the wet sand on the edge of a beach , making a sand castle that is as tall as he is when he is kneeling .""","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":true,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":false,""natural"":true}}]",kneel-01
A17EZEAMF37MGQ,"""a man in a blue swimsuit and a red beanie kneels in the wet sand on the edge of a beach , making a sand castle that is as tall as he is when he is kneeling .""","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":true,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":false,""natural"":true}}]",kneel-01
A176JUTGNWG7QJ,"""a man in a blue swimsuit and a red beanie kneels in the wet sand on the edge of a beach , making a sand castle that is as tall as he is when he is kneeling .""","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":true,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":false,""natural"":true}}]",kneel-01
A17EZEAMF37MGQ,a black dog runs on green grass with its mouth open .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":true,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":false,""natural"":true}}]",run-02
A176JUTGNWG7QJ,a black dog runs on green grass with its mouth open .,"[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":true,""2"":false,""3"":false},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""This could be either a man-made park/garden/backyard, or a natural field."",""type"":{""man-made"":true,""natural"":false}}]",run-02
A2ZY94PZ5CVH0,a black dog runs on green grass with its mouth open .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":true,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":true,""2"":false,""3"":false},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""Could also be a park instead of a natural place"",""type"":{""man-made"":false,""natural"":true}}]",run-02
A2SMHEGRLML092,a black dog runs on green grass with its mouth open .,"[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":true,""2"":false,""3"":false},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""My first mental image is of a park, but this could take place in e.g. a yard or a natural field."",""type"":{""man-made"":true,""natural"":false}}]",run-02
A176JUTGNWG7QJ,decorated limo passing by elderly woman waiting on park bench in chinese street .,"[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",pass-by-17
A2ZY94PZ5CVH0,decorated limo passing by elderly woman waiting on park bench in chinese street .,"[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",pass-by-17
A17EZEAMF37MGQ,decorated limo passing by elderly woman waiting on park bench in chinese street .,"[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",pass-by-17
A2SMHEGRLML092,decorated limo passing by elderly woman waiting on park bench in chinese street .,"[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":true,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",pass-by-17
A2SMHEGRLML092,three people in various stages of swimming strokes race along colorful lane markers .,"[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":true,""2"":false,""3"":false},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":true,""outdoors"":false},""reasoning"":""My first mental image is of an indoor pool, but this could easily be outdoors."",""type"":{""man-made"":true,""natural"":false}}]",race-02
A17EZEAMF37MGQ,three people in various stages of swimming strokes race along colorful lane markers .,"[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":true,""outdoors"":false},""reasoning"":""It sounds like they are in a swimming pool. "",""type"":{""man-made"":true,""natural"":false}}]",race-02
A2ZY94PZ5CVH0,three people in various stages of swimming strokes race along colorful lane markers .,"[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":true,""2"":false,""3"":false},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":true,""outdoors"":false},""reasoning"":""Unclear if indoor or outdoor pool."",""type"":{""man-made"":true,""natural"":false}}]",race-02
A176JUTGNWG7QJ,three people in various stages of swimming strokes race along colorful lane markers .,"[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":true,""2"":false,""3"":false},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":true,""outdoors"":false},""reasoning"":""Indoor and outdoor swimming pools both exist, so we cannot say for sure which one it is."",""type"":{""man-made"":true,""natural"":false}}]",race-02
A176JUTGNWG7QJ,one dog is jumping at the lady while the other walks away .,"[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":true,""2"":false,""3"":false},""confidence2"":{""1"":true,""2"":false,""3"":false},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""I have selected \""1\"" for all of the above as this action can take place in several both indoor and outdoor, man-made and natural settings- we need more context to narrow it down."",""type"":{""man-made"":true,""natural"":false}}]",contrast-01
A17EZEAMF37MGQ,one dog is jumping at the lady while the other walks away .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":true},""confidence1"":{""1"":true,""2"":false,""3"":false},""confidence2"":{""1"":true,""2"":false,""3"":false},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""This could happen anywhere. "",""type"":{""man-made"":false,""natural"":true}}]",contrast-01
A2ZY94PZ5CVH0,one dog is jumping at the lady while the other walks away .,"[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":true,""3"":false},""confidence2"":{""1"":false,""2"":true,""3"":false},""confidence3"":{""1"":false,""2"":true,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",contrast-01
A2SMHEGRLML092,one dog is jumping at the lady while the other walks away .,"[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":true,""2"":false,""3"":false},""confidence2"":{""1"":false,""2"":true,""3"":false},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""My first mental image is of a park, but this could take place basically anywhere."",""type"":{""man-made"":true,""natural"":false}}]",contrast-01
A176JUTGNWG7QJ,a motorcyclist on a red speed bike leans into a sharp turn .,"[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",lean-01
A2SMHEGRLML092,a motorcyclist on a red speed bike leans into a sharp turn .,"[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",lean-01
A2ZY94PZ5CVH0,a motorcyclist on a red speed bike leans into a sharp turn .,"[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",lean-01
A17EZEAMF37MGQ,a motorcyclist on a red speed bike leans into a sharp turn .,"[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",lean-01
A2ZY94PZ5CVH0,a man is sitting on the street playing drums on buckets .,"[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",sit-01
A17EZEAMF37MGQ,a man is sitting on the street playing drums on buckets .,"[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",sit-01
A176JUTGNWG7QJ,a man is sitting on the street playing drums on buckets .,"[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",sit-01
A2SMHEGRLML092,a man is sitting on the street playing drums on buckets .,"[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",sit-01
A176JUTGNWG7QJ,a lively adult karate practice at the dojo .,"[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":true,""outdoors"":false},""type"":{""man-made"":true,""natural"":false}}]",practice-01
A2SMHEGRLML092,a lively adult karate practice at the dojo .,"[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":true,""outdoors"":false},""type"":{""man-made"":true,""natural"":false}}]",practice-01
A17EZEAMF37MGQ,a lively adult karate practice at the dojo .,"[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":true,""3"":false},""confidence2"":{""1"":false,""2"":true,""3"":false},""confidence3"":{""1"":false,""2"":true,""3"":false},""location"":{""indoors"":true,""outdoors"":false},""reasoning"":""\""Dojo\"" indicates a gym-type location. "",""type"":{""man-made"":true,""natural"":false}}]",practice-01
A2ZY94PZ5CVH0,a lively adult karate practice at the dojo .,"[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":true,""outdoors"":false},""type"":{""man-made"":true,""natural"":false}}]",practice-01
A17EZEAMF37MGQ,a red dog jumps to catch a tennis ball in the dry tall grass .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":true,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":true,""3"":false},""confidence2"":{""1"":false,""2"":true,""3"":false},""confidence3"":{""1"":false,""2"":true,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""The word \""grass\"" points to field in my opinion. "",""type"":{""man-made"":false,""natural"":true}}]",jump-03
A176JUTGNWG7QJ,a red dog jumps to catch a tennis ball in the dry tall grass .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":true,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":true,""2"":false,""3"":false},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""Uncertain if the grass is part of a field or a man-made park or garden."",""type"":{""man-made"":false,""natural"":true}}]",jump-03
A2ZY94PZ5CVH0,a red dog jumps to catch a tennis ball in the dry tall grass .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":true,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":true,""3"":false},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":false,""natural"":true}}]",jump-03
A2SMHEGRLML092,a red dog jumps to catch a tennis ball in the dry tall grass .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":true,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":true,""3"":false},""confidence3"":{""1"":false,""2"":true,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":false,""natural"":true}}]",jump-03
A17EZEAMF37MGQ,the brown dog catches a ball in the air .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":true,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""The dog could catch the ball anywhere, but I imagine they could catch the ball at home or anywhere. "",""type"":{""man-made"":true,""natural"":false}}]",catch-01
A2ZY94PZ5CVH0,the brown dog catches a ball in the air .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":true,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":true,""2"":false,""3"":false},""confidence2"":{""1"":true,""2"":false,""3"":false},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""Unclear location. Could be inside or outside, at home or in a field/park, etc."",""type"":{""man-made"":true,""natural"":false}}]",catch-01
A176JUTGNWG7QJ,the brown dog catches a ball in the air .,"[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":true,""3"":false},""confidence2"":{""1"":true,""2"":false,""3"":false},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""This action could be taking place either someplace such as in a natural open field, or a man-made park/garden."",""type"":{""man-made"":true,""natural"":false}}]",catch-01
A2SMHEGRLML092,the brown dog catches a ball in the air .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":true,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":true,""2"":false,""3"":false},""confidence2"":{""1"":true,""2"":false,""3"":false},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""My first mental image is of a yard, but this could take place basically anywhere."",""type"":{""man-made"":true,""natural"":false}}]",catch-01
A176JUTGNWG7QJ,the little girl swings in the backyard .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":true,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",swing-01
A2ZY94PZ5CVH0,the little girl swings in the backyard .,"[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":true,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",swing-01
A2SMHEGRLML092,the little girl swings in the backyard .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":true,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",swing-01
A17EZEAMF37MGQ,the little girl swings in the backyard .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":true,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":false,""outdoors"":true},""type"":{""man-made"":true,""natural"":false}}]",swing-01
A176JUTGNWG7QJ,"""four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .""","[{""category"":{""0"":false,""1"":false,""2"":true,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""It is hard to say what specific category this is- my guess is that this could either be the exterior of a restaurant, in a garden, or potentially a table near an office building."",""type"":{""man-made"":true,""natural"":false}}]",contrast-01
A17EZEAMF37MGQ,"""four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .""","[{""category"":{""0"":true,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":true,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""If they are outside and next to the building, I am assuming they are on the streets. "",""type"":{""man-made"":true,""natural"":false}}]",contrast-01
A2SMHEGRLML092,"""four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .""","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":true,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""My first mental image is of a deck or porch at a house, but this could also be outdoors at a bar/restaurant."",""type"":{""man-made"":true,""natural"":false}}]",contrast-01
A2ZY94PZ5CVH0,"""four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .""","[{""category"":{""0"":false,""1"":false,""2"":false,""3"":true,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""could be a deck at home or a restaurant, etc."",""type"":{""man-made"":true,""natural"":false}}]",contrast-01
A2SMHEGRLML092,a woman is having her foot examined by another woman in a run-down building .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":true,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":true,""outdoors"":false},""reasoning"":""My first mental image is of a doctor's office, but this could take place in another type of location."",""type"":{""man-made"":true,""natural"":false}}]",examine-01
A176JUTGNWG7QJ,a woman is having her foot examined by another woman in a run-down building .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":true,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":true,""outdoors"":false},""type"":{""man-made"":true,""natural"":false}}]",examine-01
A17EZEAMF37MGQ,a woman is having her foot examined by another woman in a run-down building .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":true,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":true,""outdoors"":false},""reasoning"":""This building could be anywhere, so it is not very clear."",""type"":{""man-made"":true,""natural"":false}}]",examine-01
A2ZY94PZ5CVH0,a woman is having her foot examined by another woman in a run-down building .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":true,""5"":false,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":false,""2"":false,""3"":true},""confidence2"":{""1"":false,""2"":false,""3"":true},""confidence3"":{""1"":false,""2"":false,""3"":true},""location"":{""indoors"":true,""outdoors"":false},""type"":{""man-made"":true,""natural"":false}}]",examine-01
A2ZY94PZ5CVH0,a woman is holding a baby while another child stands by her side .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":true,""6"":false,""7"":false,""8"":false,""9"":false},""confidence1"":{""1"":true,""2"":false,""3"":false},""confidence2"":{""1"":true,""2"":false,""3"":false},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":true,""outdoors"":false},""reasoning"":""Could be inside or outside, at home or on the street, etc. Unclear."",""type"":{""man-made"":true,""natural"":false}}]",contrast-01
A17EZEAMF37MGQ,a woman is holding a baby while another child stands by her side .,"[{""category"":{""0"":false,""1"":false,""2"":false,""3"":false,""4"":false,""5"":false,""6"":false,""7"":false,""8"":false,""9"":true},""confidence1"":{""1"":true,""2"":false,""3"":false},""confidence2"":{""1"":true,""2"":false,""3"":false},""confidence3"":{""1"":true,""2"":false,""3"":false},""location"":{""indoors"":false,""outdoors"":true},""reasoning"":""There is not enough information to make a determination. "",""type"":{""man-made"":false,""natural"":true}}]",contrast-01
