,Input.image_url,A176JUTGNWG7QJ,A17EZEAMF37MGQ,A2SMHEGRLML092,A2ZY94PZ5CVH0
159,https://derrickversion5.s3.amazonaws.com/dalle_original/120.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
160,https://derrickversion5.s3.amazonaws.com/dalle_original/121.webp,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant
161,https://derrickversion5.s3.amazonaws.com/dalle_original/122.webp,outdoors/man-made/recreation,outdoors/man-made/domestic,outdoors/man-made/recreation,outdoors/man-made/recreation
162,https://derrickversion5.s3.amazonaws.com/dalle_original/123.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
163,https://derrickversion5.s3.amazonaws.com/dalle_original/124.webp,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant
164,https://derrickversion5.s3.amazonaws.com/dalle_original/125.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
165,https://derrickversion5.s3.amazonaws.com/dalle_original/126.webp,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban
166,https://derrickversion5.s3.amazonaws.com/dalle_original/127.webp,indoors/man-made/other_unclear,indoors/man-made/work_education,indoors/man-made/other_unclear,indoors/man-made/work_education
167,https://derrickversion5.s3.amazonaws.com/dalle_original/128.webp,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
168,https://derrickversion5.s3.amazonaws.com/dalle_original/129.webp,indoors/man-made/work_education,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/work_education
169,https://derrickversion5.s3.amazonaws.com/dalle_original/13.webp,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/other_unclear,outdoors/man-made/transportation_urban
170,https://derrickversion5.s3.amazonaws.com/dalle_original/130.webp,outdoors/man-made/recreation,indoors/man-made/restaurant,indoors/man-made/restaurant,outdoors/man-made/restaurant
171,https://derrickversion5.s3.amazonaws.com/dalle_original/131.webp,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
172,https://derrickversion5.s3.amazonaws.com/dalle_original/132.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
173,https://derrickversion5.s3.amazonaws.com/dalle_original/133.webp,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/recreation,outdoors/man-made/recreation
174,https://derrickversion5.s3.amazonaws.com/dalle_original/134.webp,outdoors/man-made/recreation,outdoors/man-made/domestic,outdoors/man-made/recreation,outdoors/man-made/recreation
175,https://derrickversion5.s3.amazonaws.com/dalle_original/14.webp,indoors/man-made/other_unclear,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
176,https://derrickversion5.s3.amazonaws.com/dalle_original/15.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
177,https://derrickversion5.s3.amazonaws.com/dalle_original/16.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
178,https://derrickversion5.s3.amazonaws.com/dalle_original/17.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
179,https://derrickversion5.s3.amazonaws.com/dalle_original/18.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
180,https://derrickversion5.s3.amazonaws.com/dalle_original/19.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
181,https://derrickversion5.s3.amazonaws.com/dalle_original/2.webp,outdoors/man-made/recreation,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/recreation
182,https://derrickversion5.s3.amazonaws.com/dalle_original/20.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
183,https://derrickversion5.s3.amazonaws.com/dalle_original/21.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
184,https://derrickversion5.s3.amazonaws.com/dalle_original/22.webp,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain
185,https://derrickversion5.s3.amazonaws.com/dalle_original/23.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
186,https://derrickversion5.s3.amazonaws.com/dalle_original/24.webp,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/man-made/recreation
187,https://derrickversion5.s3.amazonaws.com/dalle_original/25.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
188,https://derrickversion5.s3.amazonaws.com/dalle_original/26.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
189,https://derrickversion5.s3.amazonaws.com/dalle_original/27.webp,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
190,https://derrickversion5.s3.amazonaws.com/dalle_original/28.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
191,https://derrickversion5.s3.amazonaws.com/dalle_original/29.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
192,https://derrickversion5.s3.amazonaws.com/dalle_original/3.webp,indoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban
193,https://derrickversion5.s3.amazonaws.com/dalle_original/30.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
194,https://derrickversion5.s3.amazonaws.com/dalle_original/31.webp,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
195,https://derrickversion5.s3.amazonaws.com/dalle_original/32.webp,outdoors/man-made/recreation,outdoors/man-made/domestic,outdoors/man-made/recreation,outdoors/man-made/recreation
196,https://derrickversion5.s3.amazonaws.com/dalle_original/33.webp,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/domestic
197,https://derrickversion5.s3.amazonaws.com/dalle_original/34.webp,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/domestic
198,https://derrickversion5.s3.amazonaws.com/dalle_original/35.webp,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/other_unclear,indoors/man-made/domestic
199,https://derrickversion5.s3.amazonaws.com/dalle_original/36.webp,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
200,https://derrickversion5.s3.amazonaws.com/dalle_original/37.webp,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/field_forest,outdoors/natural/field_forest
201,https://derrickversion5.s3.amazonaws.com/dalle_original/38.webp,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/man-made/recreation
202,https://derrickversion5.s3.amazonaws.com/dalle_original/39.webp,indoors/man-made/work_education,outdoors/man-made/transportation_urban,indoors/man-made/other_unclear,indoors/man-made/work_education
203,https://derrickversion5.s3.amazonaws.com/dalle_original/4.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
204,https://derrickversion5.s3.amazonaws.com/dalle_original/40.webp,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban
205,https://derrickversion5.s3.amazonaws.com/dalle_original/41.webp,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/domestic
206,https://derrickversion5.s3.amazonaws.com/dalle_original/42.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
207,https://derrickversion5.s3.amazonaws.com/dalle_original/43.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
208,https://derrickversion5.s3.amazonaws.com/dalle_original/44.webp,outdoors/man-made/domestic,indoors/man-made/domestic,outdoors/man-made/other_unclear,outdoors/man-made/domestic
209,https://derrickversion5.s3.amazonaws.com/dalle_original/45.webp,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain
210,https://derrickversion5.s3.amazonaws.com/dalle_original/46.webp,outdoors/man-made/transportation_urban,outdoors/man-made/work_education,outdoors/man-made/transportation_urban,outdoors/man-made/work_education
211,https://derrickversion5.s3.amazonaws.com/dalle_original/47.webp,outdoors/man-made/transportation_urban,outdoors/natural/mountain,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
212,https://derrickversion5.s3.amazonaws.com/dalle_original/48.webp,outdoors/man-made/transportation_urban,outdoors/man-made/work_education,outdoors/man-made/transportation_urban,outdoors/man-made/work_education
213,https://derrickversion5.s3.amazonaws.com/dalle_original/49.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
214,https://derrickversion5.s3.amazonaws.com/dalle_original/5.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
215,https://derrickversion5.s3.amazonaws.com/dalle_original/50.webp,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
216,https://derrickversion5.s3.amazonaws.com/dalle_original/51.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/other_unclear
217,https://derrickversion5.s3.amazonaws.com/dalle_original/52.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
218,https://derrickversion5.s3.amazonaws.com/dalle_original/53.webp,indoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban
219,https://derrickversion5.s3.amazonaws.com/dalle_original/54.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
220,https://derrickversion5.s3.amazonaws.com/dalle_original/55.webp,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant
221,https://derrickversion5.s3.amazonaws.com/dalle_original/56.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
222,https://derrickversion5.s3.amazonaws.com/dalle_original/57.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
223,https://derrickversion5.s3.amazonaws.com/dalle_original/58.webp,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
224,https://derrickversion5.s3.amazonaws.com/dalle_original/59.webp,indoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban
225,https://derrickversion5.s3.amazonaws.com/dalle_original/6.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
226,https://derrickversion5.s3.amazonaws.com/dalle_original/61.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
227,https://derrickversion5.s3.amazonaws.com/dalle_original/62.webp,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
228,https://derrickversion5.s3.amazonaws.com/dalle_original/63.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
229,https://derrickversion5.s3.amazonaws.com/dalle_original/64.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
230,https://derrickversion5.s3.amazonaws.com/dalle_original/65.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
231,https://derrickversion5.s3.amazonaws.com/dalle_original/66.webp,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/domestic
232,https://derrickversion5.s3.amazonaws.com/dalle_original/67.webp,outdoors/man-made/recreation,outdoors/man-made/work_education,outdoors/man-made/recreation,outdoors/man-made/work_education
233,https://derrickversion5.s3.amazonaws.com/dalle_original/68.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
234,https://derrickversion5.s3.amazonaws.com/dalle_original/69.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
235,https://derrickversion5.s3.amazonaws.com/dalle_original/7.webp,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/man-made/recreation
236,https://derrickversion5.s3.amazonaws.com/dalle_original/70.webp,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/domestic
237,https://derrickversion5.s3.amazonaws.com/dalle_original/71.webp,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
238,https://derrickversion5.s3.amazonaws.com/dalle_original/72.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
239,https://derrickversion5.s3.amazonaws.com/dalle_original/73.webp,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban
240,https://derrickversion5.s3.amazonaws.com/dalle_original/74.webp,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
241,https://derrickversion5.s3.amazonaws.com/dalle_original/75.webp,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain
242,https://derrickversion5.s3.amazonaws.com/dalle_original/76.webp,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/man-made/recreation
243,https://derrickversion5.s3.amazonaws.com/dalle_original/77.webp,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant
244,https://derrickversion5.s3.amazonaws.com/dalle_original/78.webp,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant,indoors/man-made/restaurant
245,https://derrickversion5.s3.amazonaws.com/dalle_original/79.webp,indoors/man-made/transportation_urban,outdoors/natural/field_forest,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban
246,https://derrickversion5.s3.amazonaws.com/dalle_original/8.webp,outdoors/man-made/work_education,outdoors/natural/field_forest,outdoors/man-made/other_unclear,outdoors/man-made/work_education
247,https://derrickversion5.s3.amazonaws.com/dalle_original/80.webp,outdoors/man-made/transportation_urban,outdoors/man-made/work_education,outdoors/man-made/transportation_urban,outdoors/man-made/work_education
248,https://derrickversion5.s3.amazonaws.com/dalle_original/81.webp,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
249,https://derrickversion5.s3.amazonaws.com/dalle_original/82.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
250,https://derrickversion5.s3.amazonaws.com/dalle_original/83.webp,indoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban
251,https://derrickversion5.s3.amazonaws.com/dalle_original/84.webp,outdoors/man-made/recreation,outdoors/man-made/recreation,indoors/man-made/recreation,outdoors/man-made/recreation
252,https://derrickversion5.s3.amazonaws.com/dalle_original/85.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/work_education
253,https://derrickversion5.s3.amazonaws.com/dalle_original/86.webp,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain
254,https://derrickversion5.s3.amazonaws.com/dalle_original/87.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
255,https://derrickversion5.s3.amazonaws.com/dalle_original/88.webp,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education
256,https://derrickversion5.s3.amazonaws.com/dalle_original/89.webp,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/man-made/recreation
257,https://derrickversion5.s3.amazonaws.com/dalle_original/9.webp,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/man-made/recreation
258,https://derrickversion5.s3.amazonaws.com/dalle_original/90.webp,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban
259,https://derrickversion5.s3.amazonaws.com/dalle_original/91.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
260,https://derrickversion5.s3.amazonaws.com/dalle_original/92.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
261,https://derrickversion5.s3.amazonaws.com/dalle_original/93.webp,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban
262,https://derrickversion5.s3.amazonaws.com/dalle_original/94.webp,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
263,https://derrickversion5.s3.amazonaws.com/dalle_original/95.webp,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban,indoors/man-made/transportation_urban
264,https://derrickversion5.s3.amazonaws.com/dalle_original/96.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
265,https://derrickversion5.s3.amazonaws.com/dalle_original/97.webp,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
266,https://derrickversion5.s3.amazonaws.com/dalle_original/98.webp,outdoors/man-made/restaurant,outdoors/man-made/restaurant,outdoors/man-made/restaurant,outdoors/man-made/restaurant
267,https://derrickversion5.s3.amazonaws.com/dalle_original/99.webp,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
268,https://derrickversion5.s3.amazonaws.com/flux_finalized/00000-2232093028.png,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
269,https://derrickversion5.s3.amazonaws.com/flux_finalized/00001-2214606167.png,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/natural/field_forest
270,https://derrickversion5.s3.amazonaws.com/flux_finalized/00002-3617930610.png,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/man-made/recreation
271,https://derrickversion5.s3.amazonaws.com/flux_finalized/00003-2926572861.png,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
272,https://derrickversion5.s3.amazonaws.com/flux_finalized/00004-1594952390.png,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
273,https://derrickversion5.s3.amazonaws.com/flux_finalized/00005-3142992319.png,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
274,https://derrickversion5.s3.amazonaws.com/flux_finalized/00006-1174747758.png,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/recreation
275,https://derrickversion5.s3.amazonaws.com/flux_finalized/00007-3296001184.png,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
276,https://derrickversion5.s3.amazonaws.com/flux_finalized/00008-1746267257.png,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/man-made/work_education,outdoors/man-made/work_education
277,https://derrickversion5.s3.amazonaws.com/flux_finalized/00009-3820916398.png,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
278,https://derrickversion5.s3.amazonaws.com/flux_finalized/00010-2093803445.png,outdoors/man-made/recreation,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/recreation
279,https://derrickversion5.s3.amazonaws.com/flux_finalized/00011-1759631480.png,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
280,https://derrickversion5.s3.amazonaws.com/flux_finalized/00012-3570698589.png,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/man-made/recreation
281,https://derrickversion5.s3.amazonaws.com/flux_finalized/00013-630601355.png,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/man-made/recreation
282,https://derrickversion5.s3.amazonaws.com/flux_finalized/00014-1793957598.png,indoors/man-made/other_unclear,indoors/man-made/domestic,indoors/man-made/other_unclear,indoors/man-made/domestic
283,https://derrickversion5.s3.amazonaws.com/flux_finalized/00015-1617660995.png,outdoors/man-made/recreation,indoors/man-made/recreation,outdoors/man-made/recreation,outdoors/man-made/recreation
284,https://derrickversion5.s3.amazonaws.com/flux_finalized/00016-2383346560.png,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/man-made/transportation_urban
285,https://derrickversion5.s3.amazonaws.com/flux_finalized/00017-4001115925.png,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
286,https://derrickversion5.s3.amazonaws.com/flux_finalized/00018-1266668887.png,indoors/man-made/other_unclear,indoors/man-made/domestic,indoors/man-made/other_unclear,indoors/man-made/other_unclear
287,https://derrickversion5.s3.amazonaws.com/flux_finalized/00019-3632231477.png,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation
288,https://derrickversion5.s3.amazonaws.com/flux_finalized/00020-2322833567.png,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/transportation_urban
289,https://derrickversion5.s3.amazonaws.com/flux_finalized/00021-943424846.png,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
290,https://derrickversion5.s3.amazonaws.com/flux_finalized/00022-2004775719.png,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain
291,https://derrickversion5.s3.amazonaws.com/flux_finalized/00023-2532308258.png,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
292,https://derrickversion5.s3.amazonaws.com/flux_finalized/00024-3590275418.png,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
293,https://derrickversion5.s3.amazonaws.com/flux_finalized/00025-586471191.png,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
294,https://derrickversion5.s3.amazonaws.com/flux_finalized/00026-4037571357.png,indoors/man-made/recreation,indoors/man-made/recreation,outdoors/natural/body_of_water,outdoors/natural/body_of_water
295,https://derrickversion5.s3.amazonaws.com/flux_finalized/00027-3886866532.png,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/recreation,outdoors/man-made/recreation
296,https://derrickversion5.s3.amazonaws.com/flux_finalized/00028-3984565023.png,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
297,https://derrickversion5.s3.amazonaws.com/flux_finalized/00029-3915475653.png,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban
298,https://derrickversion5.s3.amazonaws.com/flux_finalized/00030-1473675224.png,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/recreation,indoors/man-made/domestic
299,https://derrickversion5.s3.amazonaws.com/flux_finalized/00031-4256394349.png,indoors/man-made/other_unclear,indoors/man-made/other_unclear,indoors/man-made/other_unclear,indoors/man-made/other_unclear
300,https://derrickversion5.s3.amazonaws.com/flux_finalized/00032-4001109921.png,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
301,https://derrickversion5.s3.amazonaws.com/flux_finalized/00033-3972050052.png,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/man-made/recreation,outdoors/man-made/recreation
302,https://derrickversion5.s3.amazonaws.com/flux_finalized/00034-231304466.png,outdoors/man-made/recreation,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
303,https://derrickversion5.s3.amazonaws.com/flux_finalized/00035-1314012957.png,indoors/man-made/work_education,indoors/man-made/work_education,indoors/man-made/domestic,indoors/man-made/domestic
304,https://derrickversion5.s3.amazonaws.com/flux_finalized/00036-3335768210.png,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
305,https://derrickversion5.s3.amazonaws.com/flux_finalized/00037-1539938918.png,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
306,https://derrickversion5.s3.amazonaws.com/flux_finalized/00038-2833396721.png,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest,outdoors/natural/field_forest
307,https://derrickversion5.s3.amazonaws.com/flux_finalized/00039-3178994220.png,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic,indoors/man-made/domestic
308,https://derrickversion5.s3.amazonaws.com/flux_finalized/00040-2947333872.png,indoors/man-made/other_unclear,indoors/man-made/work_education,indoors/man-made/other_unclear,indoors/man-made/other_unclear
309,https://derrickversion5.s3.amazonaws.com/flux_finalized/00041-485948297.png,outdoors/man-made/recreation,outdoors/man-made/domestic,outdoors/man-made/domestic,outdoors/man-made/recreation
310,https://derrickversion5.s3.amazonaws.com/flux_finalized/00042-50448645.png,outdoors/man-made/other_unclear,outdoors/man-made/work_education,outdoors/man-made/transportation_urban,outdoors/man-made/restaurant
311,https://derrickversion5.s3.amazonaws.com/flux_finalized/00043-4141176132.png,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water,outdoors/natural/body_of_water
312,https://derrickversion5.s3.amazonaws.com/flux_finalized/00044-907896610.png,outdoors/man-made/other_unclear,indoors/man-made/domestic,outdoors/man-made/transportation_urban,outdoors/man-made/domestic
313,https://derrickversion5.s3.amazonaws.com/flux_finalized/00045-1949646374.png,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain,outdoors/natural/mountain
314,https://derrickversion5.s3.amazonaws.com/flux_finalized/00046-1614265194.png,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/transportation_urban,outdoors/man-made/work_education
315,https://derrickversion5.s3.amazonaws.com/flux_finalized/00047-1991259086.png,outdoors/natural/field_forest,outdoors/natural/mountain,outdoors/natural/field_forest,outdoors/natural/field_forest
