caption,url,probs
a person drives around a futuristic looking vehicle while a man approaches and a crowd watches .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/0.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a brown dog running,https://derrickversion5.s3.amazonaws.com/dalle_finalized/1.webp,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a child in a dress runs with a miniature orange soccer ball .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/2.webp,"[0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a woman sleeps,https://derrickversion5.s3.amazonaws.com/dalle_finalized/3.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is kneeling down with a child,https://derrickversion5.s3.amazonaws.com/dalle_finalized/4.webp,"[0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
men playing volleyball,https://derrickversion5.s3.amazonaws.com/dalle_finalized/5.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a little boy playing.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/6.webp,"[0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a blond dog and a black and white dog run,https://derrickversion5.s3.amazonaws.com/dalle_finalized/7.webp,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a person dressed in a tan jacket jumps a quad over a harvested cornfield,https://derrickversion5.s3.amazonaws.com/dalle_finalized/8.webp,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
girl wearing blue shirt and black shorts plays trumped .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/9.webp,"[0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kids play,https://derrickversion5.s3.amazonaws.com/dalle_finalized/10.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a woman is drinking a beverage,https://derrickversion5.s3.amazonaws.com/dalle_finalized/11.webp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
three children are playing .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/12.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two children swing from a swing made from a steel drum .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/13.webp,"[0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Person leaning,https://derrickversion5.s3.amazonaws.com/dalle_finalized/14.webp,"[0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0]"
two swimmers race with a red line .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/15.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
an older couple passes by a young lady,https://derrickversion5.s3.amazonaws.com/dalle_finalized/16.webp,"[1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three children are practicing martial arts.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/17.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a lady with short hair wearing a black jacket leaned .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/18.webp,"[0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
a man perched is using a net to scoop a fish from another aquarium .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/19.webp,"[0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a dark-haired man is speaking into a microphone while another man is sitting .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/20.webp,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
people pass each other while talking on their cellphones .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/21.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
person with two ski poles skiing down .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/22.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
a man in a blue swimsuit and a red beanie kneels making a sand castle that is as tall as he is when he is kneeling .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/23.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a black dog runs with his mouth open,https://derrickversion5.s3.amazonaws.com/dalle_finalized/24.webp,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
decorated limo passing by elderly woman waiting on park bench .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/25.webp,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
three people in various stages of swimming strokes race,https://derrickversion5.s3.amazonaws.com/dalle_finalized/26.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
one dog is jumping at the lady while the other walks,https://derrickversion5.s3.amazonaws.com/dalle_finalized/27.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a motorcyclist on a red speed bike leans .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/28.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is sitting playing drums on buckets .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/29.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a lively adult karate practice,https://derrickversion5.s3.amazonaws.com/dalle_finalized/30.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a red dog jumps to catch a tennis ball .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/31.webp,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The brown dog catches a ball.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/32.webp,"[0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
the little girl swings.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/33.webp,"[0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
four young adults sit,https://derrickversion5.s3.amazonaws.com/dalle_finalized/34.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a woman is having her foot examined by another woman,https://derrickversion5.s3.amazonaws.com/dalle_finalized/35.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a woman is holding a baby while another child stands .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/36.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a gray dog is jumping toward a black and white dog.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/37.webp,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a black and white dog runs.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/38.webp,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a dark-haired dark-skinned child sleeps while holding a blue zippered pack .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/39.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man in a black shirt sitting,https://derrickversion5.s3.amazonaws.com/dalle_finalized/40.webp,"[0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
a man grilling,https://derrickversion5.s3.amazonaws.com/dalle_finalized/41.webp,"[0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
a person wearing a construction uniform is leaning.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/42.webp,"[2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
a man is rowing a canoe.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/43.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man in red shirt wearing sunglasses is leaning,https://derrickversion5.s3.amazonaws.com/dalle_finalized/44.webp,"[3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
a handicapped person with one leg skiing down with other mountains .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/45.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
a woman is selling vegetables .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/46.webp,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
two people are jumping with snow .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/47.webp,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0]"
vendors are selling fruits and vegetables,https://derrickversion5.s3.amazonaws.com/dalle_finalized/48.webp,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
a man rows his boat .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/49.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a terrier mix catches a frisbee.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/50.webp,"[0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
two young people riding skateboards pass by in the street as a black dog on a red leash stops and squats down.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/52.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
crowd waiting for a train .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/53.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
four women are singing .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/54.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two men drink beer .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/55.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4]"
two women in white lab coats examine a dyed area using a projector .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/56.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two rows of dance students are practicing ballet moves against a pole.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/57.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
white and black dog jumping over red-haired dog .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/58.webp,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a smiling child wearing a hat and sunglasses sits.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/59.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a woman is using a ruler to mark a sheet of paper .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/61.webp,"[0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two dogs are catching blue frisbees.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/62.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is singing.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/63.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three young women and one young man singing.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/64.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a group of men in golden shirts singing.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/65.webp,"[0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"a man wearing jeans , polo shirt and a baseball cap , fork , is grilling meat .",https://derrickversion5.s3.amazonaws.com/dalle_finalized/66.webp,"[0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
vendors sell products.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/67.webp,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
people examine books.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/68.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a woman sits while putting a shoe onto her right foot .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/69.webp,"[0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
several people sit,https://derrickversion5.s3.amazonaws.com/dalle_finalized/70.webp,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
two girls are in a race .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/71.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
an orchestra of about <number> people are practicing,https://derrickversion5.s3.amazonaws.com/dalle_finalized/72.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
the man in the red shirt and flowery tie is sitting.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/73.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
muzzled greyhounds are racing.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/74.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
little girl skis.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/75.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
"two girls , both dressed in pink , swinging on sunlight day with the trees casting random shadows on the remainder of the park like setting .",https://derrickversion5.s3.amazonaws.com/dalle_finalized/76.webp,"[0, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a teenager drinks directly out of the metal milkshake serving cup .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/77.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a man is enjoying meal and drink .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/78.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a man drives a truck while a child sits and steers .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/79.webp,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
an asian man sells a hot confection.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/80.webp,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
a man singing.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/81.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
people are rowing a boat .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/82.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man sleeps while listening to his ipod.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/83.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a greyhound races.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/84.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man and a woman are examining produce.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/85.webp,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
a man in a yellow jacket is skiing.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/86.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
a man driving a small golf cart with a crowd watching.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/87.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
group of women doing a presentation .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/88.webp,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
two dogs are nose to nose while a third dog stands .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/89.webp,"[0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
man with gray hair wearing a suit is waiting.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/90.webp,"[0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two men on motorcycles are driving down .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/91.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a runner in black is passing a florist shop .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/92.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"a crowd waits, ready to board .",https://derrickversion5.s3.amazonaws.com/dalle_finalized/93.webp,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
brown dog catches a pink ball.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/94.webp,"[0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
two people are sleeping .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/95.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two guys are rowing a canoe.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/96.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"a man driving a small , open vehicle with a green sign .",https://derrickversion5.s3.amazonaws.com/dalle_finalized/97.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three women and a man are drinking beer .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/98.webp,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2]"
a man wearing yellow swimming trunks kneeling,https://derrickversion5.s3.amazonaws.com/dalle_finalized/99.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man with red pants is skiing .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/100.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0]"
a spotted dog catching a ball.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/101.webp,"[0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
a chef speaks into a microphone about a mixed salad contained .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/102.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
a woman is laying down laughing .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/103.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three women speak to each other.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/104.webp,"[0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
dancers practicing their dance routines .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/105.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two furry light brown dogs lying.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/106.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a dog wearing a t-shirt is lying.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/107.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is giving a presentation.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/108.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
all these people are enjoying a dance party .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/109.webp,"[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a young boy wearing a dark blue hat sleeps.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/110.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
an old woman is selling produce.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/111.webp,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]"
"a ruddy infant lies with his eyes closed , his mouth open , and his arm extended .",https://derrickversion5.s3.amazonaws.com/dalle_finalized/112.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man in a white shirt uses a blackboard as others sit watching .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/113.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man rowing.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/114.webp,"[0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a korean woman is enjoying a meal.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/115.webp,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0]"
a man grilling meat.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/116.webp,"[0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
two girls and three boys are presenting.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/117.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
asian students are examining sheets of paper while standing .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/118.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man in a dark shirt is making a presentation.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/119.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
four people in black shirts giving a presentation to a room full of people using a big projector image .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/120.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
two women in black enjoying a lunch.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/121.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 2]"
a boy and girl child swing together .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/122.webp,"[0, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
an older man and women are using computers.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/123.webp,"[0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
three girls or friends having drinks laughing .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/124.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 3]"
a well dressed young woman waits for the train while a man busy writing something .,https://derrickversion5.s3.amazonaws.com/dalle_finalized/125.webp,"[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
buff african american man waits for subway.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/126.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0]"
a man in a suit and tie is speaking.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/127.webp,"[0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"people swing on a red , metal amusement park ride.",https://derrickversion5.s3.amazonaws.com/dalle_finalized/128.webp,"[0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man is using his computer while seated.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/129.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a man and woman enjoying dinner.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/130.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a group of people lie close together.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/131.webp,"[0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"an impoverished person , wearing a torn brown shirt and no shoes , is kneeling down .",https://derrickversion5.s3.amazonaws.com/dalle_finalized/132.webp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
a woman with a peace symbol grills vegetables,https://derrickversion5.s3.amazonaws.com/dalle_finalized/133.webp,"[0, 1, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]"
a man grilling three pieces of salmon.,https://derrickversion5.s3.amazonaws.com/dalle_finalized/134.webp,"[0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]"
