ID,Sentence,Verb,Lemma,PropBank Role (n),q1,q2,q3,q4
6866,a middle-aged man is standing next to a white wall underneath some catholic theme pictures .,stand-01,stand,2,indoors,man-made,domestic,NA
6867,a man is standing in front of an interior brick wall with pictures along the top .,stand-01,stand,2,indoors,man-made,domestic,NA
6869,a man is posing in front of a brick wall that has framed pictures on it .,pose-01,pose,N/A,indoors,man-made,domestic,NA
6870,a smiling man in a check shirt stands below a row of religious pictures .,stand-01,stand,2,indoors,man-made,domestic,NA
6871,a romantic couple who are in white clothes feeling some romance in front of a heineken holding .,feel-01,feel,N/A,indoors,man-made,restaurant,NA
6872,a man and a woman are embracing while standing against a green heineken sign .,embrace-01,embrace,N/A,indoors,man-made,restaurant,NA
6874,a man is hugging a lady in front of a heineke display .,hug-01,hug,N/A,indoors,man-made,restaurant,NA
6875,a couple hug near a heineken beer sign .,hug-01,hug,N/A,indoors,man-made,restaurant,NA
6876,"a white man in a white shirt stands with his arms out to his sides , wearing an earpiece .",stand-01,stand,N/A,outdoors,man-made,recreation,NA
6879,a older man showing happiness on a stage in front of a crowd .,show-01,show,N/A,outdoors,man-made,recreation,NA
6880,a man wearing a white shirt is holding out his arms .,hold-out-10,hold,N/A,outdoors,man-made,recreation,NA
6881,a black and white dog is drooling whilst walking on the grass .,drool-01,drool,N/A,outdoors,natural,NA,field_forest
6882,black and white dog runs across a lawn while drooling .,run-02,run,N/A,outdoors,natural,NA,field_forest
6883,the black and white dog is running on the grass .,run-02,run,1,outdoors,natural,NA,field_forest
6884,the black and white dog runs through the grass .,run-02,run,N/A,outdoors,natural,NA,field_forest
6885,a black and white dog is running through grass .,run-02,run,N/A,outdoors,natural,NA,field_forest
6886,"a young child in a blue shirt and green overalls laughs with their arms up in the air , the table catching their reflection .",laugh-01,laugh,N/A,indoors,man-made,restaurant,NA
6887,a little boy in green overalls throws up his hands in from behind the shiny restaurant table .,throw-01,throw,N/A,indoors,man-made,restaurant,NA
6888,a young child wearing green overalls and a blue shirt lifts his arms as he smiles .,lift-01,lift,N/A,indoors,man-made,restaurant,NA
6890,a toddler in overalls is sitting at a table smiling .,sit-01,sit,2,indoors,man-made,restaurant,NA
6892,several men and women are having a water battle with water bottles and squirt guns .,battle-01,battle,N/A,outdoors,man-made,transportation_urban,NA
6893,group of young woman using water guns against group of young men .,use-01,use,N/A,outdoors,man-made,transportation_urban,NA
6894,people with water guns and bottles are having a water fight .,fight-01,fight,N/A,outdoors,man-made,transportation_urban,NA
6895,a girl in a yellow shirt sprays two people with water .,spray-01,spray,N/A,outdoors,man-made,transportation_urban,NA
6896,a woman in a black dress with a bun in her hair reaches up on the clothesline in her bathroom for an article of clothing .,reach-03,reach,N/A,indoors,man-made,domestic,NA
6897,i see a woman in a black dress drying her clothes above her bathtub .,see-01,see,N/A,indoors,man-made,domestic,NA
6898,a woman is hanging clothes to dry in the bathroom .,hang-01,hang,N/A,indoors,man-made,domestic,NA
6899,a woman in a room is adjusting hanging clothing .,adjust-01,adjust,N/A,indoors,man-made,domestic,NA
6901,"two black men , one in a brown suit and the other in white shirt and khaki shorts carrying a blue bag , interact next to a table with an old-fashioned sewing machine , with a white wall with a barred window in the background .",interact-01,interact,N/A,outdoors,man-made,work_education,NA
6902,a gentlemen wearing brown pants and shirt is talking to a man with a white shirt in front of a sewing machine .,talk-01,talk,N/A,outdoors,man-made,work_education,NA
6903,two men have a conversation by an outdoor sewing-machine .,converse-01,converse,N/A,outdoors,man-made,work_education,NA
6904,two men talking over work at a sowing machine .,talk-01,talk,N/A,outdoors,man-made,work_education,NA
6906,a man rides his skateboard with his shadow falling on a wall covered in graffiti .,ride-01,ride,N/A,outdoors,man-made,recreation,NA
6907,a skateboarder is jumping through the air in front of a graffiti covered wall .,jump-03,jump,N/A,outdoors,man-made,recreation,NA
6908,a skateboarder performs tricks on a ramp in front of a wall with graffiti .,perform-01,perform,N/A,outdoors,man-made,recreation,NA
6909,a skateboarder performs a skateboard trick against a graffiti wall .,perform-01,perform,N/A,outdoors,man-made,recreation,NA
6910,a skateboarder grinding a lip .,grind-01,grind,N/A,outdoors,man-made,recreation,NA
6911,a group of extreme skiers trudging up a saddle in high alpine terrain .,group-01,group,N/A,outdoors,natural,NA,mountain
6912,a person walking on the snow by a mountain carrying a walking stick .,walk-01,walk,2,outdoors,natural,NA,mountain
6913,a skier is coming down a mountain while leaning on a single pole .,come-01,come,N/A,outdoors,natural,NA,mountain
6914,man wearing winter gear is standing on a snowy mountain .,stand-01,stand,2,outdoors,natural,NA,mountain
6915,a man in a yellow jacket is skiing in the snow .,ski-01,ski,N/A,outdoors,natural,NA,mountain
6916,a man is holding a baby in front of a dish filled with corn .,hold-01,hold,N/A,indoors,man-made,domestic,NA
6919,a man holding a baby is beside a bowl of corn .,be-located-at-91,be,N/A,indoors,man-made,domestic,NA
6920,a man holding a baby at the dinner table .,hold-01,hold,N/A,indoors,man-made,domestic,NA
6921,images are missing images are missing images are missing images are missing images are missing images are missing,miss-01,miss,N/A,outdoors,man-made,recreation,NA
6922,three men and one woman are jumping into a swimming pool full of calm blue water .,jump-03,jump,N/A,outdoors,man-made,recreation,NA
6923,three men and a woman caught midair jumping into a pool at a party .,catch-01,catch,N/A,outdoors,man-made,recreation,NA
6924,four teenage boys are doing cannonballs into a swimming pool .,do-02,do,N/A,outdoors,man-made,recreation,NA
6925,three guys and a girl are all jumping in a pool together .,jump-03,jump,N/A,outdoors,man-made,recreation,NA
6926,two brown dogs run along a gravel road while another dog watches .,run-02,run,N/A,outdoors,natural,NA,field_forest
6927,a group of dogs running outside down a dirt trail .,run-02,run,N/A,outdoors,natural,NA,field_forest
6928,the dogs are running outdoors near a wooded area .,run-02,run,N/A,outdoors,natural,NA,field_forest
6929,a few brown dogs play in some dirt near woods .,play-01,play,N/A,outdoors,natural,NA,field_forest
6930,a brown dog being chased in a rural area,chase-01,chase,N/A,outdoors,natural,NA,field_forest
6931,a young couple staring in front of the ocean .,stare-01,stare,N/A,outdoors,natural,NA,body_of_water
6932,a man and a woman are staring into the ocean .,stare-01,stare,N/A,outdoors,natural,NA,body_of_water
6933,two women in coats look out into the surf .,look-01,look,N/A,outdoors,natural,NA,body_of_water
6934,a man looking at a woman looking at water .,look-01,look,N/A,outdoors,natural,NA,body_of_water
6935,two people looking at a rocky view,look-01,look,N/A,outdoors,natural,NA,body_of_water
6936,an attractive young woman with blond-hair is playing a guitar in the street .,play-11,play,N/A,outdoors,man-made,recreation,NA
6937,a young woman is playing a black guitar in front of a microphone on stage .,play-11,play,N/A,outdoors,man-made,recreation,NA
6938,"a young women with long brown hair , plays a black guitar , left handed .",play-11,play,N/A,outdoors,man-made,recreation,NA
6940,girl wearing white shirt sings on stage while playing guitar,sing-01,sing,N/A,outdoors,man-made,recreation,NA
6941,a man wearing an orange and white striped shirt is standing in front of a food cart .,stand-01,stand,N/A,outdoors,man-made,transportation_urban,NA
6942,a man underneath an umbrella stands next to a cart and chair on a sidewalk .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
6943,a street vendor is adjusting merchandise on his cart .,adjust-01,adjust,N/A,outdoors,man-made,transportation_urban,NA
6944,a man is standing beside a black folding chair .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
6945,a street vendor tending to bagels in food cart .,tend-01,tend,N/A,outdoors,man-made,transportation_urban,NA
6946,"a metal cart with a red awning is pedaled down a street , transporting a figure in blue clothes whose head is slumped against their chest .",pedal-01,pedal,N/A,outdoors,man-made,transportation_urban,NA
6947,"there is a teenage boy sitting in what appears to be some kind of rickshaw , while the driver points to him from behind .",sit-01,sit,2,outdoors,man-made,transportation_urban,NA
6948,a man wearing blue is being transported by a bicycle taxi .,transport-01,transport,N/A,outdoors,man-made,transportation_urban,NA
6949,a man in a blue shirt getting carted around on a street .,cart-01,cart,N/A,outdoors,man-made,transportation_urban,NA
6950,a young man riding in a pedicycle .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
6951,a male corn vendor is selling his grilled corn on a street in a foreign country .,sell-01,sell,N/A,outdoors,man-made,transportation_urban,NA
6952,sidewalk vendor dressed in white shirt brown pants sells grilled corn .,sell-01,sell,N/A,outdoors,man-made,transportation_urban,NA
6954,a man in a white shirt is working at a food cart .,work-01,work,N/A,outdoors,man-made,transportation_urban,NA
6955,a man is selling corn from a cart .,sell-01,sell,N/A,outdoors,man-made,transportation_urban,NA
6956,the brown dog is running through the dry grass with a ball in its mouth .,run-02,run,N/A,outdoors,natural,NA,field_forest
6957,"the brown dog is running through a field , with a ball in its mouth .",run-02,run,N/A,outdoors,natural,NA,field_forest
6958,a brown dog runs with a toy in his mouth through long green grass .,run-02,run,N/A,outdoors,natural,NA,field_forest
6959,a brown dog has a ball in his mouth while playing in the fence .,have-03,have,N/A,outdoors,natural,NA,field_forest
6960,the brown dog with pointy ears is holding a ball in its mouth .,hold-01,hold,N/A,outdoors,natural,NA,field_forest
6962,a person wearing a white shirt and blue shorts with cables attached to him .,wear-01,wear,N/A,outdoors,man-made,other_unclear,NA
6963,a person is flipping upside down while attached to some bungee cords .,flip-01,flip,N/A,outdoors,man-made,other_unclear,NA
6964,a person is suspended by wires and poles against a blue sky .,suspend-02,suspend,N/A,outdoors,man-made,other_unclear,NA
6965,a person belted into a bungee-jumping ride in midair .,belch-01,belch,N/A,outdoors,man-made,other_unclear,NA
6966,a group of police officers patroling the streets with a building in the background,patrol-01,patrol,1,outdoors,man-made,work_education,NA
6967,a group of policemen are standing outside of a building .,stand-01,stand,2,outdoors,man-made,work_education,NA
6971,a woman with shoulder length hair sits on a sidewalk wearing a blue striped shirt and high heels .,sit-01,sit,N/A,outdoors,man-made,transportation_urban,NA
6973,a young woman in high heels sitting along the edge of a sidewalk in the city .,sit-01,sit,2,outdoors,man-made,transportation_urban,NA
6975,a woman with brown hair sits by a sidewalk .,sit-01,sit,2,outdoors,man-made,transportation_urban,NA
6976,a brown and white dog is licking a dog that looks very similar .,lick-01,lick,N/A,indoors,man-made,domestic,NA
6977,a brown and white dog is licking a small brown terrier .,lick-01,lick,N/A,indoors,man-made,domestic,NA
6978,two brown and white dogs are standing on a sidewalk .,stand-01,stand,2,indoors,man-made,domestic,NA
6979,two small brown and white dogs stand together .,stand-01,stand,N/A,indoors,man-made,domestic,NA
6981,a brown dog is sniffing the ground by a cow that is standing behind a wooden fence .,sniff-01,sniff,N/A,outdoors,natural,NA,field_forest
6982,a brown dog sniffing at the fence of a brown bull .,sniff-01,sniff,N/A,outdoors,natural,NA,field_forest
6983,a dog sniffing the brushes while a bull looks on,sniff-01,sniff,N/A,outdoors,natural,NA,field_forest
6985,a dog and cow standing at a fence .,stand-01,stand,2,outdoors,natural,NA,field_forest
6986,a police officer is standing in a street full of parked cars posing beside his motorcycle .,stand-01,stand,N/A,outdoors,man-made,transportation_urban,NA
6987,a smiling police officer is leaning on a police motorcycle outside .,lean-01,lean,2,outdoors,man-made,transportation_urban,NA
6988,a policeman in a leather jacket stands by his motorcycle .,stand-01,stand,2,outdoors,man-made,transportation_urban,NA
6989,a police officer is on the street monitoring an event .,monitor-01,monitor,1,outdoors,man-made,transportation_urban,NA
6991,"from the inside of a car , a verdant neighborhood and a man on a tractor pulling a fallen tree are visible .",see-01,see,N/A,outdoors,man-made,transportation_urban,NA
6992,a man is pulling a tree with his tractor through town .,pull-01,pull,N/A,outdoors,man-made,transportation_urban,NA
6993,a man on a riding lawn mower is pulling a tree .,pull-01,pull,N/A,outdoors,man-made,transportation_urban,NA
6994,a man is riding a lawn mower on the street .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
6995,a man on a lawn mower drives past a car .,drive-01,drive,N/A,outdoors,man-made,transportation_urban,NA
6996,the little boy with the yellow and blue striped shirt is playing a board game with an adult .,play-01,play,N/A,indoors,man-made,domestic,NA
6997,an adult playing checkers with a young blond-haired boy .,play-01,play,N/A,indoors,man-made,domestic,NA
6998,this is a little boy and his dad playing a board game .,play-01,play,N/A,indoors,man-made,domestic,NA
6999,a young child and older person set up a checkerboard .,set-up-03,set,N/A,indoors,man-made,domestic,NA
7000,a young blond child watches a checkerboard .,watch-01,watch,N/A,indoors,man-made,domestic,NA
7001,two dancers in matching blue unitards are performing .,perform-01,perform,N/A,indoors,man-made,recreation,NA
7002,two people are dressed in leotards performing .,perform-01,perform,N/A,indoors,man-made,recreation,NA
7003,two acrobats in blue leotards perform .,perform-01,perform,N/A,indoors,man-made,recreation,NA
7004,two people are wearing blue suits .,wear-01,wear,N/A,indoors,man-made,recreation,NA
7006,"man on a tall unicycle , who is wearing bright yellow shirt , red bandanna and camouflage pants is juggling <number> pins while people watch .",juggle-01,juggle,N/A,outdoors,man-made,recreation,NA
7009,a street performer entertains a group of people by juggling bowling pins while perched on his giant unicycle .,entertain-01,entertain,N/A,outdoors,man-made,recreation,NA
7010,a man in a bright yellow shirt juggles while riding a unicycle .,juggle-01,juggle,N/A,outdoors,man-made,recreation,NA
7011,an indian man and woman are seated in the back of a red car .,seat-01,seat,2,outdoors,man-made,transportation_urban,NA
7012,two people here are wearing something around their necks .,wear-01,wear,N/A,outdoors,man-made,transportation_urban,NA
7014,two adults riding in a vehicle in another country .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
7017,a blond-haired girl plays on a blown-up bouncy toy .,play-10,play,N/A,indoors,man-made,recreation,NA
7019,a young girl laying on a blue inflatable toy,lay-01,lay,N/A,indoors,man-made,recreation,NA
7022,a young man playing an electric guitar while jumping up and down in front of fans .,play-11,play,N/A,outdoors,man-made,transportation_urban,NA
7023,the guy in a striped shirt is playing his electric guitar .,play-11,play,N/A,outdoors,man-made,transportation_urban,NA
7024,a man in a striped polo plays a blue electric guitar .,play-11,play,N/A,outdoors,man-made,transportation_urban,NA
7025,a man playing the guitar is jumping .,jump-03,jump,N/A,outdoors,man-made,transportation_urban,NA
7026,a male athlete is just about to launch his body with a pole vault at a track and field event .,launch-01,launch,N/A,outdoors,man-made,recreation,NA
7027,a man at a track event grimaces in the middle of a pole-vaulting attempt .,grimace-01,grimace,N/A,outdoors,man-made,recreation,NA
7029,a pole vaulter is about to launch off the floor with his pole .,launch-01,launch,N/A,outdoors,man-made,recreation,NA
7030,a pole vault athlete getting to get up to pass the bar,get-22,get,N/A,outdoors,man-made,recreation,NA
7032,a woman in a green jacket is holding three kittens .,hold-01,hold,N/A,outdoors,natural,NA,field_forest
7033,a woman is sitting outside while holding two cats .,sit-01,sit,2,outdoors,natural,NA,field_forest
7034,a woman with red-hair is holding two cats .,hold-01,hold,N/A,outdoors,natural,NA,field_forest
7036,a man in a tuxedo and a woman in a white dress holding a bouquet are standing outdoors .,stand-01,stand,N/A,outdoors,man-made,other_unclear,NA
7037,the lady has a gorgeous white dress paired with a beautiful white high-heeled shoes .,have-03,have,N/A,outdoors,man-made,other_unclear,NA
7038,a brown-haired woman in a white backless dress holds flowers .,hold-01,hold,N/A,outdoors,man-made,other_unclear,NA
7039,a bride is receiving her vail from a black man .,receive-01,receive,N/A,outdoors,man-made,other_unclear,NA
7041,"the little boy in a yellow , striped shirt stands in some tall grass .",stand-01,stand,N/A,outdoors,natural,NA,field_forest
7042,boy in striped shirt standing among the tall grasses .,stand-01,stand,2,outdoors,natural,NA,field_forest
7043,a kid hides from the camera in the overgrown bushes .,hide-01,hide,N/A,outdoors,natural,NA,field_forest
7044,a little boy standing in very tall green grass .,stand-01,stand,2,outdoors,natural,NA,field_forest
7045,a boy in a yellow polo standing in tall grass,stand-01,stand,2,outdoors,natural,NA,field_forest
7046,an african american boy in an orange shirt is standing in a very large rock structure .,stand-01,stand,2,outdoors,man-made,other_unclear,NA
7047,a young boy in an orange shirt and blue jeans climbing upon some rocks .,climb-01,climb,N/A,outdoors,man-made,other_unclear,NA
7048,a young boy standing between a wall and several large boulders .,stand-01,stand,2,outdoors,man-made,other_unclear,NA
7049,a young boy wearing an orange shirt is playing on big rocks .,play-01,play,N/A,outdoors,man-made,other_unclear,NA
7051,a woman in a cow patterned apron and faux cheese top hat cuts real cheese .,cut-01,cut,N/A,indoors,man-made,restaurant,NA
7053,a woman in a cow-patterned apron and cheese hat is craving some cheese .,crave-01,crave,N/A,indoors,man-made,restaurant,NA
7055,a lady is cutting a piece of cheese .,cut-01,cut,N/A,indoors,man-made,restaurant,NA
7056,a man with noise-cancelling headphones in a black t-shirt is using a chainsaw to sculpt a bird out of a tree stump .,use-01,use,N/A,outdoors,natural,NA,field_forest
7057,a guy wearing protective pants is carving an owl on a perch out of wood using a chainsaw .,carve-01,carve,N/A,outdoors,natural,NA,field_forest
7058,a man is using a small chainsaw to carve an owl from wood .,use-01,use,N/A,outdoors,natural,NA,field_forest
7059,a man is using a chainsaw to carve a wooden sculpture .,use-01,use,N/A,outdoors,natural,NA,field_forest
7060,a man carving a wooden statue with a chainsaw .,carve-01,carve,N/A,outdoors,natural,NA,field_forest
7061,"a small , smiling boy in a blue safety helmet and yellow shirt is riding his scooter on a sidewalk .",ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
7062,a little boy wearing a blue helmet and full set of pads is riding a scooter down the walk .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
7063,a little boy is wearing a blue helmet riding his scooter on the sidewalk .,wear-01,wear,N/A,outdoors,man-made,transportation_urban,NA
7064,a boy wearing a green shirt rides a scooter down the sidewalk .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
7066,a dog tries to drink water from a sprinkler .,try-01,try,N/A,outdoors,natural,NA,field_forest
7067,a dog splashes water while on green grass .,splash-01,splash,N/A,outdoors,natural,NA,field_forest
7069,a brown dog is splashing water in a yard .,splash-01,splash,N/A,outdoors,natural,NA,field_forest
7070,a tan dog shaking off some water on a lawn,shake-01,shake,N/A,outdoors,natural,NA,field_forest
7071,an older gentleman rides his bike along the side of a road in a rural area .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
7072,a man in a dress suit is riding a bike down the paved road .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
7073,a man on a bike is riding along the side of a country road,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
7074,man riding a bicycle down a road with clouds overhead .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
7075,an old man rides a bicycle on a country road .,ride-01,ride,N/A,outdoors,man-made,transportation_urban,NA
7077,a man is performing a jumping trip on his bicycle .,trip-03,trip,N/A,outdoors,man-made,recreation,NA
7079,a man with a bike jumps high above the concrete .,jump-03,jump,N/A,outdoors,man-made,recreation,NA
7080,a guy is doing a trick on a bike .,do-02,do,N/A,outdoors,man-made,recreation,NA
7081,a man in a brown striped shirt is walking on the beach with a roll of string in his hand .,walk-01,walk,N/A,outdoors,natural,NA,body_of_water
7082,the boy with the cap holds the kite string and spool while smiling .,hold-01,hold,N/A,outdoors,natural,NA,body_of_water
7083,a man with a polo shirt and jeans happily flies a kite .,fly-01,fly,N/A,outdoors,natural,NA,body_of_water
7084,a man wearing jean is flying a kite near the shore .,fly-01,fly,N/A,outdoors,natural,NA,body_of_water
7085,a man gathers kite string on the beach .,gather-01,gather,N/A,outdoors,natural,NA,body_of_water
7086,a man driving a small golf cart down a street with a crowd watching him on either side of the street .,drive-01,drive,N/A,outdoors,man-made,transportation_urban,NA
7087,"a crowd gathered on either side of a soap box derby , with a single soap box car on the road track .",gather-03,gather,N/A,outdoors,man-made,transportation_urban,NA
7088,a white cart doing a wheeling down a race course .,wheel-01,wheel,N/A,outdoors,man-made,transportation_urban,NA
7090,a small children 's car is going down a hill .,go-02,go,N/A,outdoors,man-made,transportation_urban,NA
7091,young girls in bathing suits playing in the knee deep water beyond the blue railing .,play-01,play,N/A,outdoors,natural,NA,body_of_water
7092,four children are playing in some water .,play-01,play,N/A,outdoors,natural,NA,body_of_water
7093,four young girls playing in the water .,play-01,play,N/A,outdoors,natural,NA,body_of_water
7094,little girls play in the water .,play-01,play,N/A,outdoors,natural,NA,body_of_water
7095,kids play in water .,play-01,play,N/A,outdoors,natural,NA,body_of_water
7097,the little boy looks like he is doing a school project while his dad watches him .,look-02,look,N/A,indoors,man-made,domestic,NA
7098,a boy and a man who seems to be the boys father work on an art project together .,work-01,work,N/A,indoors,man-made,domestic,NA
7099,a small boy is working on a project while an older man looks on .,work-01,work,N/A,indoors,man-made,domestic,NA
7101,"a guy wearing a red coat , white jodhpurs and black boots jumps his gray horse over poles during a steeplechase competition .",jump-03,jump,N/A,outdoors,man-made,recreation,NA
7102,a man is riding a horse that is jumping over an obstacle with an olympic ring symbol on a sign in the background .,ride-01,ride,N/A,outdoors,man-made,recreation,NA
7103,"a horse and rider jumping tall rails positioned over a replica stone , arch-style bridge .",jump-03,jump,N/A,outdoors,man-made,recreation,NA
7104,a jockey with a red sports coat riding a horse jumping over an obstacle,ride-01,ride,N/A,outdoors,man-made,recreation,NA
7105,olympic equestrian jumps his horse over some horizontal poles .,jump-03,jump,N/A,outdoors,man-made,recreation,NA
7106,a man in a white t-shirt is holding the ten of clubs in his right hand near his head and the remaining cards in his left hand .,hold-01,hold,N/A,outdoors,man-made,domestic,NA
7108,a man who has been drinking beer is holding a card to his forehead .,hold-01,hold,N/A,outdoors,man-made,domestic,NA
7109,the man in the white shirt holds up a playing card .,hold-01,hold,N/A,outdoors,man-made,domestic,NA
7110,a man holds a card to his head .,hold-01,hold,N/A,outdoors,man-made,domestic,NA
7111,"people dressed in bathing suits , dresses and shorts are on the beach , near an exhibit .",be-located-at-91,be,N/A,outdoors,man-made,recreation,NA
7112,a woman with a green sunshade is passing a sales merchant on the beach .,pass-by-17,pass,N/A,outdoors,man-made,recreation,NA
7113,many people are walking along the beach on a clear day .,walk-01,walk,2,outdoors,man-made,recreation,NA
7116,a young man with a mullet smokes while sitting on a unique couch .,smoke-02,smoke,N/A,indoors,man-made,other_unclear,NA
7117,young man in a black shirt smokes on a sofa in a colorful room,smoke-02,smoke,N/A,indoors,man-made,other_unclear,NA
7118,the young man is sitting on a couch smoking a cigarette .,sit-01,sit,2,indoors,man-made,other_unclear,NA
7120,man smoking on a couch .,smoke-02,smoke,N/A,indoors,man-made,other_unclear,NA
7121,"on the beach , a woman in a red tank top leans over to look at the yin yang tattoo on another woman 's back .",lean-01,lean,2,outdoors,natural,NA,body_of_water
7122,a girl in red standing on the sand while the girl in blue scratches her back while sitting on the sand .,contrast-01,contrast,N/A,outdoors,natural,NA,body_of_water
7123,"three people , tow of them women , are on a beach wearing casual summer clothing .",wear-01,wear,N/A,outdoors,natural,NA,body_of_water
7125,two girls are sitting on the beach having a conversation .,sit-01,sit,2,outdoors,natural,NA,body_of_water
7126,"a young women , in a black shirt , is holding a bike , while a young boy is holding a skateboard .",contrast-01,contrast,N/A,outdoors,man-made,transportation_urban,NA
7128,a skateboarder is talking to a young girl who is trying to pull her bike away from him .,talk-01,talk,N/A,outdoors,man-made,transportation_urban,NA
7129,a young woman holds her friend 's bicycle for him while he pulls out his skateboard .,hold-01,hold,N/A,outdoors,man-made,transportation_urban,NA
7132,an older man in a yellow jacket inspects his shorts while another man stares into the camera .,inspect-01,inspect,N/A,outdoors,man-made,domestic,NA
7133,"a man in a green jacket stands next to a man in a yellow jacket , who is looking at his leg .",stand-01,stand,2,outdoors,man-made,domestic,NA
7134,a man in a yellow jacket is looking down at his foot .,look-01,look,N/A,outdoors,man-made,domestic,NA
7135,two adult males getting ready for camping or a hike .,ready-01,ready,N/A,outdoors,man-made,domestic,NA
7136,parents and children are shopping in a flea market for games .,shop-01,shop,2,indoors,man-made,work_education,NA
7137,a group of children look at toys for sale at a swap meet .,look-01,look,N/A,indoors,man-made,work_education,NA
7138,people are looking at things at some kind of exhibit .,look-01,look,N/A,indoors,man-made,work_education,NA
7139,young people gather in a cluttered store .,gather-03,gather,N/A,indoors,man-made,work_education,NA
7140,school sale to help earn money for trips .,sell-01,sell,N/A,indoors,man-made,work_education,NA
7141,a brown a dog and a black dog in the edge of the ocean with a wave under them boats are on the water in the background .,be-located-at-91,be,N/A,outdoors,natural,NA,body_of_water
7142,"two dogs , one brown and the other black , play in the surf in the shallow ocean water .",play-01,play,N/A,outdoors,natural,NA,body_of_water
7143,two dogs stand back to back in the ocean .,stand-01,stand,2,outdoors,natural,NA,body_of_water
7145,two dogs play in the water .,play-01,play,N/A,outdoors,natural,NA,body_of_water
7146,the football player is preparing to make a play with onlookers nearby .,prepare-02,prepare,N/A,outdoors,man-made,recreation,NA
7147,a man wearing a white uniform is playing football .,play-01,play,N/A,outdoors,man-made,recreation,NA
7148,a football player prepares to throw the ball .,prepare-02,prepare,N/A,outdoors,man-made,recreation,NA
7151,a large brown dog climbs over a tall fence while three people look on .,climb-01,climb,N/A,outdoors,man-made,recreation,NA
7152,a brown dog jumping a wooden wall a few people standind around also,jump-03,jump,N/A,outdoors,man-made,recreation,NA
7153,people watch as a dog scales a wooden wall in a grass field .,watch-01,watch,N/A,outdoors,man-made,recreation,NA
7155,dog climbing over wall,climb-01,climb,N/A,outdoors,man-made,recreation,NA
7156,a child in a black shirt is sitting at a carnival sideshow game .,sit-01,sit,2,indoors,man-made,recreation,NA
7157,a little asian girl is playing with microscopes at a museum .,play-01,play,N/A,indoors,man-made,recreation,NA
7158,a child prepares to do battle with a carnival attraction .,prepare-02,prepare,N/A,indoors,man-made,recreation,NA
7160,little girl sits down to play a carnival game .,sit-down-02,sit,N/A,indoors,man-made,recreation,NA
7162,a person is climbing to the top of a rock cliff .,climb-01,climb,N/A,outdoors,natural,NA,mountain
7163,a blond person climbs a sheer rock cliff face .,climb-01,climb,N/A,outdoors,natural,NA,mountain
7164,a person climbs a rock face .,climb-01,climb,N/A,outdoors,natural,NA,mountain
7165,a girl climbing a rock face .,climb-01,climb,N/A,outdoors,natural,NA,mountain
7166,three men wearing orange reflector vests and hard hats are working on a road construction project .,work-01,work,N/A,outdoors,man-made,transportation_urban,NA
7167,three construction workers in orange vests digging into cement .,dig-01,dig,N/A,outdoors,man-made,transportation_urban,NA
7168,three construction workers working on a street .,work-01,work,N/A,outdoors,man-made,transportation_urban,NA
7169,three men in orange vests working .,work-01,work,N/A,outdoors,man-made,transportation_urban,NA
7170,workers repair a section of road .,repair-01,repair,N/A,outdoors,man-made,transportation_urban,NA
7171,angry man yelling at a lady at walking away from him at a fair game .,yell-01,yell,N/A,indoors,man-made,recreation,NA
7172,a carnival-style game operator is yelling at someone or something .,yell-01,yell,N/A,indoors,man-made,recreation,NA
7173,a man is yelling at someone from a game booth .,yell-01,yell,N/A,indoors,man-made,recreation,NA
7174,a man working at a carnival game is yelling .,yell-01,yell,N/A,indoors,man-made,recreation,NA
7175,a carnival barker yelling at someone .,yell-01,yell,N/A,indoors,man-made,recreation,NA
7176,"a woman with a ponytail wearing a peach shirt , white khaki pants , and black sandals sits outside a store on a wicker bench as she writes on a notebook .",sit-01,sit,N/A,outdoors,man-made,restaurant,NA
7177,a girl wearing sandals is writing in a notebook while sitting in a chair outside .,write-01,write,N/A,outdoors,man-made,restaurant,NA
7178,"a woman is writing in a journal , while sitting on a bench at a coffee shop .",write-01,write,N/A,outdoors,man-made,restaurant,NA
7179,a woman writes in a notebook while sitting on a wicker seat .,write-01,write,N/A,outdoors,man-made,restaurant,NA
7180,a woman is sitting outside writing in a notebook .,sit-01,sit,2,outdoors,man-made,restaurant,NA
7181,a man in a dark jacket sits at a table with a blue tablecloth smiling at a woman in a green shirt with a black zipper vest .,sit-01,sit,N/A,indoors,man-made,restaurant,NA
7182,a man in a hat and a woman in a green shirt and blue vest sit at a restaurant table reading the menu .,sit-01,sit,N/A,indoors,man-made,restaurant,NA
7183,a man and women are out at farmosa looking at menus as they chat .,look-01,look,N/A,indoors,man-made,restaurant,NA
7184,a man in a baseball hat is talking to a woman at a restaurant,talk-01,talk,N/A,indoors,man-made,restaurant,NA
