sentence,q1,q2,q3,q4,img_file
a girl in a tan shirt holding up a fork and knife in one hand and a pot in the other,outdoors,natural,NA,field_forest,2085557551.jpg
a girl in a purple dress smiling as she climbs an indoor rock wall .,indoors,man-made,other_unclear,NA,2086678529.jpg
a man carries a box into his red pickup truck as a dazzling red tree attracts attention .,outdoors,man-made,transportation_urban,NA,2087469385.jpg
the girl in the white shirt has a bracelet on and has her arm around the girl in the peach shirt .,outdoors,natural,NA,field_forest,2088532947.jpg
two shirtless asian males playing table tennis outdoors in front of a building with barred windows on a brick platform and one parked bicycle nearby with shirts over the handlebar .,outdoors,man-made,recreation,NA,2088748696.jpg
a man wearing sunglasses plays acoustic guitar on a small stage .,indoors,man-made,recreation,NA,2088891100.jpg
two factory workers are having a conversation next to a piece of machinery .,indoors,man-made,work_education,NA,2089851860.jpg
a teenage boy wearing all black tries to look tough with cheap jewelry on .,outdoors,man-made,transportation_urban,NA,2090387793.jpg
looking down through their legs at the viewer is a young adult who has found a perch among the thick branches of a large tree .,outdoors,natural,NA,field_forest,209063078.jpg
one dog standing in some grass with his tongue hanging out and a tan dog in the background,outdoors,natural,NA,field_forest,2090723611.jpg
"a young boy dressed in green running along a smooth , stone wall near a wooded area .",outdoors,man-made,other_unclear,NA,2092177624.jpg
"two young girls have fun on a trampoline , one of which appears to be falling down onto her back while the other poses with a smile behind her .",outdoors,man-made,domestic,NA,2092223894.jpg
a cat watches as a man in a long-sleeved shirt and boxer shorts carves a pumpkin .,indoors,man-made,domestic,NA,2092480356.jpg
"a young girl , wearing a matching red hat , scarf and boots , bravely jumps above a patch of ice .",outdoors,man-made,transportation_urban,NA,2094076980.jpg
a dark-haired dark-skinned child sleeps in a chair while holding a blue zippered pack .,indoors,man-made,transportation_urban,NA,2094369401.jpg
"a little boy in blue shorts , glasses , and a coat stands in the surf .",outdoors,natural,NA,body_of_water,2094810449.jpg
the german shepherd is running through the white snow .,outdoors,natural,NA,field_forest,2095078658.jpg
a young man in a black shirt and an elderly woman in a pink shirt sitting on a train together .,indoors,man-made,transportation_urban,NA,209604956.jpg
a male hiker wearing a green jacket is posing next to a large glacier .,outdoors,natural,NA,mountain,2097420505.jpg
"the tiny girl dressed in a butterfly ballet costume , waves her wand near a nutcracker statue .",indoors,man-made,recreation,NA,2097489021.jpg
five men standing on a stage with a reddish colored curtain as a backdrop .,indoors,man-made,recreation,NA,20977655.jpg
a woman in black clothing is holding a tennis racket in a tennis field .,outdoors,man-made,recreation,NA,209803062.jpg
a brown chow mix dog is standing in front of a van with euro plats in the middle of a messy yard .,outdoors,man-made,domestic,NA,2098418613.jpg
the brown and white dog is standing on its hind legs beside the path .,outdoors,man-made,transportation_urban,NA,2099323664.jpg
a young boy out for a hike with his parents stopping to look at the foliage .,outdoors,natural,NA,field_forest,2101426869.jpg
a woman with a blue jacket is posing for a picture while skiing down a mountain,outdoors,natural,NA,mountain,2102030040.jpg
asian boy plays a sports game wearing his blue jersey .,outdoors,man-made,recreation,NA,2102118915.jpg
the brown dog is performing a jump in an obstacle course .,outdoors,natural,NA,field_forest,2102581664.jpg
the children enjoy something funny as they prepare to have their photo taken .,outdoors,natural,NA,other_unclear,2103361407.jpg
"an old woman in a computer chair , painting a picture with several people in it .",indoors,man-made,domestic,NA,2107951699.jpg
four bikes line up the sidewalk as man stands next to a wall in front of a light green building .,outdoors,man-made,transportation_urban,NA,2109038463.jpg
several young women with their arms stretched above their heads perform a choreographed routine on a stage .,indoors,man-made,recreation,NA,2110775531.jpg
"a fluffy white dog looks down a steep , grassy embankment .",outdoors,natural,NA,mountain,2112921744.jpg
sheep farmers are crouching and preparing to feed their animals as the sheepdog watches closely by .,outdoors,natural,NA,field_forest,211402278.jpg
"brown and tan dog , mouth open with tongue hanging out , running in the grass .",outdoors,natural,NA,field_forest,2114739371.jpg
a smiling young woman is shown from the shoulders up with her long hair blowing in the wind .,outdoors,natural,NA,other_unclear,2116444946.jpg
"two people are performing on a stage , one in front of a microphone , another playing the guitar .",indoors,man-made,recreation,NA,21164875.jpg
two men are playing guitars and one man is singing into a microphone on a stage with the spotlight on them .,indoors,man-made,recreation,NA,21167868.jpg
two people sit in beach chairs with their child in front of them as waves come crashing in on a very sandy beach .,outdoors,natural,NA,body_of_water,2119044348.jpg
an elderly man with thinning gray hair and a gray beard is sitting with two younger women looking at gifts .,indoors,man-made,domestic,NA,2119381041.jpg
a woman wearing a white shirt is standing behind a counter .,indoors,man-made,work_education,NA,2120309245.jpg
a man grilling meats and mushrooms on a grill .,outdoors,man-made,domestic,NA,2123858003.jpg
a lone leafless tree of about <number> feet stands in front of a construction site using blue mesh and a construction worker resting an arm on a traffic light pole .,outdoors,man-made,transportation_urban,NA,2123995873.jpg
a middle-aged white man is sitting alone in a bar that has a very contemporary design .,indoors,man-made,restaurant,NA,212525046.jpg
"two men inside a boxing ring , one with red headgear and one with blue headgear , are engaged in a boxing match .",indoors,man-made,recreation,NA,2126230680.jpg
some hikers are walking past a stream that runs between an interesting rock formation .,outdoors,natural,NA,body_of_water,2127209046.jpg
a young brown eyed boy with red syrup on his lips is pouring syrup .,indoors,man-made,domestic,NA,2128119486.jpg
an elderly man in a blue jack stands on a hiking path on a hillside amidst many very tall trees .,outdoors,natural,NA,field_forest,2130106406.jpg
a female soprano saxophone player and a male trumpet player are performing on the street as a man looks on from behind .,outdoors,man-made,transportation_urban,NA,2132881811.jpg
a baby wearing a santa hat and a red outfit playing with a santa claus figure .,indoors,man-made,domestic,NA,2135360514.jpg
hundreds of people walking on a very busy street with stars hanging from buildings .,outdoors,man-made,transportation_urban,NA,2135453792.jpg
three monks walking in what looks to be a foreign country in appropriate black robes and sandals .,outdoors,man-made,other_unclear,NA,2137419658.jpg
beautiful girl opening a christmas present with two dogs at her feet .,indoors,man-made,domestic,NA,2138735584.jpg
the girl in the aqua two piece swimsuit is in front of the aqua pool .,outdoors,man-made,recreation,NA,2139519215.jpg
"this person , bundled up for the snow , slides down the hill on an intertube .",outdoors,man-made,domestic,NA,2140182410.jpg
a girl in a blue bathing suit is walking away from the water on the beach .,outdoors,natural,NA,body_of_water,2140305708.jpg
"a black dog carries an orange ball , walking on the ground covered in leaves .",outdoors,natural,NA,field_forest,2142232919.jpg
three children are in the process of jumping into a pool in what appears to be a suburban backyard .,outdoors,man-made,recreation,NA,2142574136.jpg
at the bedford avenue subway stop stood a smiling and strumming acoustic guitarist wearing jeans and a colorful vest .,indoors,man-made,transportation_urban,NA,214320850.jpg
a child wearing a red and gray shirt is standing in front of a chalkboard .,indoors,man-made,domestic,NA,2143439626.jpg
"a woman wearing a wedding dress , holding a bouquet of purple flowers and standing next to a man wearing a black kilt and suit jacket while standing in front of a building .",outdoors,man-made,domestic,NA,214417276.jpg
"an adult hods a baby wearing a bib , the baby has food around its mouth .",indoors,man-made,domestic,NA,2144846312.jpg
a bald headed man in business casual attire is amused by something occurring off-screen - likely a comedic performance .,outdoors,man-made,domestic,NA,2145008658.jpg
"a man takes salad out of a bowl while he sits at a table with other plates , a woman , a glass of wine , and a decorative curtain behind him .",indoors,man-made,restaurant,NA,2146530566.jpg
a woman with glasses reads a paper while a guy with glasses in a blue shirt looks on .,indoors,man-made,domestic,NA,2146640888.jpg
a man wearing glasses and with a beer in his left hand and his dog in his right hand being seated in a love seat .,indoors,man-made,domestic,NA,2147866213.jpg
a police officer is talking with the driver of the pale yellow car while three other officers stand nearby .,outdoors,man-made,transportation_urban,NA,2148234367.jpg
a young boy wearing a t-shirt and jeans is walking in a grassy field .,outdoors,natural,NA,field_forest,2150564996.jpg
a woman in a white dress is dancing in the middle of a field .,outdoors,natural,NA,field_forest,2151229468.jpg
"two young girls are trekking through deep snow , one is wearing a white coat and the other a purple and gray coat .",outdoors,natural,NA,mountain,2154062056.jpg
a woman wearing a white top stands in front of an atm machine .,indoors,man-made,recreation,NA,215529821.jpg
a woman runs by in the foreground as other competitors stand on the sideline .,outdoors,natural,NA,field_forest,2156122117.jpg
people in bathing suits are on a beach looking at a landform in the distance .,outdoors,natural,NA,body_of_water,2156131463.jpg
the player from the black team is telling something to the player of the red team .,outdoors,man-made,recreation,NA,2156331904.jpg
a girl with red-hair and a spider-man suit on is sitting on a toy horse while holding her arms up and her mouth open .,indoors,man-made,domestic,NA,2159447283.jpg
a shirtless man with a backpack and a hat is standing on a rocky shoreline .,outdoors,natural,NA,body_of_water,2162564553.jpg
the men are enjoy a scooter ride through an office space .,indoors,man-made,work_education,NA,216308314.jpg
"three children and one adult are near the base of a rock formation in shallow water , and an adult wearing a blue shirt is standing on the top of the rocks .",outdoors,natural,NA,body_of_water,2166417615.jpg
group of people watching a guy in a knight custom and a girl in a fishnet and white & green skirt .,outdoors,man-made,recreation,NA,21688595.jpg
four workers walking in a field with a desert in the background .,outdoors,natural,NA,field_forest,2169986652.jpg
"a small animal leaps behind a larger animal , the larger animal 's tail obscuring the smaller one 's face .",outdoors,natural,NA,field_forest,2170222061.jpg
a smiling child dressed in bright pink and green sleds down a snow-covered hill .,outdoors,natural,NA,other_unclear,2171388397.jpg
"two dogs are walking on a rugged path , one with a blue rope tied to a red object in its mouth .",outdoors,natural,NA,field_forest,2171891283.jpg
a young boy at a water park pouring a bucket water on a young girl in a swimsuit .,outdoors,man-made,recreation,NA,2172526745.jpg
three people take a lift up the mountain in the ski resort of adirondack express .,outdoors,man-made,recreation,NA,2173362914.jpg
"a figure in green and black clothes poses for the camera while hoisting a sword-like object and camera , partially obscured by weeds in a snowy , outdoor , rural setting .",outdoors,natural,NA,field_forest,2173828253.jpg
"two asian cheerleaders are facing forward waving silver pompoms , whilst other cheerleaders are performing facing the other way .",indoors,man-made,recreation,NA,2174206711.jpg
"a dark-skinned boy in a white karate uniform with a yellow belt is leaping with his limbs outstretched while a girl in a yellow silk outfit watches him , outside inside a fence .",outdoors,man-made,other_unclear,NA,217593609.jpg
a man tends a grill full of cooking chicken parts as another man in a white apron looks on .,indoors,man-made,restaurant,NA,2178295748.jpg
the scuba diver floats underwater looking at the beauty of the sea .,outdoors,natural,NA,body_of_water,2178306830.jpg
the man in the brown cap is paddling a boat on calm river .,outdoors,natural,NA,body_of_water,217838128.jpg
"a small blond girl sits in bed looking at book that has the words "" crash ! bang ! boom ! "" on the front of it while she holds a cup in her other hand .",indoors,man-made,domestic,NA,218096711.jpg
a group of men of various ages wearing glasses while holding instruments and looking at sheet music .,outdoors,man-made,work_education,NA,218556922.jpg
multi-racial children running on a sports field .,outdoors,man-made,recreation,NA,2186277673.jpg
orange building in the woods surrounded by trees with white dog running away from it .,outdoors,natural,NA,field_forest,2187503678.jpg
a black dog with white paws jumping from a bale of hay .,outdoors,natural,NA,field_forest,2187720319.jpg
a large group of people that look korean riding on a train in the middle of the wilderness during the fall .,outdoors,man-made,transportation_urban,NA,2188535529.jpg
a woman stands in a field surrounded by three attentive gray dogs .,outdoors,natural,NA,field_forest,2190227737.jpg
a man is looking on as another man attempts to climb a small boulder with his dirt bike .,outdoors,natural,NA,field_forest,219070971.jpg
"a woman and two gentlemen are taking a stroll along the beach , as the woman talks on her cellphone one of the men takes her picture .",outdoors,natural,NA,mountain,2190899457.jpg
a woman dressed in black looking perplexed and a woman in a red jacket offering to help her .,outdoors,man-made,transportation_urban,NA,2191566772.jpg
three young women are playing near a car during a snowfall .,outdoors,man-made,transportation_urban,NA,2191572962.jpg
"two young adult men , one with a brown shirt , and one with a white and pink striped shirt , are sitting in a room with a computer .",indoors,man-made,domestic,NA,2191779063.jpg
this girl is having so much fun on the swing !,outdoors,man-made,recreation,NA,2192131110.jpg
"people walking on an old wooden bridge over the water , one of them is a toddler , while others play under the bridge",outdoors,man-made,transportation_urban,NA,2192802444.jpg
a woman dressed in shorts and a t-shirt walking in shallow water in front of a waterfall .,outdoors,natural,NA,body_of_water,219301555.jpg
a woman in a white shirt and hat is playing tennis outside on a blue tennis court .,outdoors,man-made,recreation,NA,2194450229.jpg
professional tennis player preparing to make her serve during a game .,outdoors,man-made,recreation,NA,2194466679.jpg
a woman is climbing a volleyball net on a beach as two others watch .,outdoors,natural,NA,body_of_water,2194797921.jpg
two woman ride a bicycle together as they pass a painting on a wall .,outdoors,man-made,transportation_urban,NA,2194806429.jpg
a man in a green shirt playing a guitar is singing through a microphone .,indoors,man-made,recreation,NA,21954377.jpg
two brown dogs trot along frozen ground in a rural setting .,outdoors,natural,NA,field_forest,2195620255.jpg
"a man with a goatee , sunglasses , and a beret stands at a city corner with newspaper dispensers .",outdoors,man-made,transportation_urban,NA,2196023570.jpg
a lady wearing a white jacket is standing next to and looking inside of a car .,outdoors,man-made,other_unclear,NA,2196862437.jpg
"a woman is holding a toddler in a red shirt , who is looking back at her .",indoors,man-made,domestic,NA,219810920.jpg
"a girl in a purple shirt , covered in snow , sliding down a snowy hill .",outdoors,natural,NA,mountain,2198494923.jpg
a man is pulling a cart on wheels loaded with nets and is in front of the ocean blue company .,outdoors,man-made,transportation_urban,NA,2199250692.jpg
a dj standing under some bright lights with an advertisement .,indoors,man-made,recreation,NA,2199710546.jpg
a small child wearing the colors of the american flag is shoveling snow from the front steps .,outdoors,man-made,domestic,NA,2199932695.jpg
"a bearded , glasses-wearing man in a turquoise shirt is playing the acoustic guitar .",outdoors,natural,NA,other_unclear,2201136364.jpg
a blond-haired woman talks to a man wearing a tank top and shorts .,outdoors,man-made,transportation_urban,NA,2201734906.jpg
four people are in the process of creating colorful lanterns in their lantern shop .,outdoors,man-made,work_education,NA,2201951953.jpg
a woman in a mauve jacket who is selling apples is talking to a young customer in a floral jacket .,outdoors,man-made,domestic,NA,2203585314.jpg
"a child in red , wearing rollerskates is being pushed along by an adult in black .",indoors,man-made,recreation,NA,2204777844.jpg
"two teenage boys in hawaiian shirts , one in a jester 's hat , laugh and gesture in a locker room .",indoors,man-made,work_education,NA,2204991372.jpg
"boy in red jumping forward on sand , hill in background .",outdoors,natural,NA,other_unclear,2205088706.jpg
a man in with a red and blue suit performs a trick while surfing in the ocean .,outdoors,natural,NA,body_of_water,220513228.jpg
a boy is hanging out of the window of a yellow taxi .,outdoors,man-made,transportation_urban,NA,2205958052.jpg
a groomsman at a wedding is showing off hula-hooping skills in front of the cameras and the bridesmaids .,outdoors,man-made,recreation,NA,2206501278.jpg
two men are in a small boat and spraying water at something .,outdoors,natural,NA,body_of_water,2207346072.jpg
"two young men similarly attired walk leisurely through a farmer 's market shortly before <number> o'clock in the afternoon , drinking a beverage , possibly tea .",outdoors,man-made,transportation_urban,NA,220747961.jpg
an black female on team blue chases a basketball between one other female teammate and two female members of team white .,indoors,man-made,recreation,NA,2208250764.jpg
a person in reflective gear is riding a white horse on a cobblestone city street .,outdoors,man-made,transportation_urban,NA,2208652989.jpg
a golden labrador is swimming through water with a red toy in its mouth .,outdoors,natural,NA,body_of_water,2209496328.jpg
the little girl in the black and red top is holding a long wooden stick .,indoors,man-made,domestic,NA,2209888959.jpg
a man dressed in long sleeves and pants is standing in front of snow covered mountains with a thick layer of fog .,outdoors,natural,NA,mountain,2212794589.jpg
"a group of women sit on a sidewalk corner , and relax from their journey .",outdoors,man-made,recreation,NA,221331362.jpg
a group of people walk around a bunch of booths with small flags flying above .,outdoors,man-made,transportation_urban,NA,221377138.jpg
a band of young men playing in front of a group of people with their hands raised in a room with colored lights in the background .,indoors,man-made,recreation,NA,2214322704.jpg
a bunch of construction workers are working at a site while an excavator vehicle forms the foreground .,outdoors,man-made,work_education,NA,2214596481.jpg
a young boy walking in the park dressed in dark clothes and dark cap .,outdoors,man-made,recreation,NA,221597303.jpg
a boy in a red shirt sits on a rock on the edge of a river .,outdoors,natural,NA,body_of_water,2218843713.jpg
the small boy is running in front of a black dog with a frisbee in its mouth .,outdoors,natural,NA,field_forest,221973402.jpg
two dogs walk in a body of water .,outdoors,natural,NA,body_of_water,2220175999.jpg
a woman watches a man representing france with the number <number> on his chest doing some sort of winter sport similar to skiing .,outdoors,natural,NA,mountain,2222944983.jpg
"a person with a shaved head , umbrella , and red robe is attempting to jaywalk in the rain .",outdoors,man-made,transportation_urban,NA,222310878.jpg
"three construction workers work along side the street , with one man in a blue jacket and orange safety vest shoveling , and two others holding a pole .",outdoors,man-made,transportation_urban,NA,2224790243.jpg
three young adults look towards the camera in a school setting .,outdoors,man-made,transportation_urban,NA,2225231022.jpg
"a firefighter on his ladder up against a telephone pole investigating a problem , with smoky clouds in the background .",outdoors,man-made,other_unclear,NA,2226280160.jpg
"a woman in skirt , torn stockings and combat boots and a man in aviators and batman tank top walk down a city street .",outdoors,man-made,transportation_urban,NA,2226343167.jpg
several people dressed for cold weather wait on a subway or monorail train-car .,indoors,man-made,transportation_urban,NA,2226449279.jpg
a group of parents and children strapped in safety helmets ride their bikes down a path .,outdoors,man-made,transportation_urban,NA,2227599410.jpg
many school children dressed in the same uniform are sitting on stairs .,outdoors,man-made,work_education,NA,2228022180.jpg
a man with jeans and a brown shirt is bending over to examine the wheel of a black train that is on a railroad track .,outdoors,man-made,transportation_urban,NA,2228329399.jpg
"a boy wearing sports pajamas sleeps on a large , padded armchair .",indoors,man-made,domestic,NA,222867549.jpg
a medium size dog is jumping through hoops which are being held by men .,outdoors,man-made,recreation,NA,2229179070.jpg
a side profile of a man with a mustache and goatee wearing a suit and tie .,outdoors,man-made,other_unclear,NA,2229180161.jpg
a woman is standing in front of a dog that 's standing on its hind legs .,outdoors,man-made,recreation,NA,2229509318.jpg
two boys hold their feet in their hands while balancing on one foot .,outdoors,man-made,transportation_urban,NA,2230067846.jpg
a chef is currently preparing food in a kitchen looking outside .,indoors,man-made,restaurant,NA,2230134548.jpg
two girls sing into a microphone while reading of a piece of paper together .,outdoors,man-made,recreation,NA,2230396241.jpg
the lady in red is very happy to see the young lady in white and black .,outdoors,natural,NA,other_unclear,2230983294.jpg
the back of a light brown dog sitting on sand looking out at a rock and the ocean .,outdoors,natural,NA,body_of_water,2231048328.jpg
a man in white wearing a yarmulke is in front of a microphone with several other men in the background .,outdoors,man-made,other_unclear,NA,2231089996.jpg
a woman in a traditional muslim headdress is bringing her child into a gymnasium while the sun shines through the open doorway behind them .,indoors,man-made,other_unclear,NA,223424495.jpg
man rides a bicycle in a nearly empty courtyard in front of a large building .,outdoors,man-made,transportation_urban,NA,2234681386.jpg
a motorcyclist wearing blue jeans is riding his red motorcycle .,outdoors,man-made,transportation_urban,NA,2234726075.jpg
"a man wearing a green and burgundy coat , and a hat with some khakis pants is shoveling snow in his yard .",outdoors,man-made,domestic,NA,2235220530.jpg
woman wearing a dark blue hat in the middle of a bunch of vegetables .,outdoors,man-made,work_education,NA,2236895638.jpg
a man is running on a treadmill while wearing blue shorts and a white shirt .,indoors,man-made,recreation,NA,2237364221.jpg
a group of workers cutting cement blocks with electric saws .,outdoors,man-made,work_education,NA,2237436639.jpg
"many people of indian descent wearing bright , colorful clothing & walking up steep flights of stairs .",outdoors,man-made,recreation,NA,2239499718.jpg
an old woman walking along a sidewalk with buildings that are littered with graffiti .,outdoors,man-made,transportation_urban,NA,2240785083.jpg
a man wearing a white striped search jumps in the grass with the graffiti wall behind him .,outdoors,man-made,recreation,NA,224203430.jpg
a man wearing a checkered brown shirt throwing a knife to a wall in front of a ping-pong table .,indoors,man-made,domestic,NA,2242559074.jpg
"two women from florida experience snow for the first time , jumping for joy at the sight and feel of the cold , wet northern treasure .",outdoors,natural,NA,field_forest,2243345188.jpg
a man with a baseball cap and glasses and a lady with a bandage on her left are sitting at an outside cafe that is roped off .,outdoors,man-made,restaurant,NA,2247174236.jpg
several children are playing a basketball game on a basketball court .,indoors,man-made,recreation,NA,2247192427.jpg
"a sculptor applies his chisel to a slab of rock , etching a pattern on its surface .",indoors,man-made,work_education,NA,2248395289.jpg
a woman talking on a cellphone and a man with a mustache emerge up the stairs from an underground subway .,outdoors,man-made,transportation_urban,NA,2249034258.jpg
a small white and gray dog in a jacket standing in the snow .,outdoors,natural,NA,other_unclear,2249865945.jpg
a group of young people dressed in red are attending an event at night .,outdoors,man-made,transportation_urban,NA,2250713748.jpg
"a lady wearing a red vest is holding a shovel as she and a man , holding a blue shovel , pose for the camera .",outdoors,man-made,domestic,NA,2250750713.jpg
various people are walking along a path towards a fenced-in area that is surrounded by small buildings .,outdoors,man-made,recreation,NA,2251277216.jpg
a person in a red jacket on top of rocks .,outdoors,natural,NA,mountain,2251418114.jpg
woman in pink shirt riding bike next to man in white shirt and black shorts running,outdoors,man-made,transportation_urban,NA,2253091968.jpg
an elderly man and woman are seated at a dining table in front of a christmas tree .,indoors,man-made,domestic,NA,2254442869.jpg
a man is on the side of a mountain and hiking around huge rocks .,outdoors,natural,NA,mountain,2255332561.jpg
a man dressed in all black is wearing shades and standing in snow and there is a red vehicle in back of him .,outdoors,man-made,transportation_urban,NA,2255633616.jpg
a blond boy is staring at a toy robot and looks like he wants to play with it .,indoors,man-made,domestic,NA,2256091090.jpg
a young boy in pajamas tosses a red ball in the air .,outdoors,man-made,domestic,NA,225692535.jpg
two young girls exercising to keep up with playing soccer .,outdoors,natural,NA,body_of_water,2257233228.jpg
a man sitting on a chair with a beer in his hands roasting something to eat on a wooden stick .,outdoors,natural,NA,field_forest,226115048.jpg
a woman dances along with a dancing video-game projected on large screen behind her .,indoors,man-made,recreation,NA,2261169495.jpg
"two people on a sidewalk , one of which is a man in a leather jacket holding some pink and red balloons and facing away from the street and the other is a woman in a cream jacket walking into the street .",outdoors,man-made,transportation_urban,NA,2262919211.jpg
"a shirtless tanned male , with black hair , wearing paint stained blue jeans and sneakers , putting plaster along a building 's wall .",outdoors,man-made,work_education,NA,226310412.jpg
"a dog runs in the snow , a fence in the background .",outdoors,man-made,other_unclear,NA,226531363.jpg
the boy is wearing a hat and holding sandals .,outdoors,man-made,transportation_urban,NA,2265367960.jpg
a man sleeps in the lining of a boat that is propped against a brick wall .,outdoors,man-made,transportation_urban,NA,2266061169.jpg
"a woman in an army-green tank top with curlers in her hair gets her makeup applied by another woman , in front of an exotic animal-print backdrop .",indoors,man-made,other_unclear,NA,226642878.jpg
a woman dressed in black and holding flowers holds hands with a blond woman dressed in white .,indoors,man-made,domestic,NA,226653504.jpg
a man in formal dress and aviator sunglasses turns to talk to the woman he is sits with .,outdoors,man-made,domestic,NA,226659133.jpg
a woman in a white dress with a bouquet talks with an older man as a woman walks away in the background and a younger man in a suit looks on from afar .,outdoors,man-made,recreation,NA,226687996.jpg
a tennis player wearing a green shirt about to hit a ball with his racquet .,outdoors,man-made,recreation,NA,2269795781.jpg
a performer dressed in a blue outfit is juggling the balls as many onlookers watch intently .,outdoors,man-made,recreation,NA,226980061.jpg
a man with glasses on in a short black shirt and long blue shorts stands in the road in front of a blue car .,outdoors,man-made,transportation_urban,NA,227000285.jpg
there are several construction workers in an area blocked off from a sidewalk by a orange and white barricade and a metal fence with several construction machines .,outdoors,man-made,work_education,NA,2270490287.jpg
two large dogs walking together through a trail with leaves on the ground .,outdoors,natural,NA,field_forest,2271264741.jpg
a photographer takes pictures of a family that includes four children and two parents,indoors,man-made,domestic,NA,2272290126.jpg
a young boy plays basketball while a few people behind him look on .,indoors,man-made,recreation,NA,2272548482.jpg
a black dog is running very fast on a light brown ground .,outdoors,man-made,recreation,NA,2273038287.jpg
a young toddler boy sitting on floor holding his brightly colored plastic toy hammer and wearing large orange star glasses .,indoors,man-made,domestic,NA,2276230068.jpg
a little boy with an orange shirt is playing outside with bubbles .,outdoors,natural,NA,field_forest,2278110011.jpg
"a man sings while surrounding band members play instruments , such as the keyboards , and the drums , while other instruments are unused in the background .",indoors,man-made,recreation,NA,2281226546.jpg
a group of people in a white room wearing costumes one girl is wearing white toga .,indoors,man-made,domestic,NA,2282098850.jpg
a young brunette grade-schooler wearing gray pants and a festive red t-shirt pulled over her long-sleeved print top is lying on her side on a brown couch with her head nestled into a brown pillow as she reads to kill a mockingbird .,indoors,man-made,domestic,NA,2282530092.jpg
street vendors are selling fruits and vegetables in a stand and in large baskets on the ground .,outdoors,man-made,work_education,NA,228280436.jpg
a brown dog is running over an obstacle course with its mouth wide open .,outdoors,man-made,recreation,NA,2284894733.jpg
a crosscountry skier has left a trail behind him as he makes his way through the snow .,outdoors,natural,NA,mountain,2285570521.jpg
a woman is looking down and wearing a white hair piece that looks like a wedding veil .,outdoors,man-made,other_unclear,NA,2286235203.jpg
a tiny little girl wearing pink stands by a man who is wearing brown and sitting down .,outdoors,man-made,transportation_urban,NA,2286236765.jpg
a woman wearing glasses is smiling as she raises her fists in the air .,indoors,man-made,domestic,NA,2286377428.jpg
"an older man with a beard wearing several coats , a pair of gloves , and a hat , sleeps on some grass .",outdoors,natural,NA,field_forest,2287938451.jpg
a group of people on the beach run in the sand away from the water .,outdoors,natural,NA,body_of_water,228822815.jpg
a gray-haired man in a black adidas shirt is looking at a menu in a restaurant .,indoors,man-made,restaurant,NA,2288314045.jpg
two men with red shirts and yellow aprons stand in front of a wall of colorful stuffed animals while two women pause at the table in front of it .,outdoors,man-made,work_education,NA,228879479.jpg
a person is jumping a motorcycle over a pole while cameramen film .,outdoors,man-made,recreation,NA,2289068031.jpg
an old man is playing a stringed instrument on a small stage while some people sit at tables listening and other people pass by .,indoors,man-made,recreation,NA,2289160261.jpg
a young boy about to enter a pool after sliding down a yellow slide .,outdoors,man-made,recreation,NA,228949397.jpg
a man in a rowboat is rowing across blue water .,outdoors,natural,NA,body_of_water,2292406847.jpg
a woman in a red tennis outfit and holding a tennis racket is standing on a clay tennis court .,outdoors,man-made,recreation,NA,22930048.jpg
a cubby cheeked baby in a yellow and red bib playing with a toy .,indoors,man-made,domestic,NA,2294516804.jpg
a white dog is leaping in the air with a green object in its mouth .,outdoors,natural,NA,field_forest,2294598473.jpg
a kid in a yellow jacket and blue baseball cap jumping from a rock .,outdoors,man-made,transportation_urban,NA,2297744130.jpg
a boy in red pants getting ready to slide down a metal slide .,outdoors,man-made,recreation,NA,2298661279.jpg
a dog runs through green grass with a tennis ball in its mouth .,outdoors,man-made,domestic,NA,2299427360.jpg
"two men , one wearing a gray shirt , the other wearing a black shirt appear in a store while another accesses an upper shirt with a woman in a green hat in the foreground .",indoors,man-made,work_education,NA,229954873.jpg
a woman wearing an orange jacket sitting in a canoe on a lake with a dog behind her,outdoors,natural,NA,body_of_water,230016181.jpg
"an old man with a long white beard , a child in a striped shirt and a chicken are pictured standing outside a tent .",indoors,man-made,domestic,NA,2300353380.jpg
a fluffy dog plays with a small toy in a living room .,indoors,man-made,domestic,NA,2300920203.jpg
a girls sitting pretty on the arm of a couch rads a card presented to her by a girl that 's standing sideways with a glass of wine in her hands .,indoors,man-made,domestic,NA,230105501.jpg
a young woman tennis player dressed in black carries many tennis balls on her racket .,outdoors,man-made,recreation,NA,23015660.jpg
the girl in yellow shorts and white jacket has a tennis ball in her left pocket .,outdoors,man-made,recreation,NA,23016221.jpg
a female tennis player is about to hit the tennis ball with her racket .,outdoors,man-made,recreation,NA,23017628.jpg
a guy wearing blue jeans and long-sleeve shirt is walking down the sidewalk .,outdoors,man-made,transportation_urban,NA,230182039.jpg
"an older and a younger woman , both with tennis attire and rackets , smile side to side for the camera .",outdoors,man-made,recreation,NA,23018379.jpg
"a man and a woman look at pictures on a machine marked "" other people 's photographs . """,outdoors,man-made,transportation_urban,NA,2302516347.jpg
"a child , wearing a black hat , leather vest and chaps is petting a steer 's nose at a rodeo .",outdoors,man-made,recreation,NA,230269706.jpg
"a little boy holding a yellow , plastic shovel , crouches in the sand .",outdoors,natural,NA,field_forest,230486268.jpg
two people sitting at a table with several glasses on it .,indoors,man-made,restaurant,NA,2306129640.jpg
a man flies through the air on his skateboard above a white staircase .,outdoors,man-made,transportation_urban,NA,2306674172.jpg
one young boy is holding a plastic sward with another young boy is holding a stick outside .,outdoors,natural,NA,field_forest,2307886611.jpg
