group_number,sentence,group_variance
106,three children playing in the wake of the ocean .,0.5973747629597055
106,two boys playing in the water wearing shorts .,0.5973747629597055
106,three boys playing in the ocean .,0.5973747629597055
107,"three children are playing outdoors , two of them on a metal barrel swing .",0.3714819877029094
107,two children swing in dusty rooftop from a swing made from a steel drum .,0.3714819877029094
107,two children are playing on a makeshift barrel swing .,0.3714819877029094
107,two children play on a barrel turned swing .,0.3714819877029094
107,a boy and a girl swinging on a barrel .,0.3714819877029094
108,there are about a dozen of men in work clothes that are getting directions for a task .,0.8794063412365665
108,a man in a blue coat addresses a group of at least sixteen men and women in a field .,0.8794063412365665
108,a man with a clipboard talks to a group of men in a field .,0.8794063412365665
108,farmers are standing around and look angry .,0.8794063412365665
108,people standing outside in a field .,0.8794063412365665
109,"three dogs on the beach , one has it 's mouth open .",0.5004631056732882
109,three dogs are walking on sand and casting shadows .,0.5004631056732882
109,the <number> dogs are cruising down the street .,0.5004631056732882
109,the three dogs are walking on the sand .,0.5004631056732882
109,three dogs trot down the beach .,0.5004631056732882
110,"a young musician playing a small guitar and singing , while sitting in a white plastic chair .",0.6093620221878213
110,a man is playing a small guitar-like instrument and singing into a microphone .,0.6093620221878213
110,a man in a blue collared shirt plays an instrument and sings .,0.6093620221878213
110,a man wearing a blue shirt is performing out on a street .,0.6093620221878213
110,man playing a small guitar and singing .,0.6093620221878213
111,the girl with the long brown hair and bangs in her face is holding her hand to her chest .,0.9359785819686
111,asian woman in white shirt standing away from the crowd behind her .,0.9359785819686
111,asian girl on the street touches chest with left hand .,0.9359785819686
111,the beautiful lady is looking at the photographer .,0.9359785819686
111,a young girl wearing a white blouse is watching .,0.9359785819686
112,a black and white dog walking through the grass with a long stick in his mouth .,0.3427363617804169
112,a dog trots across the ground with a large stick in his mouth .,0.3427363617804169
112,a black and white dog is carrying a stick in its mouth .,0.3427363617804169
112,a black and white dog carrying a large stick,0.3427363617804169
112,a dog holds a stick in its mouth .,0.3427363617804169
113,bald man in what looks like to be a lab with a lady watching as he is mixing some liquids in clear cup containers,0.6168107530131
113,a man is a white lab coat with safety glass pouring liquid from one glass to another while a woman looks on .,0.6168107530131
113,man wearing protective eye gear performs a science experiment while woman watches .,0.6168107530131
113,man with goggles and robe pouring items from glass and boy looks on,0.6168107530131
113,two scientists pouring fluid from one beaker to another .,0.6168107530131
114,a young bearded man in a gray hooded sweatshirt stirs a pot with a wooden spoon .,0.5921614439040948
114,a man in a gray hooded sweatshirt is preparing food .,0.5921614439040948
114,a tall man stirring a pot of food on a stove .,0.5921614439040948
114,the man in a blue sweatshirt is in a kitchen .,0.5921614439040948
114,a man is a kitchen cooking .,0.5921614439040948
115,a woman wearing a blue sweater sits at a table with a colorful tablecloth and clasps her hands together .,0.6764327118633551
115,a woman in a blue shirt has her hands folded on a colorful table .,0.6764327118633551
115,a woman dressed in blue clasps her hands together .,0.6764327118633551
115,a woman is being interviewed at her dining table .,0.6764327118633551
115,girl in a blue sweater holding her own hands .,0.6764327118633551
116,woman adjusting her boot near a large crowd of people at an outdoor event .,0.7714823463944827
116,women bending over to adjust her boots with a large crowd in front of her .,0.7714823463944827
116,a woman pulling up her socks underneath her gum boots .,0.7714823463944827
116,a woman realigns her sock in a messy park .,0.7714823463944827
116,people in the ground maybe working,0.7714823463944827
117,a casually dressed man has several flutes into which he is pouring champagne .,0.6038121382718948
117,a man sits at a table and pours a drink into one of six glasses .,0.6038121382718948
117,a man in a gray shirt is pouring a drink into a flute .,0.6038121382718948
117,a man is pouring drinks at a table .,0.6038121382718948
117,a man pours champagne into a glass .,0.6038121382718948
118,"a boy in a gray hooded sweater , looking at a school of fish at an aquarium .",0.518413215115791
118,children at an aquarium looking at different kinds of fish .,0.518413215115791
118,a group of people are at an aquarium to view marine life .,0.518413215115791
118,groups of people observe fish in a large tank .,0.518413215115791
118,people looking at fish at an aquarium .,0.518413215115791
119,crosscountry skiers are traveling towards the mountains at sunset .,0.6058862420080446
119,beautiful snowy landscape with people treading through the snow .,0.6058862420080446
119,a winter landscape with four people walking in the snow .,0.6058862420080446
119,four people walking across thick snow during a sunset .,0.6058862420080446
119,the sun is almost behind the snowy mountains .,0.6058862420080446
120,the person towards the right is wearing riot uniform while people seem to be filing out .,0.8215986364031425
120,a military or police officer stands by as people pass in a public square .,0.8215986364031425
120,a man keeps order on a crowded street of people .,0.8215986364031425
120,officer in riot gear observes demonstration .,0.8215986364031425
120,a crowd of people crossing a street .,0.8215986364031425
121,a tall gray pole behind which a person wearing an orange shirt is perched on the wall and hiding his or her face with one hand .,0.530014975962084
121,a person wearing a red long-sleeved shirt is lying down on a wall in front of a lamp post in a very unusual manner .,0.530014975962084
121,a man in an orange sweater and dark pants lies on a white wall next to a lamp post .,0.530014975962084
121,a man in an orange shirt is laying curled up on a concrete ledge behind a pole .,0.530014975962084
121,a person with a long-sleeve red shirt laying on a ledge .,0.530014975962084
122,a man in traditional orthodox jewish dress is seen alone from behind .,0.7233536785143198
122,a man in a big black coat and hat walks down the street .,0.7233536785143198
122,a man is walking down a street wearing a large hat .,0.7233536785143198
122,a man in a black hat walks down the street .,0.7233536785143198
122,a man with a uniform is walking .,0.7233536785143198
123,an african child attempts a headstand on the front of a boat painted blue and white in water next to a field of crops .,0.4397441279408236
123,"boy with dark skin , standing on his head with legs spread , at the end of a floating wooden boat .",0.4397441279408236
123,a boy wearing a bathing suit is doing a handstand while in a canoe .,0.4397441279408236
123,a boy stands on his head at the bow of a canoe .,0.4397441279408236
123,a young boy does a handstand on his canoe .,0.4397441279408236
124,some young men looking over the edge of a bridge on a sunny day .,0.8948310251891423
124,the boys are having fun jumping off the bridge into the water .,0.8948310251891423
124,<number> boys are standing on a pier in their bathing suits .,0.8948310251891423
124,a man is sitting on a wooden guard rail at a beach .,0.8948310251891423
124,boys look over a bridge on to a lake .,0.8948310251891423
125,there are several people and children looking into water with a blue tiled floor and goldfish .,0.6319507736475671
125,children sit and watch the fish moving in the pond,0.6319507736475671
125,several people are standing near a fish pond .,0.6319507736475671
125,some children watching fish in a pool .,0.6319507736475671
125,people stare at the orange fish .,0.6319507736475671
126,"there is a man wearing construction gear , standing next to a bulldozer that is picking up rubble and debris .",0.5858521040203657
126,a backhoe is on top of a pile of rubble from a demolished building .,0.5858521040203657
126,a yellow backhoe is tearing down a brick building .,0.5858521040203657
126,something gets knocked down by a bulldozer .,0.5858521040203657
126,a house is being demolished .,0.5858521040203657
127,two people with helmets are riding bikes in front of a building .,0.4736012024359537
127,two people with helmets ride bikes past a wooden-paneled door .,0.4736012024359537
127,a man and a woman are riding bikes in front of a building .,0.4736012024359537
127,two bicyclists with backpacks ride past a brown door .,0.4736012024359537
127,two people are riding bicycles next to a building .,0.4736012024359537
128,a couple enjoy a beautiful day bicycling on a bike trail wearing bicycling safety helmets and gloves .,0.48772907479201066
128,a man wearing a black helmet and a girl wearing a pink helmet are cycling together .,0.48772907479201066
128,two cyclist a man and a woman enjoy a leisurely bike ride on the cobblestone path .,0.48772907479201066
128,"a couple , wearing helmets and backpacks , ride their bikes down a brick road .",0.48772907479201066
128,a man and a woman ride bikes next to each other on a road made of bricks .,0.48772907479201066
129,two little boys in yellow shirts are walking in grass and looking behind them .,0.4650864888244082
129,two children are walking on the green grass with yellow shirts .,0.4650864888244082
129,two little boys look back as they walk across a grassy area .,0.4650864888244082
129,two young boys dressed in shorts are looking for something .,0.4650864888244082
129,two boys in yellow shirts walk in a field .,0.4650864888244082
130,"a young girl in a black shirt and a blue helmet is sitting on a quad , or four wheeler , with her right hand on the handlebars .",0.6291074304432582
130,a young girl wearing a blue helmet and flip-flops is sitting on a red four-wheeler .,0.6291074304432582
130,one young blond female on an old atv by a pond .,0.6291074304432582
130,child on a small motorbike near a small pond .,0.6291074304432582
130,little girl wearing helmet on an atv .,0.6291074304432582
131,two little blond girls in helmets are sitting on a red atv .,0.485280519164176
131,two young sisters pose while sitting on a big red quad .,0.485280519164176
131,sisters on a red four wheeler wanting to go for a ride .,0.485280519164176
131,two kids with blond-hair sit atop a four-wheeler .,0.485280519164176
131,two young girls sitting on an all terrain vehicle .,0.485280519164176
132,a husky dog wearing green straps is turning its head away from the object in front of it .,0.6764648863148706
132,a dog wearing a blue harness stands in the snow and pants .,0.6764648863148706
132,a brown furry husky dog sticking out his tongue .,0.6764648863148706
132,a husky dog wearing the gear to pull a sled .,0.6764648863148706
132,a black and tan dog in the snow,0.6764648863148706
133,a cartoon cutout of snow white is standing in front of a store display window while a woman in a large hat is standing cross legged at the door .,0.6552571870050938
133,a woman with a chinese hat on leaning on the wall standing behind a cut out of snow white in front of some store windows .,0.6552571870050938
133,a woman is standing next to a japanese version of disney 's snow white .,0.6552571870050938
133,"person leaning against the wall , next to a life size cartoon cut out .",0.6552571870050938
133,a woman looking at something in a storefront window .,0.6552571870050938
134,"five sled dogs are pulling a person on a sled , through the snow .",0.6268939788998953
134,a group of dogs pull a person on a dog sled up a hill .,0.6268939788998953
134,dogsled rider pulled past flags on snowy hill .,0.6268939788998953
134,the man is mushing his dogs on a snow trail,0.6268939788998953
134,dogs pulling a sled in a sled race .,0.6268939788998953
135,"a lady standing wearing black and has a black mohawk has her arm around a guy with a brown bucket hat , green cargo pants and black shirt .",0.6202286036986591
135,"in the midst of a crowd of people , a woman in a black t-shirt has her arm around a man in a brown hat .",0.6202286036986591
135,"at a outdoor stage , a woman in a black shirt has her arm around a man in a brown hat .",0.6202286036986591
135,a woman in a black shirt is hugging a man .,0.6202286036986591
135,a couple is attending a concert .,0.6202286036986591
136,a dog takes a leap of faith as he jumps into a pool to grab an orange toy .,0.3198891973648421
136,"a brown , fluffy dog jumping into a swimming pool after a red toy .",0.3198891973648421
136,a brown dog is leaping into a garden swimming pool .,0.3198891973648421
136,a dog jumps into a swimming pool after a toy .,0.3198891973648421
136,a brown dog leaps into a swimming pool .,0.3198891973648421
137,"a man and a woman are at a beach with other people nearby , and the woman is touching the man 's face .",0.3888876986879828
137,a heavyset couple interact outside a striped cabana on a beach located near a pier .,0.3888876986879828
137,a woman is touching a large man on the cheeks while at the beach .,0.3888876986879828
137,"a couple on a beach , the woman is touching the man 's face .",0.3888876986879828
137,a woman is holding the cheeks of a man on the beach .,0.3888876986879828
138,a young child in pink is pushing downed leaves as grass into a pile .,0.7345179449894088
138,a little girl with braids in her hair is pushing around hay .,0.7345179449894088
138,a little girl in a pink top plays with a hoe in a hay bale .,0.7345179449894088
138,a young girl tries her hand at gardening .,0.7345179449894088
138,a young girl cleaning up .,0.7345179449894088
139,"woman in a green and white striped shit lying in a chair with a yellow bag , holding a folded piece of paper .",0.5223316525864936
139,a lady that 's holding a yellow bag is sitting on a chair in a store .,0.5223316525864936
139,a woman is sitting in a white chair at a furniture store .,0.5223316525864936
139,a lady is trying out a chair in a furniture store .,0.5223316525864936
139,young woman reclines in a chair at an ikea store .,0.5223316525864936
140,a female swimmer in a black bathing suit about to jump off the racing platform into a pool .,0.6302537768833831
140,there are three swimmers from the same team getting ready to compete .,0.6302537768833831
140,a young female swimmer is getting ready to jump off the block .,0.6302537768833831
140,a woman in a black bathing suit crouches on a diving board .,0.6302537768833831
140,a girl is getting ready to dive into a pool .,0.6302537768833831
141,two swimmers race in a pool with a red line between them .,0.5600693273006341
141,two people are swimming in water next to a red buoy .,0.5600693273006341
141,two swimmers competing in swim competition .,0.5600693273006341
141,two people are swimming in a pool .,0.5600693273006341
141,they swim laps across the pool .,0.5600693273006341
142,a man in a dirty hat and sweater works on a remodeling project .,0.57337117636248
142,a man in a blue sweater and hat works at painting a room .,0.57337117636248
142,"a man in a blue hat and sweater , working on a wall .",0.57337117636248
142,a worker in a blue hat is fixing the wall .,0.57337117636248
142,a man putting spackle on the wall .,0.57337117636248
143,"a man dressed in white overalls with a red cap , juggling a green ball and flaming torch , in front of a crowd of onlookers .",0.5350896544393597
143,a male in a red hat playing with a chainsaw on fire and a green ball in his hand in front of a crowd .,0.5350896544393597
143,a man wearing white overalls is juggling dangerous objects .,0.5350896544393597
143,man with hat juggling in front of a captivated audience .,0.5350896544393597
143,a man is performing in front of many of peoples .,0.5350896544393597
144,a woman drinking an iced beverage through a straw in a dimly lit room .,0.3624943654133175
144,a closeup of a woman drinking something with a green straw .,0.3624943654133175
144,a young woman sips on a drink through a straw .,0.3624943654133175
144,a woman is drinking from a green straw .,0.3624943654133175
144,a woman drinking with a green straw .,0.3624943654133175
145,"a man carrying a musical instrument and wearing a gray jacket , purple hat and purple scarf examines some money as he stands near a worn utility pole .",0.659627800451462
145,"an accordion player wearing a heavy jacket , scarf and beanie standing by a yellow telephone pole .",0.659627800451462
145,a white male who has everything covered but his face and hands is holding an accordion .,0.659627800451462
145,a gentleman in a purple scarf and hat is looking at money while holding an accordion .,0.659627800451462
145,a man counts his money while playing his portable keyboard outside in the cold .,0.659627800451462
146,a female harp player peers through the middle of her instrument while performing .,0.4046651115353219
146,a lady with dark hair is playing a harp .,0.4046651115353219
146,a pretty woman plays a harpsichord .,0.4046651115353219
146,a smiling woman playing the harp .,0.4046651115353219
146,a woman playing a harp .,0.4046651115353219
147,a child in a black cape is being chased by other children .,0.6411783600641101
147,school children running through the play yard .,0.6411783600641101
147,four young boys are running down a sidewalk .,0.6411783600641101
147,four boys run down a stone paved sidewalk .,0.6411783600641101
147,kids running to the playground .,0.6411783600641101
148,a man sitting at a table wears a red sweater while two glasses of water rest on the table ; one glass is half empty .,0.5713034127071943
148,"a man in a red sweater sitting at a table with plates , bowls and glasses of water on it .",0.5713034127071943
148,a man in a red sweater is sitting at a table with food and drinks in front of him .,0.5713034127071943
148,a man in a red shirt sits at a table with a glass of water .,0.5713034127071943
148,"i am very thirsty , let me drink water .",0.5713034127071943
149,a man is standing in a forest practicing a martial art .,0.6704830339986927
149,a man motions with his arms in a area with many trees .,0.6704830339986927
149,in a tree filled park a man stretches .,0.6704830339986927
149,a man in pants dancing in a park .,0.6704830339986927
149,a man is standing by trees .,0.6704830339986927
150,"blond child with dirty face holding yellow bottle with red cap , plants in background .",0.524601629220995
150,a child with a dirty face looks at the camera and smiles .,0.524601629220995
150,a boy in a blue shirt with dirt on his face,0.524601629220995
150,the boy has blond-hair and a dirty face .,0.524601629220995
150,a boy with a dirty face smiles .,0.524601629220995
151,a blond girl sits with her instrument looking off in the distance .,0.583623644351337
151,a woman with long blond-hair is sitting on a stool with a piano .,0.583623644351337
151,a blond woman with an orange shirt is making music on a stool .,0.583623644351337
151,a woman is sitting on a stool with an accordion .,0.583623644351337
151,girl sitting outside with accordion .,0.583623644351337
152,two kids wakeboarding simultaneously decide to signal for a high-five .,0.34541736093817965
152,two children prepare to high-five while participating in water sports .,0.34541736093817965
152,two kids on wakeboards attempt to give one another a high-five .,0.34541736093817965
152,two young kids wakeboarding with one hand each in the air .,0.34541736093817965
152,two children on surfboards wave to each other .,0.34541736093817965
153,"two soccer players , one from a team wearing red and the other wearing white , are both going for the soccer ball , while people on the bleachers watch .",0.6221459329021917
153,"two boys , one in a red and one in a white uniform , fight for control over the ball during a soccer match .",0.6221459329021917
153,people sitting on bleachers are watching a men 's soccer game .,0.6221459329021917
153,two men on different soccer teams are playing for the ball .,0.6221459329021917
153,two soccer players going after the same ball .,0.6221459329021917
154,"two men , one standing and one on a bicycle are talking outside a building .",0.5031689391063416
154,a man riding a bike is chatting to a man wearing a blue uniform .,0.5031689391063416
154,two uniformed men having a conversation outside of a factory .,0.5031689391063416
154,two male worker talking outside their building .,0.5031689391063416
154,a man on a bicycle is talking to another man .,0.5031689391063416
155,"a person wearing a hat and carrying a knapsack walks uphill on a sand dune under a dark , cloudy sky and leaves the only visible footprints behind .",0.4427577026835854
155,a man with a shoulder bag walking in the desert on sand with footprints behind him and the horizon with many stormy clouds .,0.4427577026835854
155,"a man walking in the desert wearing a hat , khaki shirt and shorts and very dark sky ahead of him .",0.4427577026835854
155,one man is walking across a desert right into an approaching storm .,0.4427577026835854
155,a man wandering in the desert as the clouds roll in .,0.4427577026835854
156,"some children are playing on a trampoline , a boy in a red shirt is covering his face as he cries .",0.5339808863589044
156,a young boy covering his face while sitting on a trampoline .,0.5339808863589044
156,here is a picture of a young boy crying inside a playhouse .,0.5339808863589044
156,young kid with red shirt covering his face on a trampoline .,0.5339808863589044
156,a boy covers his face while sitting on a trampoline .,0.5339808863589044
157,four men and women in blue aprons strand in front of a table where there are many white plates and small blue bowls .,0.6383773468699196
157,a smiling woman in a purple shirt and white apron wiping her hands on a napkin .,0.6383773468699196
157,a smiling woman and several other people wear blue aprons and prepare food .,0.6383773468699196
157,row of people wearing aprons making food .,0.6383773468699196
157,a group of people in aprons prepare food .,0.6383773468699196
158,"young men and women sit at a wooden table on which several partially-drunk beverages have been placed ; the picture is interrupted by an outstretched hand , colored green in the odd light of the wood-paneled interior .",0.7056170265254957
158,a green tinted hand is being held up in front of a table of people .,0.7056170265254957
158,two guys gather around a table with two girls while drinking .,0.7056170265254957
158,people socializing at a table with beverages .,0.7056170265254957
158,a group of friends hanging out in a bar .,0.7056170265254957
159,"a drayton manor theme park roller coaster is shown accelerating downwards vertically on a red colored track with several visible people making either happy , excited or scared faces .",0.46095720566891174
159,the drayton manor theme park roller coaster on a downward slide with frightened and joyous male and female passengers .,0.46095720566891174
159,"while everybody else is having fun on a roller coaster ride , one lady at the very front seat seems too scared .",0.46095720566891174
159,several people are riding on a roller coaster while reacting to going through a loop in various ways .,0.46095720566891174
159,family of people right before they crash to their deaths on shoddy roller coaster .,0.46095720566891174
160,"four men , two of them with guitars , perform on a stage while several people with their hands in the air watch .",0.6638903551586273
160,a man playing the guitar on an elevated stage in front an audience .,0.6638903551586273
160,people clapping in the corner as they watch a band on stage .,0.6638903551586273
160,a man on stage performing a concert for people .,0.6638903551586273
160,a rock band is playing for a crowd .,0.6638903551586273
161,a boy is standing on a sidewalk with his bike .,0.838672280290746
161,a boy dressed in all black sits on his bike .,0.838672280290746
161,a boy is on his bike on the sidewalk .,0.838672280290746
161,some kids playing near the street .,0.838672280290746
161,child 's playing a bicycles,0.838672280290746
162,a scuba diver who has descended to the bottom of the ocean floor reaches out to pet a large sea turtle .,0.3472643142704954
162,a scuba diver swimming deep underwater with a turtle .,0.3472643142704954
162,a diver underwater having fun with a sea turtle .,0.3472643142704954
162,a woman scuba diving with a large sea turtle .,0.3472643142704954
162,a diver is swimming with a turtle .,0.3472643142704954
163,the dog is sitting on the side of the hill .,0.38911811595769574
163,a brown dog is sitting in some long grass .,0.38911811595769574
163,a large yellow dog is sitting on a hill .,0.38911811595769574
163,a large tan dog sits on a grassy hill .,0.38911811595769574
163,a brown dog sits still on a hillside .,0.38911811595769574
164,a man wearing dark clothing is talk to a young boy while they are walking down the sidewalk .,0.5822635480203955
164,a smiling man and a boy with a backpack on are walking on a sidewalk .,0.5822635480203955
164,a man walking next to a little boy wearing a backpack .,0.5822635480203955
164,a man walking down the street with a small boy .,0.5822635480203955
164,a boy with a backpack is walking .,0.5822635480203955
165,a man 's pants are falling down as he throws crates into a dumpster .,0.5826380782459388
165,a man in white dumping carts into the dumpster .,0.5826380782459388
165,a man in a white t-shirt cleaning up debris .,0.5826380782459388
165,a man throwing crates into a dumpster .,0.5826380782459388
165,a man placing boxes in the trash .,0.5826380782459388
166,three street musicians wearing brown coats play the drums and trumpet in front of a store .,0.5451239062775377
166,two men beating on drums and one man blowing a horn sitting outside .,0.5451239062775377
166,chinese street performing band plays outside of department store .,0.5451239062775377
166,three men playing musical instruments on the side of the road .,0.5451239062775377
166,group of three men sitting outside and playing instruments .,0.5451239062775377
167,various vendors selling produce in an eastern outdoor market .,0.6865999816775972
167,items are being sold in the open market by it 's vendors .,0.6865999816775972
167,a market selling bananas and other delicious fruit .,0.6865999816775972
167,a marketplace with rolling carts selling fruits .,0.6865999816775972
167,a crowded shopping area .,0.6865999816775972
168,a woman in a red jacket stands on the beach facing the water as it covers her feet .,0.7459819280884599
168,woman standing on the shore of a beach .,0.7459819280884599
168,a woman is watching the tide .,0.7459819280884599
168,a girl standing in the ocean,0.7459819280884599
168,a girl walks in the ocean .,0.7459819280884599
169,one man in a brown coat steadying a cart with two boxes of fruit while trying to retrieve a pear that fell on the bumpy pavement made of brick .,0.4848099167644646
169,a person reaches for a fallen item while holding a rolling cart carrying dole crates .,0.4848099167644646
169,a man pushing a hand-truck of boxes is bending over to pick up a pear .,0.4848099167644646
169,a man transporting produce reaches down to pick up a dropped item .,0.4848099167644646
169,a man is bent over trying to pick up the pear .,0.4848099167644646
170,a female street vendor is standing inside her kiosks which appears to sell a variety of foreign and handmade snacks .,0.6950609013306854
170,a woman in a flower pattern shirt standing in a convenience store-like stand,0.6950609013306854
170,a woman smiles at the register of a small shop .,0.6950609013306854
170,a vendor standing in the window of her shop .,0.6950609013306854
170,one lady working at a convenience store .,0.6950609013306854
171,"a man running in a marathon runs past <number> bagpipe players , and a drummer , all wearing a uniform",0.4197532763495393
171,"a group in kilts playing bagpipes and drums while a runner , in black , passes them by .",0.4197532763495393
171,men and women in scottish garb play the bagpipes as a runner approaches on the street .,0.4197532763495393
171,a group of people in kilts are playing music while a runner in black runs by .,0.4197532763495393
171,a band is playing the bagpipes while a man jogs by wearing all black,0.4197532763495393
172,"man in boat wearing athletic shorts , a backwards baseball cap and sunglasses unhooks a fish he has caught while fishing .",0.46773086469941827
172,"there is a man with a gray shirt on his speed boat who caught a big fish , and has started to cut it open .",0.46773086469941827
172,a man in a gray shirt and white hat standing in a boat holding a fish .,0.46773086469941827
172,a man catches a decent sized fish and is taking it off the hook,0.46773086469941827
172,a man on a boat unhooking a fish he just caught .,0.46773086469941827
173,a man in a green tank top wearing a rabbits foot around his neck sits on a small sofa with the window open revealing a man in a white shirt on the other side of the window .,0.6231519973552988
173,a man with a ponytail and tan tank top sitting on a couch counting on his fingers .,0.6231519973552988
173,a man with long dark hair and a green tank top is looking at his fingers .,0.6231519973552988
173,a white man in a tank top looking at his fingers .,0.6231519973552988
173,man in green tank top sitting on couch,0.6231519973552988
174,one dog climbing on the back of another dog in the snow .,0.4577320158634297
174,"two dogs , on standing on the other in the snow .",0.4577320158634297
174,a puppy plays with an adult dog in the snow .,0.4577320158634297
174,two yellow labs are playing in the snow .,0.4577320158634297
174,two beige dogs are playing in the snow .,0.4577320158634297
175,man playing musical instrument standing beside a yellow and red fire hydrant,0.2902983226482718
175,the man is standing next to a fire hydrant and playing a saxophone .,0.2902983226482718
175,a man is playing a saxophone next to a fire hydrant .,0.2902983226482718
175,a man plays saxophone next to a yellow fire hydrant .,0.2902983226482718
175,a man stands by a wall playing a saxophone .,0.2902983226482718
176,a black and white dog jumping into a pool with a lot of tennis balls in it .,0.35618732351490423
176,a dog jumps into a swimming pool to retrieve some floating tennis balls .,0.35618732351490423
176,a black dog jumps into a pool that has many yellow balls in it .,0.35618732351490423
176,a black and white dog jumping into a pool after tennis balls .,0.35618732351490423
176,a dog swims in a pool .,0.35618732351490423
177,"a woman in a black shirt , jean shorts and white tennis shoes is bowling .",0.45190741523645617
177,a woman in shorts throwing a bowling ball down a bowling alley .,0.45190741523645617
177,a woman just releasing a bowling ball down the bowling alley .,0.45190741523645617
177,this woman is taking her turn during a bowling match .,0.45190741523645617
177,a woman is bowling in a bowling alley .,0.45190741523645617
178,an old man holding a camera while walking a small brown dog .,0.5711827656979678
178,an elderly man is walking a brown dog using a red leash .,0.5711827656979678
178,an elderly man takes his dog for a walk near the water .,0.5711827656979678
178,a man and a dog stand on a hill overlooking water .,0.5711827656979678
178,a man walks his dog near the ocean .,0.5711827656979678
179,a person sitting on a ledge with a letter in their hands .,0.6895886189643186
179,man sitting in the shadows on the steps of a building .,0.6895886189643186
179,a man wearing sandals is sitting on the stoop .,0.6895886189643186
179,a man sits on steps in the shadows .,0.6895886189643186
179,a man is sitting on his front step .,0.6895886189643186
180,"people gather around a table with many red , white , and blue decorations around in the spacious tent .",0.5969573021753742
180,a group of people seated at a picnic table under a tent space decorated with flags and stars .,0.5969573021753742
180,a group of people sitting in white plastic chairs are having a picnic .,0.5969573021753742
180,a group of people sits at a picnic table in a white tent .,0.5969573021753742
180,friends or family joined together at a barbecue .,0.5969573021753742
181,a middle-aged gentleman is sitting in a small booth with a table full of different types and sizes of fish .,0.5960082187157338
181,a gut wearing a plaid shirt with a mustache selling fish at a market .,0.5960082187157338
181,"fisherman with his daily catch on display , his product is fresh .",0.5960082187157338
181,a man displaying different varieties of fish in an older building,0.5960082187157338
181,a man with a mustache sells various types of whole fish .,0.5960082187157338
182,three workers in fluorescent orange clothing cleaning the subway tracks .,0.5519012479964651
182,several men in orange work gear are standing in a subway .,0.5519012479964651
182,city workers are doing maintenance on a train track .,0.5519012479964651
182,men in orange doing clean up beside of a subway .,0.5519012479964651
182,workers are cleaning railroad tracks .,0.5519012479964651
183,a man in a camouflage shirt mows a small yard while another man and woman who are also performing yard work look on .,0.4007236484910086
183,"three people on grass , one raking leaves , one mowing the lawn , another standing by a garbage bag .",0.4007236484910086
183,"while a man 's mowing lawn , a man and a woman are helping him to clean up the backyard .",0.4007236484910086
183,two young men and a woman doing yard work on a green lawn in front of a driveway .,0.4007236484910086
183,a man and a woman watching another man mow the lawn .,0.4007236484910086
184,a girl in a flowered dress peaking through some leaves .,0.32214161717439804
184,a young girl peers through the green foliage .,0.32214161717439804
184,a young girl 's face looking through leaves .,0.32214161717439804
184,a girl peeks through the leaves on a tree .,0.32214161717439804
184,a girl peeks through the green leaves .,0.32214161717439804
185,a half-dressed man walks into a river at the bottom of a small waterfall .,0.40780604019999833
185,a man standing in the water at the base of a waterfall .,0.40780604019999833
185,the man stands in a body of water near a waterfall .,0.40780604019999833
185,a man wades in the water and watches a waterfall .,0.40780604019999833
185,a man is standing in water near a waterfall .,0.40780604019999833
186,"a big , black dog runs through the water , near the shore .",0.3363096373875991
186,a black dog is walking through a stream of water .,0.3363096373875991
186,a black dog walks through some water .,0.3363096373875991
186,a black dog runs through the water .,0.3363096373875991
186,a black dog crossing a stream,0.3363096373875991
187,a young child is throwing a big rock into a body of water .,0.2522779417979417
187,a young boy throws a big rock into a body of water .,0.2522779417979417
187,a boy in a blue shirt throwing a rock into water .,0.2522779417979417
187,"a young boy , throwing a stone into calm water .",0.2522779417979417
187,young boy throws a rock into the water .,0.2522779417979417
188,two law enforcement men wear white cowboy hats while riding in a cart past a red car .,0.4304096079565225
188,two officers in uniform ride in an open air fleet vehicle together .,0.4304096079565225
188,two officers in uniform chatting in a golf cart .,0.4304096079565225
188,two cops in cowboys hats riding on a golf cart .,0.4304096079565225
188,two officers sitting in a golf cart .,0.4304096079565225
189,the blond boy wearing a striped shirt is walking through the grass .,0.5798308549054259
189,a little boy in a striped shirt has his hands on his head .,0.5798308549054259
189,a little boy stands with his hands on top of his head,0.5798308549054259
189,a child with his hands on his head .,0.5798308549054259
189,a boy holds his hands on his head .,0.5798308549054259
190,a man in a blue shirt is walking and talking on the phone .,0.7639135336196272
190,a man paint spattered clothing talks on a mobile phone .,0.7639135336196272
190,an elderly street vendor is talking on his cellphone .,0.7639135336196272
190,a black man steps over a bazaar .,0.7639135336196272
190,craft vendor on a cellphone .,0.7639135336196272
191,"<number> men , one in orange raincoat and hard hat and holding a yellow pole , other man in jeans and t-shirt , both looking at caution cone .",0.6835999808257114
191,a man in an orange raincoat is discussing something with another man wearing work clothes near a sewer manhole .,0.6835999808257114
191,a city worker places a street cone device which is verified by his colleague .,0.6835999808257114
191,a man with a hard hat and yellow raincoat stands near an orange cone .,0.6835999808257114
191,two men outside one working with a pole in hand .,0.6835999808257114
192,a man wearing jeans and a button up dress shirt is holding a camera while standing next to a woman in black pants and a beige jacket .,0.680056530147592
192,a cameraman and companion stop to read something which has been attacked to a pole .,0.680056530147592
192,a man holding a video camera standing next to a woman by water .,0.680056530147592
