sentence,q1,q2,q3,q4,img_file
"two female beach volleyball players , facing each other , prepare to strike the ball .",outdoors,man-made,recreation,NA,1432196901.jpg
a woman wearing a blue shirt and high heels stands on the sidewalk next to a man .,outdoors,man-made,transportation_urban,NA,1432342377.jpg
a blond man plays guitar with one other player barely visible out of frame .,indoors,man-made,recreation,NA,1433046578.jpg
"people are seated and standing in front of a green roofed coffee vendor , as a large group walk down a sidewalk .",outdoors,man-made,recreation,NA,1433149277.jpg
a small child in a red jacket is sitting on a man 's shoulders and holding his head .,outdoors,man-made,other_unclear,NA,1434607942.jpg
"in a room with clothes strewn on the bed , a man appears to be falling onto the bed from a high distance .",indoors,man-made,domestic,NA,1434753225.jpg
a man with helmet and backpack standing on dirt bike in a hilly grassy area .,outdoors,natural,NA,field_forest,143552697.jpg
a black and white dog jomps over another black and white dog to catch a cloth frisbee .,outdoors,man-made,recreation,NA,1436760519.jpg
a man in a white shirt and helmet is using climbing equipment .,outdoors,natural,NA,field_forest,143688283.jpg
a climber is standing on the rock face next to the pink rope .,outdoors,natural,NA,mountain,143688895.jpg
a boy is smiling whilst standing in front of a swimming pool .,outdoors,man-made,recreation,NA,1439046601.jpg
a tri-colored dog jumps and catches a pink frisbeen that a man in shorts has thrown .,outdoors,man-made,recreation,NA,1440024115.jpg
a gray mottled dog stands on the sloping trunk of a tree overlooking a grassy field .,outdoors,natural,NA,field_forest,1445754124.jpg
a female in blue jeans and white high heels is walking down the street .,outdoors,man-made,transportation_urban,NA,1448269321.jpg
"two workers are on a cherry-picker , one leaning out with a safety harness and the other smiling at the camera .",outdoors,man-made,work_education,NA,145097595.jpg
people pass each other on a busy city street while talking on their cellphones .,outdoors,man-made,transportation_urban,NA,1451143609.jpg
a boy sits in a toy car while drinking from his sippy cup .,indoors,man-made,domestic,NA,1452361926.jpg
a man dressed in a white shirt and black vest is playing an electric guitar .,indoors,man-made,recreation,NA,14526359.jpg
wedding photo of the bride and groom jumping for joy on the great wall of china .,outdoors,man-made,transportation_urban,NA,1453011588.jpg
a man in a beige shirt and white hat stands looking at the bottom of a brown staircase which is decorated with colorful images of animals and designs .,indoors,man-made,recreation,NA,145645390.jpg
the kayaker braces himself as he goes down the river .,outdoors,natural,NA,body_of_water,145721498.jpg
a guy smoking a cigarette while looking over fossils and possibly bones that were found .,outdoors,man-made,work_education,NA,1457673153.jpg
a man in a gray shirt and gray pants is sleeping outside in a wooden chair .,outdoors,man-made,restaurant,NA,1458395412.jpg
a sleeping baby is being pushed in a stroller on a walkway next to a large body of water .,outdoors,man-made,other_unclear,NA,1459581481.jpg
the man in the button up shirt is sitting at a table .,indoors,man-made,restaurant,NA,1460500597.jpg
"a young boy is looking at a checkers board with one fist leaning against his head as a partially visible adult sits across the table from him , in a room full of people sitting in chairs around tables .",indoors,man-made,recreation,NA,1463072715.jpg
two parents sit on a couch while a girl in a pink sweater lounges across them .,indoors,man-made,domestic,NA,146343683.jpg
a man or older boy is standing up in a blue and white speedboat that 's parked in a driveway .,outdoors,man-made,domestic,NA,1464513701.jpg
the black dog emerges from the water having collected an object in his teeth .,outdoors,natural,NA,body_of_water,1465666502.jpg
a kayaker is battling waves in a purple boat while wearing rain gear .,outdoors,natural,NA,body_of_water,146577646.jpg
two little girls in pink outfits play on a yellow and red playground .,outdoors,man-made,recreation,NA,1468389504.jpg
a black dog is running in the water .,outdoors,natural,NA,body_of_water,1470132731.jpg
"a downhill skier with a backpack , on a background of mountains and wispy clouds .",outdoors,natural,NA,mountain,1472053993.jpg
a small child in a blue shirt is standing in front of a group of tires .,outdoors,man-made,recreation,NA,1474474514.jpg
the two boys in bright blue jeans stand at the water fountain .,outdoors,man-made,recreation,NA,1476241331.jpg
people going under a gazebo as the walk to the beach one is holding a surfboard .,outdoors,man-made,recreation,NA,1476592333.jpg
a man wears white socks with beat up brown shoes on a black bicycle .,outdoors,man-made,other_unclear,NA,1478294229.jpg
a skateboarder in gray clothes jumps over a boot in front of an apartment .,outdoors,man-made,transportation_urban,NA,1479028910.jpg
a woman wearing a long black sweater is standing near a pink bike on the sidewalk .,outdoors,man-made,other_unclear,NA,1483784737.jpg
children are reading and working on schoolwork in a library setting .,indoors,man-made,work_education,NA,148441028.jpg
a large work site with yellow railings and girders surrounds a worker in a blue shirt standing in the middle near a large pile of soil .,outdoors,man-made,transportation_urban,NA,1484711469.jpg
four young women around a kitchen counter with a plate of brownies in the foreground .,indoors,man-made,domestic,NA,1484815652.jpg
here is a picture of a band performing living at a concert .,outdoors,man-made,recreation,NA,1487016591.jpg
a woman wearing a dark blue scarf is in the process of preparing homemade sushi .,indoors,man-made,domestic,NA,1489529980.jpg
a male weimaraner with a clipped tail is walking through a river .,outdoors,natural,NA,body_of_water,1490213660.jpg
"two barefoot young african boys in brightly colored clothing are sitting on a stone floor , one holding a clear bottle of water with a second , blue bottle on the floor between his legs .",outdoors,man-made,domestic,NA,149042906.jpg
a young boy wearing a blue outfit sliding down a red slide .,outdoors,man-made,recreation,NA,1490670858.jpg
a man in a yellow shirt and blue pants balances himself on a log behind another man in a light blue shirt and shorts that are light blue and yellow that is also balancing himself .,outdoors,natural,NA,field_forest,149110905.jpg
"two men ; one in a blue shirt and ball cap , and the other in a white shirt playing frisbee on a field near an airport .",outdoors,man-made,recreation,NA,149149251.jpg
"a man and a woman are conversing while eating snow cones at an intersection , while many other individuals pass by .",outdoors,man-made,transportation_urban,NA,1493288603.jpg
"a man in a blue swimsuit and a red beanie kneels in the wet sand on the edge of a beach , making a sand castle that is as tall as he is when he is kneeling .",outdoors,natural,NA,body_of_water,149882790.jpg
a woman in red uniform washing windows from outside of a building .,outdoors,man-made,other_unclear,NA,1499928560.jpg
a man wearing camouflage steers a motorcycle across some stones .,outdoors,natural,NA,mountain,150387174.jpg
a young man adjusts his clothing while others dive and swim in a lake .,outdoors,natural,NA,body_of_water,1504104816.jpg
"a young girl and a dog standing in a river next to a fallen tree , both looking in the same direction .",outdoors,natural,NA,body_of_water,150710406.jpg
a woman in a long white dress and white boots is walking along a stone structure with white stone columns .,outdoors,man-made,transportation_urban,NA,1509274237.jpg
"brown dog trying to bite a white ball with yellow , green and blue puppy toes",outdoors,man-made,recreation,NA,1510078253.jpg
a black dog runs on green grass with its mouth open .,outdoors,natural,NA,field_forest,1514957266.jpg
the little boy is holding a cookie while sitting on a log and pointing upward .,outdoors,man-made,recreation,NA,1519576998.jpg
woman dressed in blue sitting on a bench with a cane next to her looking through her purse with a stretch limo behind her with a man and a woman walking in opposite directions from one another .,outdoors,man-made,transportation_urban,NA,151970521.jpg
a black dog is running through the shallow edge of a large body of water .,outdoors,natural,NA,body_of_water,1525153022.jpg
light brown dog running towards something at the beach .,outdoors,natural,NA,body_of_water,1526325728.jpg
a group of three men in white shirts stand near a police van while a man in a black jacket with a white stripe sits on the curb .,outdoors,man-made,transportation_urban,NA,152979089.jpg
a construction worker working on a building .,outdoors,man-made,work_education,NA,153374075.jpg
a group of construction workers working on a ramp that is closed .,outdoors,man-made,transportation_urban,NA,153374889.jpg
two men pause on a rock while hiking in barren terrain .,outdoors,natural,NA,mountain,1536597926.jpg
someone is looking out their window watching the mailman deliver their mail and drive on to the next house .,outdoors,man-made,transportation_urban,NA,1538589805.jpg
a woman is standing next to a road where the cars on the road are blurry .,outdoors,man-made,transportation_urban,NA,1542033433.jpg
a dark-haired man in jeans and a blue checkered shirt climbs a pole along side a yellow house and approaches a clay-tiled roof .,outdoors,man-made,transportation_urban,NA,1542970798.jpg
a crowd of people are seated together and most are wearing some type of red clothing or hat .,outdoors,man-made,recreation,NA,1547575241.jpg
"a black man in a dress shirt is looking through a microscope , while a poster about blood cells is on the wall in the background .",indoors,man-made,work_education,NA,154789578.jpg
a gray and white dog is biting the ear of a white and brown dog .,indoors,man-made,other_unclear,NA,1557838421.jpg
"a person wearing a red , white , and blue helmet sitting on a motorcycle .",outdoors,man-made,transportation_urban,NA,1558272464.jpg
a young boy in overalls is sleeping while holding a brown stuffed animal .,indoors,man-made,domestic,NA,1558277287.jpg
"a large crowd is assembled on an outdoor street scene , with toy balloons visible and a woman walking a pink bicycle in the foreground .",outdoors,man-made,transportation_urban,NA,1559931223.jpg
"with blue slide in background , a young boy is standing on a swing 's seat at a playground .",outdoors,man-made,recreation,NA,1560281711.jpg
"many people in a public area , many pushing children in strollers .",outdoors,man-made,transportation_urban,NA,156222796.jpg
a tent rests on the shore and a man and canoe are in the background .,outdoors,natural,NA,body_of_water,1562478333.jpg
"a man in a sweatshirt reading "" alaska "" at a lottery ticket and cigarette selling stand .",indoors,man-made,work_education,NA,15641879.jpg
"a baby shower was held for the new mother , there was a lovely cake in pink and white , and strawberries and punch for refreshments .",indoors,man-made,work_education,NA,15688495.jpg
an asian woman and two men ( one asian and one white ) are playing cards in the hallway of a train .,indoors,man-made,transportation_urban,NA,1570083074.jpg
man with white covering on is face spraying water on a mound of sand with a heart drawn that says open up .,outdoors,natural,NA,body_of_water,157139628.jpg
two boys are helping a middle-aged man put the groceries onto the conveyor belt .,indoors,man-made,other_unclear,NA,1571875240.jpg
a small child climbing on an elevated net,outdoors,man-made,recreation,NA,1572286502.jpg
three people in various stages of swimming strokes race along colorful lane markers .,outdoors,man-made,recreation,NA,157308126.jpg
a woman is sitting next to her suv which has the trunk door open while a man stand by another open door .,outdoors,man-made,transportation_urban,NA,157616263.jpg
"a group of people and a dog sit in the bleachers of a basketball court , watching another group of people 's performance on the court .",outdoors,man-made,recreation,NA,1578355853.jpg
a man in blue shirt pausing to have his picture taken finishing his barbecue meal .,outdoors,man-made,domestic,NA,157912479.jpg
two children on hands and knees on a wood floor .,indoors,man-made,domestic,NA,1580172290.jpg
a dog jumps in the snow trying to catch a snowball .,outdoors,natural,NA,field_forest,1581822598.jpg
"with a pack and ski pole on the ground , a man wearing a winter coat is holding a tent while other tents are already set up .",outdoors,natural,NA,mountain,1584315962.jpg
a girl in a blue beater licking a whisk used to make brownies .,indoors,man-made,domestic,NA,15950702.jpg
a man wearing a blue shirt and red hat riding on the back of a cart filled with hay and pulled by a white horse .,outdoors,man-made,transportation_urban,NA,1595300147.jpg
a golden retriever is excitedly greeting a woman as a little dog walks towards the camera .,outdoors,man-made,domestic,NA,1597557856.jpg
three oriental woman and girls buying and looking at small prints in a store .,indoors,man-made,work_education,NA,1598809111.jpg
"two men , one in a circuit city t-shirt , the other in an m&ms t-shirt , operate video game guns .",indoors,man-made,recreation,NA,160387736.jpg
a man and a woman sit on a car and face the opposite way of the camera .,outdoors,man-made,transportation_urban,NA,160566014.jpg
"three young afro-american ladies on a subway train , one of them is on the phone .",indoors,man-made,transportation_urban,NA,1605883315.jpg
three men and two women stand facing the ocean from the shore on a sunny day .,outdoors,natural,NA,body_of_water,160792599.jpg
"a young boy is standing in front of a register often found in supermarkets , and a woman is handing him a green item from a shopping basket that has other items in it .",indoors,man-made,work_education,NA,1614180289.jpg
"a road worker is holding a stop sign , while his coworker is working on the road .",outdoors,man-made,transportation_urban,NA,161456716.jpg
a woman in yellow and red smoking a cigarette and walking down the street with a shopping bag .,outdoors,man-made,transportation_urban,NA,1615608252.jpg
a black and white spotted dog is jumping over the small stream of water .,outdoors,natural,NA,field_forest,1620397000.jpg
a baby girl in a light blue and pink dress leaning on a stone platform outdoors .,outdoors,man-made,domestic,NA,1621733153.jpg
a young woman leads a group of french youth in a protest chant against sarkozy,outdoors,man-made,transportation_urban,NA,1629549272.jpg
sitting at a table with beer empty beer mugs on it one brother is has a birthday cake sliced with sprinkler lit up while the younger brother is smiling with his eyes closed .,indoors,man-made,restaurant,NA,162967671.jpg
two men stand outdoors looking at a cooking pot while one of them holds a piece of paper .,outdoors,natural,NA,field_forest,16396193.jpg
pedestrians walking and riding their bikes on a nice neighborhood .,outdoors,man-made,transportation_urban,NA,16397322.jpg
children read a bunch of comic books while eating corn dogs .,indoors,man-made,domestic,NA,1648918035.jpg
"a woman wearing a white sun visor , blue sleeveless top and white see through pants munching on food in a crowded area .",outdoors,man-made,transportation_urban,NA,165703421.jpg
"several people , including a shirtless man and a woman in purple shorts which say "" p.i.n.k. "" on the back , are walking through a crowded outdoor area .",outdoors,man-made,transportation_urban,NA,166283675.jpg
a motorcycle driver dressed in orange gear swerves to the right .,outdoors,man-made,transportation_urban,NA,166321294.jpg
two boys try to attach fruits to a bicycle on a dirt road .,outdoors,man-made,transportation_urban,NA,1664475761.jpg
a climber wearing a white helmet is perched on the side of a rock face .,outdoors,natural,NA,mountain,167295035.jpg
a grinning man is just about to drill a hole into a pumpkin lying on a table .,indoors,man-made,domestic,NA,1673433891.jpg
a man in a blue jacket standing next to a bus smiling with his back hand in his pocket .,outdoors,man-made,transportation_urban,NA,167452748.jpg
an african american man with a black hat and black tank top plays the drums on some buckets for donations .,indoors,man-made,transportation_urban,NA,1675332284.jpg
a man in a camouflage tank top standing next to a man in a gray t-shirt with a fountain in the background .,outdoors,man-made,recreation,NA,1683444418.jpg
"a person , wearing a costume with many flowers , is standing on the sidewalk trying to get the attention of people passing by .",outdoors,man-made,transportation_urban,NA,1689265814.jpg
the two dogs are enjoying a run through the surf .,outdoors,natural,NA,body_of_water,1689658980.jpg
"in the desert on a cloudy day , a long camel caravan makes several curves away from the camera , the last camel passing a sign along side the trail .",outdoors,natural,NA,field_forest,169959689.jpg
the south american dancer is with a small boy during carnival ' .,outdoors,man-made,transportation_urban,NA,170405864.jpg
a woman in a pink jacket is walking past a display window with a red dress in an urban setting .,outdoors,man-made,transportation_urban,NA,1708957026.jpg
"an older man stands in a white tank top and blue jeans , holding something to smooth down concrete .",indoors,man-made,domestic,NA,171133671.jpg
"a brown dog , a black and white dog , and a black dog are all standing in a field .",outdoors,natural,NA,field_forest,1713248047.jpg
"a man in glasses , a t-shirt and shorts stands in a kitchen and cuts a tomato on top of a cutting board that rests on a kitchen table with a green tablecloth .",indoors,man-made,domestic,NA,1716077525.jpg
a couple of people are standing and the person in the red coat is pointing at the body of water .,outdoors,natural,NA,body_of_water,1718184338.jpg
a young man is wakeboarding on a body of water .,outdoors,natural,NA,body_of_water,172092464.jpg
a crowded busy dock with people standing next to a freight car either loading or unloading it .aa .,outdoors,man-made,work_education,NA,17266976.jpg
a woman with short red-hair sitting on a rocky beach tossing a rock into the water .,outdoors,natural,NA,body_of_water,172719061.jpg
a large black dog is playing in the ocean .,outdoors,natural,NA,body_of_water,1731546544.jpg
two men are standing in front of a concrete building using the atm .,outdoors,man-made,transportation_urban,NA,1733853950.jpg
a man with a beard is wearing a bright red shirt and holding a strapped on guitar .,indoors,man-made,recreation,NA,1734643212.jpg
"a group of people are standing behind a wooden fence , while a man in a light blue shirt stands on the other side .",outdoors,man-made,recreation,NA,173499538.jpg
a large group of people sit on concrete benches while two people walk along in front of it in blue jeans .,outdoors,man-made,recreation,NA,173742923.jpg
a woman in colorful print weaves on a loom while a seated man in a red shirt looks on .,outdoors,man-made,domestic,NA,17396786.jpg
"during karate practice , one student kicks through a wooden plank while another individual holds it at face-height .",indoors,man-made,recreation,NA,174040619.jpg
the guy in the gray wagamama t-shirt seems a little tipsy as he chats with the woman smiling wearing a brown dress and mardi gras necklaces holding a glass of ale .,outdoors,man-made,domestic,NA,174611183.jpg
a man with bandanna hold a rattle in his left hand while reaching for a snake with his right over a blue carpet and next to a large branch .,outdoors,man-made,recreation,NA,17484203.jpg
several men wearing helmets are working on a railway line .,outdoors,man-made,transportation_urban,NA,1749201369.jpg
a man in a wheelchair wearing a brown jacket and holding a gray cane sits in front of some bushes and trees .,outdoors,man-made,other_unclear,NA,1761060826.jpg
a man in jeans with white paint stains on them is standing on a short ladder working on the front of a store .,outdoors,man-made,work_education,NA,1763754548.jpg
a profile of a young person with a punk hairstyle and pierced ear and nose in a cowboy shirt .,outdoors,man-made,other_unclear,NA,1765164972.jpg
"many member of a sports league , some in white and some in red stripes , walk about on a green grassy field .",outdoors,man-made,recreation,NA,1771353346.jpg
two boys in blue and yellow uniforms play soccer with a boy in a pink printed uniform .,outdoors,man-made,recreation,NA,1771490732.jpg
a guy with brown hair in a plaid shirt and jeans is playing a guitar on a street corner .,outdoors,man-made,recreation,NA,177522874.jpg
"one man is playing a guitar , another is playing the keyboard and the last is playing a trumpet .",outdoors,man-made,transportation_urban,NA,1780262510.jpg
foreign kids playing on some type of statue or monument .,outdoors,man-made,transportation_urban,NA,178977151.jpg
a young child with brown hair looks over the shoulder of a woman .,outdoors,natural,NA,field_forest,179081851.jpg
a man wearing a gray and black shirt and blue jeans sells inflatable brightly colored toys .,outdoors,man-made,transportation_urban,NA,1796521614.jpg
a blond woman pours a glass of wine in a dim restaurant .,indoors,man-made,restaurant,NA,1798209205.jpg
a dog that looks much like a coyote jumps into the air over a grassy field to catch a tennis ball .,outdoors,natural,NA,field_forest,1800601130.jpg
three boys play around a fountain in an office building courtyard .,outdoors,man-made,transportation_urban,NA,180094434.jpg
"a father is observing his son , kurt to see if his teaching prevents kurt from cutting himself as he shave with a razor for the first time .",indoors,man-made,domestic,NA,1801283994.jpg
a boy signals with his hands while he walks a white dog with a pink leash .,outdoors,man-made,transportation_urban,NA,1805990081.jpg
a girl wearing a blue short and yellow shirt uniform throws a yellow softball while a girl in a black and red short uniform and red helmet runs .,outdoors,man-made,recreation,NA,18105594.jpg
a little girl in a pink and white flowered dress and blue sweater swinging .,outdoors,man-made,recreation,NA,1810651611.jpg
young asian girl who looks upset at a children 's outdoor playground .,outdoors,man-made,recreation,NA,18111123.jpg
a shirtless man wearing a white turban is climbing a tree trunk .,outdoors,natural,NA,field_forest,1813069437.jpg
man airborne on wakeboard with elevation in the background and blue water .,outdoors,natural,NA,body_of_water,181415975.jpg
a young child in a costume rings the door bell of a gray house .,outdoors,man-made,domestic,NA,1814391289.jpg
"two woman , both sitting near a pile of poker chips , are playing cards .",indoors,man-made,domestic,NA,181702621.jpg
a man in an office boardroom is cutting slices of cake for everyone .,indoors,man-made,work_education,NA,183502317.jpg
a child gets dental care from a dentist as the another health professional holds his hand .,indoors,man-made,work_education,NA,183975129.jpg
two people use a plumb line on the ground while a woman in a gray sweater looks on .,outdoors,man-made,recreation,NA,184037893.jpg
"a baseball player with "" tulowitzki "" on the back of his shirt is catching a ball thrown by a man in a black jacket .",outdoors,man-made,recreation,NA,1844580277.jpg
"a blond boy smiles with his eyes closed , buried up to his neck in sand .",outdoors,natural,NA,body_of_water,185075930.jpg
a woman in a yellow hat and yellow shirt holding her hand out like a claw .,indoors,man-made,domestic,NA,1853559110.jpg
a smiling woman wearing a red hard hat has a long length of rope around her shoulders .,outdoors,natural,NA,mountain,1858963639.jpg
"a man with long hair is making an "" ok "" sign with his hand while he walks down a street .",outdoors,man-made,transportation_urban,NA,1860543210.jpg
a girl in a bikini top and shorts poses for a picture on a mountain overlooking a lake .,outdoors,natural,NA,mountain,186346360.jpg
a man with red pants holding on to a wall trying to make it sown some small rocks .,outdoors,natural,NA,other_unclear,186487635.jpg
a group of black people are all in their bathing suits and are standing around fountains which are shooting water on them .,outdoors,man-made,recreation,NA,187011497.jpg
man with sweaty hair wearing white shirt with skull on it playing guitar .,indoors,man-made,recreation,NA,1870425036.jpg
a man with a yellow vest and blue pants is walking through the dry grass .,outdoors,natural,NA,field_forest,1873681277.jpg
a farmer on his tractor harvesting crops behind a low concrete fence .,outdoors,man-made,work_education,NA,1874520584.jpg
blond woman sitting on city bench reading a magazine in the shade .,outdoors,man-made,transportation_urban,NA,18835207.jpg
"at some sort of large gathering , a group of men who appear to be chefs stand in a circle sharing some kind of food .",outdoors,man-made,transportation_urban,NA,188370695.jpg
a slightly overweight woman in a short skirt and top stands on the sidewalk in front of a wall with several old posters and a barred window .,outdoors,man-made,transportation_urban,NA,188741283.jpg
two men in orange vests and hard hats are at a parking garage in the uk standing by a post .,outdoors,man-made,transportation_urban,NA,189038731.jpg
"a man wearing a white shirt , blue scarf , and suspenders stands with his hands on his hips outside of a restaurant .",outdoors,man-made,restaurant,NA,189479565.jpg
this girl has got some skills and is showing them off by playing with fire !,indoors,man-made,recreation,NA,189521182.jpg
"a man rock climbs up a very tall cliff , with a blue rope behind him .",outdoors,natural,NA,mountain,189721896.jpg
older man in blue shirt staring down at a beer can in his hand .,indoors,man-made,domestic,NA,189940458.jpg
"two adults , one female in white , with shades and one male , gray clothes , walking across a street , away from a eatery with a blurred image of a dark colored red shirted person in the foreground .",outdoors,man-made,transportation_urban,NA,190083339.jpg
a man helps a young girl balance on a bicycle that is too big for her .,outdoors,man-made,transportation_urban,NA,191003284.jpg
"a woman in a black top stands with another man , displaying a group of patterned dresses on hangars .",outdoors,man-made,work_education,NA,191488669.jpg
"there are two women waving one hand and wearing white shirts , scarves , sunglasses , white gloves , and stewardess hats .",indoors,man-made,other_unclear,NA,191652362.jpg
a man in a black shirt and blue jeans stands in front of a shop window next to a open cellar .,outdoors,man-made,work_education,NA,1916832697.jpg
"a little girl with a red shirt , blue jeans , white and blue tennis shoes wearing a multicolored bookbag on her back running in front of an old condemned building with the words prave in red written on the wall .",outdoors,man-made,transportation_urban,NA,1919181287.jpg
"a brown-haired man wearing glasses , a dark polo shirt and jeans sits in front of a piano while reading .",indoors,man-made,domestic,NA,1920465.jpg
a tan dog dragging a deflated innertube down the beach .,outdoors,natural,NA,body_of_water,1921398767.jpg
a fluffy white dog on a leash with its owner riding a bike .,outdoors,man-made,transportation_urban,NA,1923476156.jpg
a woman with long hair holds the hand of small girl in one piece blue bathing suit while they run among other children on flooded pavement .,outdoors,man-made,recreation,NA,192618386.jpg
groom wearing black and gray tux and bride wearing a white dress are being sprinkled with flowers .,outdoors,man-made,recreation,NA,192786590.jpg
three people shopping in an isle in a foreign grocery store .,indoors,man-made,work_education,NA,1931018353.jpg
"a woman dressed in a blue shirt , plaid shorts and brown shoes , soaking her feet in a rocky creek while sitting on a towel .",outdoors,natural,NA,body_of_water,1932314876.jpg
"a man in a white shirt and black exercise shorts walks on a sidewalk , which is located behind a street under construction and in front of a two garage house .",outdoors,man-made,transportation_urban,NA,193596215.jpg
a baby carrying a ball in stands in front of a house with a hose in the background .,outdoors,man-made,domestic,NA,1936215201.jpg
two dogs both pull on the same orange ball while playing in the sand .,outdoors,natural,NA,body_of_water,1937262236.jpg
two men sitting down and wrapping baked goods in plastic wrap .,outdoors,man-made,other_unclear,NA,1944940887.jpg
competitors getting ready to compete in a grand opening event hosted by the chief executive,outdoors,man-made,transportation_urban,NA,19469520.jpg
"two men are standing outside , wearing formal clothes .",outdoors,man-made,recreation,NA,194970718.jpg
a baby girl being taken on a walk with her father in a park .,outdoors,man-made,recreation,NA,195051721.jpg
four people are sitting at a picnic bench eating while a fifth man stands next to the bench .,outdoors,man-made,recreation,NA,195137262.jpg
"a man stands near a street in a suit with a sign saying "" stop raping my wife ! """,outdoors,man-made,transportation_urban,NA,195140746.jpg
a woman in a flowered sundress walks her white chihuahua past a green building .,outdoors,man-made,transportation_urban,NA,1957701886.jpg
"while the humans put their feet into the fountain , the puppy on the side with his master checks out the muzzle leash on the large rottweiler .",outdoors,man-made,transportation_urban,NA,195962790.jpg
"four young adults sit outside on a wooden deck near a building around a small round table , while another person stands on the edge of the deck , leaning on the wooden railing , with the sun shining on one of them and the rest of them are in the shade , two of them crossing their legs , one holding a cellphone out in front of himself and another holding a green and red soda can .",outdoors,man-made,domestic,NA,19663663.jpg
a long-haired man stands next to a gray brick wall in front of a seagull playing an instrument .,outdoors,man-made,other_unclear,NA,1981187517.jpg
nine individuals are sitting on a yellow tile floor around a whiteboard with small colored tiles on it .,indoors,man-made,domestic,NA,199412869.jpg
"one woman gives another woman a pedicure in a small apartment , as yet another woman watches .",indoors,man-made,work_education,NA,199413572.jpg
two people riding their bikes down a street together .,outdoors,man-made,transportation_urban,NA,199463720.jpg
"a football player wears a green jersey with the number "" <number> "" on it .",outdoors,man-made,recreation,NA,2003663004.jpg
a child in a red shirt rides a zip-line while a shirtless child waits on a platform .,outdoors,man-made,recreation,NA,200763637.jpg
a view through a door into a small tiled room where a man and two children are asleep on the floor .,indoors,man-made,domestic,NA,200764658.jpg
a shirtless roofer at work is viewed through the weather vane of an adjacent building .,outdoors,man-made,domestic,NA,200767661.jpg
a shirtless young boy in shorts kicks a soccer ball in dry yellowed grass beside a picnic table .,outdoors,natural,NA,field_forest,200778628.jpg
a scruffy looking man smoking while sitting on the sidewalk and holding a guitar next to a bike of some sort .,outdoors,man-made,recreation,NA,2009636597.jpg
a woman is sitting on a lawn chair holding a blown up of incredible hulk .,outdoors,man-made,recreation,NA,202233774.jpg
a girl shows off a colorful board with batteries that looks like a science project .,indoors,man-made,domestic,NA,2023525113.jpg
a man is about to land on the ground after parachuting at a blue angels air show .,outdoors,man-made,transportation_urban,NA,2023529314.jpg
six children are wearing burlap sacks and having a potato sack race .,outdoors,man-made,recreation,NA,202436011.jpg
"the guy with shorts and boots on , is sitting on top of a building .",outdoors,man-made,domestic,NA,203343043.jpg
two men prepare dinner next to a bottle of beer .,indoors,man-made,domestic,NA,203390686.jpg
"a child in period costume looking at a table with a bowl , cup , and a basket of apples .",outdoors,man-made,recreation,NA,2034553054.jpg
a woman wearing a blue shirt and holding a baby looks down at a little girl wearing a lime green shirt and pink shoes .,outdoors,man-made,domestic,NA,2034865941.jpg
i am sure his eyeglasses helped him make sure his grilled pieces of meat were cooked thoroughly while he enjoyed being surrounded by the wilderness .,outdoors,natural,NA,field_forest,20354191.jpg
"five hikers traverse a dry , scrubby plain towards snowy peaks in the background .",outdoors,natural,NA,mountain,2036407732.jpg
a young white female in a black beanie and maroon snowsuit laying on the snowy ground making a snow angel .,outdoors,natural,NA,other_unclear,2040056561.jpg
a person in a black jacket standing in front of a stone building .,outdoors,man-made,transportation_urban,NA,2040622503.jpg
there are multiple chinese people standing on a street and one of two of them are carrying a flag .,indoors,man-made,transportation_urban,NA,2042159643.jpg
a person in a red robe is showing a crowd of people a purple and red striped tube .,outdoors,man-made,transportation_urban,NA,2042915648.jpg
a group of hikers led by a black and white dog climbs a hillside trail covered in ferns .,outdoors,natural,NA,mountain,2043520315.jpg
"a pharmacist in a white coat and glasses is hard at work in his pharmacy lab , but turns to smile for the camera .",indoors,man-made,work_education,NA,2044172209.jpg
young man standing on a dock next to a green and white pole .,outdoors,natural,NA,body_of_water,2049530722.jpg
man in yellow shirt pretends to pull anchor rope inside a ship with a glass of what looks like beer close by .,indoors,man-made,other_unclear,NA,205038743.jpg
a golden retriever is coming out of the water carrying a stick in its mouth .,outdoors,natural,NA,body_of_water,2051194177.jpg
man with no shirt on wearing shorts and hiking boots standing with hand on his head looking out onto a mountain .,outdoors,natural,NA,mountain,2053006423.jpg
one young girl with brown hair is smiling and talking to a young girl with blond-hair .,outdoors,natural,NA,field_forest,205371152.jpg
snowy mountainside with snow gear and poles in forefront .,outdoors,natural,NA,mountain,2053733930.jpg
a lone hiker is sitting on a rock on a snowy mountain trail .,outdoors,natural,NA,mountain,2056041678.jpg
a gray dog is jumping toward a black and white dog in the snow .,outdoors,natural,NA,field_forest,2056042552.jpg
a man wearing a black jacket sitting down staring intently .,indoors,man-made,other_unclear,NA,2057282116.jpg
"a baby in pajamas is sitting in a suitcase , rummaging through its contents .",indoors,man-made,domestic,NA,2058947638.jpg
baby sitting on floor and holding a game controller over its head .,indoors,man-made,domestic,NA,2060031241.jpg
an older man in jeans and a sweater is lifting down a box from the top of a pile .,outdoors,man-made,transportation_urban,NA,2060472076.jpg
"two children are standing between parked cars while one of them is making a sad face , holding his wrist .",outdoors,man-made,transportation_urban,NA,2062224960.jpg
"students taking study time to study , read paper or daydream at the window .",indoors,man-made,restaurant,NA,2062425492.jpg
a man on top of a tiled roof works next to his bucket .,outdoors,man-made,domestic,NA,2063272936.jpg
