WorkerId,Input.sentence,Answer.taskAnswers
A17EZEAMF37MGQ,people examine books in a library .,indoors/man-made/work_education
A176JUTGNWG7QJ,people examine books in a library .,indoors/man-made/work_education
A2ZY94PZ5CVH0,people examine books in a library .,indoors/man-made/work_education
A2SMHEGRLML092,people examine books in a library .,indoors/man-made/work_education
A2SMHEGRLML092,a woman sits on a shoe store 's bench while putting a shoe onto her right foot .,indoors/man-made/work_education
A2ZY94PZ5CVH0,a woman sits on a shoe store 's bench while putting a shoe onto her right foot .,indoors/man-made/work_education
A176JUTGNWG7QJ,a woman sits on a shoe store 's bench while putting a shoe onto her right foot .,indoors/man-made/work_education
A17EZEAMF37MGQ,a woman sits on a shoe store 's bench while putting a shoe onto her right foot .,indoors/man-made/work_education
A17EZEAMF37MGQ,"""several people in the mid-ground sit on a bench along the side of a white building , while three people stand in a courtyard in front of the building .""",outdoors/man-made/transportation_urban
A2SMHEGRLML092,"""several people in the mid-ground sit on a bench along the side of a white building , while three people stand in a courtyard in front of the building .""",outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,"""several people in the mid-ground sit on a bench along the side of a white building , while three people stand in a courtyard in front of the building .""",outdoors/man-made/other_unclear
A2ZY94PZ5CVH0,"""several people in the mid-ground sit on a bench along the side of a white building , while three people stand in a courtyard in front of the building .""",outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,two girls are in a sack race .,outdoors/natural/field_forest
A17EZEAMF37MGQ,two girls are in a sack race .,outdoors/natural/other_unclear
A2SMHEGRLML092,two girls are in a sack race .,outdoors/man-made/recreation
A176JUTGNWG7QJ,two girls are in a sack race .,outdoors/man-made/recreation
A17EZEAMF37MGQ,an orchestra of about <number> people are practicing on the stage of what appears to be an auditorium full of green chairs .,indoors/man-made/work_education
A2ZY94PZ5CVH0,an orchestra of about <number> people are practicing on the stage of what appears to be an auditorium full of green chairs .,indoors/man-made/recreation
A176JUTGNWG7QJ,an orchestra of about <number> people are practicing on the stage of what appears to be an auditorium full of green chairs .,indoors/man-made/work_education
A2SMHEGRLML092,an orchestra of about <number> people are practicing on the stage of what appears to be an auditorium full of green chairs .,indoors/man-made/recreation
A2SMHEGRLML092,the man in the red shirt and flowery tie is sitting on a bus by the window .,indoors/man-made/transportation_urban
A17EZEAMF37MGQ,the man in the red shirt and flowery tie is sitting on a bus by the window .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,the man in the red shirt and flowery tie is sitting on a bus by the window .,indoors/man-made/transportation_urban
A176JUTGNWG7QJ,the man in the red shirt and flowery tie is sitting on a bus by the window .,indoors/man-made/transportation_urban
A17EZEAMF37MGQ,muzzled greyhounds are racing on the track .,outdoors/man-made/recreation
A2SMHEGRLML092,muzzled greyhounds are racing on the track .,outdoors/man-made/recreation
A176JUTGNWG7QJ,muzzled greyhounds are racing on the track .,outdoors/man-made/recreation
A2ZY94PZ5CVH0,muzzled greyhounds are racing on the track .,outdoors/man-made/recreation
A17EZEAMF37MGQ,little girl skis on slope .,outdoors/natural/mountain
A176JUTGNWG7QJ,little girl skis on slope .,outdoors/natural/mountain
A2SMHEGRLML092,little girl skis on slope .,outdoors/natural/mountain
A2ZY94PZ5CVH0,little girl skis on slope .,outdoors/natural/mountain
A17EZEAMF37MGQ,"""two girls , both dressed in pink , swinging on sunlight day with the nearby trees casting random shadows on the remainder of the park like setting .""",outdoors/natural/field_forest
A176JUTGNWG7QJ,"""two girls , both dressed in pink , swinging on sunlight day with the nearby trees casting random shadows on the remainder of the park like setting .""",outdoors/man-made/recreation
A2ZY94PZ5CVH0,"""two girls , both dressed in pink , swinging on sunlight day with the nearby trees casting random shadows on the remainder of the park like setting .""",outdoors/man-made/recreation
A2SMHEGRLML092,"""two girls , both dressed in pink , swinging on sunlight day with the nearby trees casting random shadows on the remainder of the park like setting .""",outdoors/man-made/recreation
A17EZEAMF37MGQ,"""in a restaurant , a teenager drinks directly out of the metal milkshake serving cup .""",indoors/man-made/restaurant
A176JUTGNWG7QJ,"""in a restaurant , a teenager drinks directly out of the metal milkshake serving cup .""",indoors/man-made/restaurant
A2ZY94PZ5CVH0,"""in a restaurant , a teenager drinks directly out of the metal milkshake serving cup .""",indoors/man-made/restaurant
A2SMHEGRLML092,"""in a restaurant , a teenager drinks directly out of the metal milkshake serving cup .""",indoors/man-made/restaurant
A176JUTGNWG7QJ,a man is enjoying meal and drink inside a restaurant .,indoors/man-made/restaurant
A2SMHEGRLML092,a man is enjoying meal and drink inside a restaurant .,indoors/man-made/restaurant
A2ZY94PZ5CVH0,a man is enjoying meal and drink inside a restaurant .,indoors/man-made/restaurant
A17EZEAMF37MGQ,a man is enjoying meal and drink inside a restaurant .,indoors/man-made/restaurant
A2SMHEGRLML092,a man drives a truck while a child sits on his lap and steers .,indoors/man-made/transportation_urban
A17EZEAMF37MGQ,a man drives a truck while a child sits on his lap and steers .,outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,a man drives a truck while a child sits on his lap and steers .,indoors/man-made/transportation_urban
A2ZY94PZ5CVH0,a man drives a truck while a child sits on his lap and steers .,indoors/man-made/transportation_urban
A2ZY94PZ5CVH0,an asian man sells a hot confection from his stand in a crowded market .,outdoors/man-made/work_education
A2SMHEGRLML092,an asian man sells a hot confection from his stand in a crowded market .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,an asian man sells a hot confection from his stand in a crowded market .,outdoors/man-made/work_education
A176JUTGNWG7QJ,an asian man sells a hot confection from his stand in a crowded market .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,a man singing in a very colorful environment .,outdoors/natural/other_unclear
A2ZY94PZ5CVH0,a man singing in a very colorful environment .,indoors/man-made/restaurant
A176JUTGNWG7QJ,a man singing in a very colorful environment .,outdoors/natural/field_forest
A2SMHEGRLML092,a man singing in a very colorful environment .,indoors/man-made/recreation
A176JUTGNWG7QJ,people are rowing a boat in the water .,outdoors/natural/body_of_water
A2SMHEGRLML092,people are rowing a boat in the water .,outdoors/natural/body_of_water
A17EZEAMF37MGQ,people are rowing a boat in the water .,outdoors/natural/body_of_water
A2ZY94PZ5CVH0,people are rowing a boat in the water .,outdoors/natural/body_of_water
A2ZY94PZ5CVH0,a man sleeps while listening to his ipod in the back of a vehicle .,indoors/man-made/transportation_urban
A176JUTGNWG7QJ,a man sleeps while listening to his ipod in the back of a vehicle .,indoors/man-made/transportation_urban
A17EZEAMF37MGQ,a man sleeps while listening to his ipod in the back of a vehicle .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,a man sleeps while listening to his ipod in the back of a vehicle .,indoors/man-made/transportation_urban
A2ZY94PZ5CVH0,a greyhound races on the dirt .,outdoors/man-made/recreation
A2SMHEGRLML092,a greyhound races on the dirt .,outdoors/man-made/recreation
A17EZEAMF37MGQ,a greyhound races on the dirt .,outdoors/natural/other_unclear
A176JUTGNWG7QJ,a greyhound races on the dirt .,outdoors/natural/field_forest
A17EZEAMF37MGQ,a man and a woman are examining produce at a market .,outdoors/man-made/work_education
A2SMHEGRLML092,a man and a woman are examining produce at a market .,outdoors/man-made/work_education
A176JUTGNWG7QJ,a man and a woman are examining produce at a market .,indoors/man-made/work_education
A2ZY94PZ5CVH0,a man and a woman are examining produce at a market .,outdoors/man-made/work_education
A2SMHEGRLML092,a man in a yellow jacket is skiing in the snow .,outdoors/natural/mountain
A17EZEAMF37MGQ,a man in a yellow jacket is skiing in the snow .,outdoors/natural/mountain
A2ZY94PZ5CVH0,a man in a yellow jacket is skiing in the snow .,outdoors/natural/mountain
A176JUTGNWG7QJ,a man in a yellow jacket is skiing in the snow .,outdoors/natural/mountain
A176JUTGNWG7QJ,a man driving a small golf cart down a street with a crowd watching him on either side of the street .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,a man driving a small golf cart down a street with a crowd watching him on either side of the street .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,a man driving a small golf cart down a street with a crowd watching him on either side of the street .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,a man driving a small golf cart down a street with a crowd watching him on either side of the street .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,group of women doing a presentation off an easel .,outdoors/natural/other_unclear
A176JUTGNWG7QJ,group of women doing a presentation off an easel .,indoors/man-made/work_education
A2SMHEGRLML092,group of women doing a presentation off an easel .,indoors/man-made/work_education
A2ZY94PZ5CVH0,group of women doing a presentation off an easel .,indoors/man-made/work_education
A17EZEAMF37MGQ,two dogs are nose to nose while a third dog stands next to them .,indoors/man-made/other_unclear
A2SMHEGRLML092,two dogs are nose to nose while a third dog stands next to them .,outdoors/man-made/recreation
A176JUTGNWG7QJ,two dogs are nose to nose while a third dog stands next to them .,outdoors/natural/field_forest
A2ZY94PZ5CVH0,two dogs are nose to nose while a third dog stands next to them .,outdoors/natural/other_unclear
A2SMHEGRLML092,man with gray hair wearing a suit is waiting in a subway tunnel .,indoors/man-made/transportation_urban
A17EZEAMF37MGQ,man with gray hair wearing a suit is waiting in a subway tunnel .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,man with gray hair wearing a suit is waiting in a subway tunnel .,indoors/man-made/transportation_urban
A176JUTGNWG7QJ,man with gray hair wearing a suit is waiting in a subway tunnel .,outdoors/man-made/other_unclear
A176JUTGNWG7QJ,two men on motorcycles are driving down an empty street .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,two men on motorcycles are driving down an empty street .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,two men on motorcycles are driving down an empty street .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,two men on motorcycles are driving down an empty street .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,a runner in black is passing an outdoor florist shop .,outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,a runner in black is passing an outdoor florist shop .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,a runner in black is passing an outdoor florist shop .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,a runner in black is passing an outdoor florist shop .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,"""a crowd waits outside a subway train , ready to board .""",indoors/man-made/transportation_urban
A176JUTGNWG7QJ,"""a crowd waits outside a subway train , ready to board .""",outdoors/man-made/transportation_urban
A2SMHEGRLML092,"""a crowd waits outside a subway train , ready to board .""",indoors/man-made/transportation_urban
A17EZEAMF37MGQ,"""a crowd waits outside a subway train , ready to board .""",outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,brown dog catches a pink ball in the park .,outdoors/man-made/recreation
A2SMHEGRLML092,brown dog catches a pink ball in the park .,outdoors/man-made/recreation
A17EZEAMF37MGQ,brown dog catches a pink ball in the park .,outdoors/man-made/recreation
A2ZY94PZ5CVH0,brown dog catches a pink ball in the park .,outdoors/man-made/recreation
A2SMHEGRLML092,two people on the subway are sleeping in the corner .,indoors/man-made/transportation_urban
A2ZY94PZ5CVH0,two people on the subway are sleeping in the corner .,indoors/man-made/transportation_urban
A176JUTGNWG7QJ,two people on the subway are sleeping in the corner .,indoors/man-made/transportation_urban
A17EZEAMF37MGQ,two people on the subway are sleeping in the corner .,indoors/man-made/transportation_urban
A2SMHEGRLML092,two guys are rowing a canoe on a lake .,outdoors/natural/body_of_water
A2ZY94PZ5CVH0,two guys are rowing a canoe on a lake .,outdoors/natural/body_of_water
A17EZEAMF37MGQ,two guys are rowing a canoe on a lake .,outdoors/natural/body_of_water
A176JUTGNWG7QJ,two guys are rowing a canoe on a lake .,outdoors/natural/body_of_water
A2SMHEGRLML092,"""a man driving a small , open vehicle with a green sign on the back of it in traffic .""",outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,"""a man driving a small , open vehicle with a green sign on the back of it in traffic .""",outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,"""a man driving a small , open vehicle with a green sign on the back of it in traffic .""",outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,"""a man driving a small , open vehicle with a green sign on the back of it in traffic .""",outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,three women and a man are drinking beer at a table .,indoors/man-made/restaurant
A2ZY94PZ5CVH0,three women and a man are drinking beer at a table .,indoors/man-made/other_unclear
A2SMHEGRLML092,three women and a man are drinking beer at a table .,indoors/man-made/restaurant
A176JUTGNWG7QJ,three women and a man are drinking beer at a table .,indoors/man-made/restaurant
A176JUTGNWG7QJ,a man wearing yellow swimming trunks kneeling by the ocean,outdoors/natural/body_of_water
A2ZY94PZ5CVH0,a man wearing yellow swimming trunks kneeling by the ocean,outdoors/natural/body_of_water
A2SMHEGRLML092,a man wearing yellow swimming trunks kneeling by the ocean,outdoors/natural/body_of_water
A17EZEAMF37MGQ,a man wearing yellow swimming trunks kneeling by the ocean,outdoors/natural/body_of_water
A2SMHEGRLML092,a man with red pants is skiing downhill .,outdoors/natural/mountain
A2ZY94PZ5CVH0,a man with red pants is skiing downhill .,outdoors/natural/mountain
A17EZEAMF37MGQ,a man with red pants is skiing downhill .,outdoors/natural/mountain
A176JUTGNWG7QJ,a man with red pants is skiing downhill .,outdoors/natural/mountain
A176JUTGNWG7QJ,a spotted dog catching a ball on a snowy field .,outdoors/natural/field_forest
A2SMHEGRLML092,a spotted dog catching a ball on a snowy field .,outdoors/natural/field_forest
A2ZY94PZ5CVH0,a spotted dog catching a ball on a snowy field .,outdoors/natural/field_forest
A17EZEAMF37MGQ,a spotted dog catching a ball on a snowy field .,outdoors/natural/mountain
A2SMHEGRLML092,a chef speaks into a microphone about a mixed salad contained in a bowl with a decorative lid .,indoors/man-made/restaurant
A176JUTGNWG7QJ,a chef speaks into a microphone about a mixed salad contained in a bowl with a decorative lid .,indoors/man-made/restaurant
A2ZY94PZ5CVH0,a chef speaks into a microphone about a mixed salad contained in a bowl with a decorative lid .,indoors/man-made/other_unclear
A17EZEAMF37MGQ,a chef speaks into a microphone about a mixed salad contained in a bowl with a decorative lid .,indoors/man-made/restaurant
A17EZEAMF37MGQ,a woman is laying down on a sofa laughing .,indoors/man-made/domestic
A2SMHEGRLML092,a woman is laying down on a sofa laughing .,indoors/man-made/domestic
A176JUTGNWG7QJ,a woman is laying down on a sofa laughing .,indoors/man-made/domestic
A2ZY94PZ5CVH0,a woman is laying down on a sofa laughing .,indoors/man-made/other_unclear
A176JUTGNWG7QJ,three women speak to each other in a room with tan walls .,indoors/man-made/work_education
A2ZY94PZ5CVH0,three women speak to each other in a room with tan walls .,indoors/man-made/other_unclear
A2SMHEGRLML092,three women speak to each other in a room with tan walls .,indoors/man-made/work_education
A17EZEAMF37MGQ,three women speak to each other in a room with tan walls .,indoors/man-made/domestic
A17EZEAMF37MGQ,stage dancers practicing their dance routines .,indoors/man-made/recreation
A176JUTGNWG7QJ,stage dancers practicing their dance routines .,indoors/man-made/recreation
A2ZY94PZ5CVH0,stage dancers practicing their dance routines .,indoors/man-made/other_unclear
A2SMHEGRLML092,stage dancers practicing their dance routines .,indoors/man-made/recreation
A176JUTGNWG7QJ,two furry light brown dogs lying on a hardwood floor .,indoors/man-made/domestic
A2ZY94PZ5CVH0,two furry light brown dogs lying on a hardwood floor .,indoors/man-made/other_unclear
A2SMHEGRLML092,two furry light brown dogs lying on a hardwood floor .,indoors/man-made/domestic
A17EZEAMF37MGQ,two furry light brown dogs lying on a hardwood floor .,indoors/man-made/domestic
A176JUTGNWG7QJ,a dog wearing a t-shirt is lying down .,indoors/man-made/transportation_urban
A17EZEAMF37MGQ,a dog wearing a t-shirt is lying down .,indoors/man-made/domestic
A2SMHEGRLML092,a dog wearing a t-shirt is lying down .,indoors/man-made/domestic
A2ZY94PZ5CVH0,a dog wearing a t-shirt is lying down .,indoors/man-made/other_unclear
A17EZEAMF37MGQ,a man is giving a presentation in front of three people .,indoors/man-made/work_education
A2SMHEGRLML092,a man is giving a presentation in front of three people .,indoors/man-made/work_education
A2ZY94PZ5CVH0,a man is giving a presentation in front of three people .,indoors/man-made/other_unclear
A176JUTGNWG7QJ,a man is giving a presentation in front of three people .,indoors/man-made/work_education
A176JUTGNWG7QJ,all these people are enjoying a basement dance party .,indoors/man-made/domestic
A2SMHEGRLML092,all these people are enjoying a basement dance party .,indoors/man-made/recreation
A2ZY94PZ5CVH0,all these people are enjoying a basement dance party .,indoors/man-made/restaurant
A17EZEAMF37MGQ,all these people are enjoying a basement dance party .,indoors/man-made/restaurant
A2ZY94PZ5CVH0,a young boy wearing a dark blue hat sleeps on a bench at a terminal .,indoors/man-made/transportation_urban
A17EZEAMF37MGQ,a young boy wearing a dark blue hat sleeps on a bench at a terminal .,indoors/man-made/transportation_urban
A176JUTGNWG7QJ,a young boy wearing a dark blue hat sleeps on a bench at a terminal .,indoors/man-made/transportation_urban
A2SMHEGRLML092,a young boy wearing a dark blue hat sleeps on a bench at a terminal .,indoors/man-made/transportation_urban
A17EZEAMF37MGQ,an old woman is selling produce at a farmer 's market .,outdoors/man-made/work_education
A2SMHEGRLML092,an old woman is selling produce at a farmer 's market .,outdoors/man-made/work_education
A176JUTGNWG7QJ,an old woman is selling produce at a farmer 's market .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,an old woman is selling produce at a farmer 's market .,outdoors/man-made/work_education
A176JUTGNWG7QJ,"""a ruddy infant lies on a patterned sheet with his eyes closed , his mouth open , and his arm extended .""",indoors/man-made/domestic
A2SMHEGRLML092,"""a ruddy infant lies on a patterned sheet with his eyes closed , his mouth open , and his arm extended .""",indoors/man-made/domestic
A2ZY94PZ5CVH0,"""a ruddy infant lies on a patterned sheet with his eyes closed , his mouth open , and his arm extended .""",indoors/man-made/other_unclear
A17EZEAMF37MGQ,"""a ruddy infant lies on a patterned sheet with his eyes closed , his mouth open , and his arm extended .""",indoors/man-made/domestic
A2ZY94PZ5CVH0,a man in a white shirt uses a blackboard as others sit at a table watching .,indoors/man-made/other_unclear
A2SMHEGRLML092,a man in a white shirt uses a blackboard as others sit at a table watching .,indoors/man-made/work_education
A176JUTGNWG7QJ,a man in a white shirt uses a blackboard as others sit at a table watching .,indoors/man-made/work_education
A17EZEAMF37MGQ,a man in a white shirt uses a blackboard as others sit at a table watching .,indoors/man-made/work_education
A2SMHEGRLML092,a man rowing in the front of a canoe in a large body of water .,outdoors/natural/body_of_water
A17EZEAMF37MGQ,a man rowing in the front of a canoe in a large body of water .,outdoors/natural/body_of_water
A176JUTGNWG7QJ,a man rowing in the front of a canoe in a large body of water .,outdoors/natural/body_of_water
A2ZY94PZ5CVH0,a man rowing in the front of a canoe in a large body of water .,outdoors/natural/body_of_water
A2SMHEGRLML092,a korean woman is enjoying a meal in a restaurant .,indoors/man-made/restaurant
A2ZY94PZ5CVH0,a korean woman is enjoying a meal in a restaurant .,indoors/man-made/restaurant
A17EZEAMF37MGQ,a korean woman is enjoying a meal in a restaurant .,indoors/man-made/restaurant
A176JUTGNWG7QJ,a korean woman is enjoying a meal in a restaurant .,indoors/man-made/restaurant
A2ZY94PZ5CVH0,a man grilling meat on an outdoor grilling pit .,outdoors/man-made/other_unclear
A17EZEAMF37MGQ,a man grilling meat on an outdoor grilling pit .,indoors/man-made/recreation
A2SMHEGRLML092,a man grilling meat on an outdoor grilling pit .,outdoors/man-made/domestic
A176JUTGNWG7QJ,a man grilling meat on an outdoor grilling pit .,outdoors/man-made/domestic
A2SMHEGRLML092,two girls and three boys are presenting in front of a dry erase board .,indoors/man-made/work_education
A176JUTGNWG7QJ,two girls and three boys are presenting in front of a dry erase board .,indoors/man-made/work_education
A2ZY94PZ5CVH0,two girls and three boys are presenting in front of a dry erase board .,indoors/man-made/work_education
A17EZEAMF37MGQ,two girls and three boys are presenting in front of a dry erase board .,indoors/man-made/work_education
A176JUTGNWG7QJ,asian students are examining sheets of paper while standing in line .,indoors/man-made/work_education
A2SMHEGRLML092,asian students are examining sheets of paper while standing in line .,indoors/man-made/work_education
A17EZEAMF37MGQ,asian students are examining sheets of paper while standing in line .,indoors/man-made/work_education
A2ZY94PZ5CVH0,asian students are examining sheets of paper while standing in line .,indoors/man-made/work_education
A2SMHEGRLML092,a man in a dark shirt is making a presentation in front of a group .,indoors/man-made/work_education
A2ZY94PZ5CVH0,a man in a dark shirt is making a presentation in front of a group .,indoors/man-made/other_unclear
A17EZEAMF37MGQ,a man in a dark shirt is making a presentation in front of a group .,indoors/man-made/work_education
A176JUTGNWG7QJ,a man in a dark shirt is making a presentation in front of a group .,indoors/man-made/work_education
A2ZY94PZ5CVH0,four people in black shirts giving a presentation to a room full of people using a big projector image on the wall .,indoors/man-made/other_unclear
A17EZEAMF37MGQ,four people in black shirts giving a presentation to a room full of people using a big projector image on the wall .,indoors/man-made/work_education
A2SMHEGRLML092,four people in black shirts giving a presentation to a room full of people using a big projector image on the wall .,indoors/man-made/work_education
A176JUTGNWG7QJ,four people in black shirts giving a presentation to a room full of people using a big projector image on the wall .,indoors/man-made/work_education
A176JUTGNWG7QJ,two women in black enjoying a lunch in a restaurant .,indoors/man-made/restaurant
A2SMHEGRLML092,two women in black enjoying a lunch in a restaurant .,indoors/man-made/restaurant
A17EZEAMF37MGQ,two women in black enjoying a lunch in a restaurant .,indoors/man-made/restaurant
A2ZY94PZ5CVH0,two women in black enjoying a lunch in a restaurant .,indoors/man-made/restaurant
A2ZY94PZ5CVH0,a boy and girl child swing together on a swing set .,outdoors/man-made/recreation
A2SMHEGRLML092,a boy and girl child swing together on a swing set .,outdoors/man-made/recreation
A17EZEAMF37MGQ,a boy and girl child swing together on a swing set .,outdoors/man-made/recreation
A176JUTGNWG7QJ,a boy and girl child swing together on a swing set .,outdoors/man-made/recreation
A2SMHEGRLML092,an older man and women are using computers in a sort of storage room .,indoors/man-made/work_education
A176JUTGNWG7QJ,an older man and women are using computers in a sort of storage room .,indoors/man-made/work_education
A2ZY94PZ5CVH0,an older man and women are using computers in a sort of storage room .,indoors/man-made/other_unclear
A17EZEAMF37MGQ,an older man and women are using computers in a sort of storage room .,indoors/man-made/work_education
A2ZY94PZ5CVH0,three girls or friends having drinks at a bar laughing .,indoors/man-made/restaurant
A2SMHEGRLML092,three girls or friends having drinks at a bar laughing .,indoors/man-made/restaurant
A17EZEAMF37MGQ,three girls or friends having drinks at a bar laughing .,indoors/man-made/restaurant
A176JUTGNWG7QJ,three girls or friends having drinks at a bar laughing .,indoors/man-made/restaurant
A2SMHEGRLML092,a well dressed young woman waits on a bench for the train while a man busy writing something waits nearby .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,a well dressed young woman waits on a bench for the train while a man busy writing something waits nearby .,indoors/man-made/transportation_urban
A17EZEAMF37MGQ,a well dressed young woman waits on a bench for the train while a man busy writing something waits nearby .,outdoors/man-made/transportation_urban
A176JUTGNWG7QJ,a well dressed young woman waits on a bench for the train while a man busy writing something waits nearby .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,buff african american man waits for subway at wall street station .,indoors/man-made/transportation_urban
A2ZY94PZ5CVH0,buff african american man waits for subway at wall street station .,indoors/man-made/transportation_urban
A176JUTGNWG7QJ,buff african american man waits for subway at wall street station .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,buff african american man waits for subway at wall street station .,indoors/man-made/transportation_urban
A2ZY94PZ5CVH0,a man in a suit and tie in a fancy building is speaking at the podium .,indoors/man-made/work_education
A176JUTGNWG7QJ,a man in a suit and tie in a fancy building is speaking at the podium .,indoors/man-made/other_unclear
A17EZEAMF37MGQ,a man in a suit and tie in a fancy building is speaking at the podium .,indoors/man-made/work_education
A2SMHEGRLML092,a man in a suit and tie in a fancy building is speaking at the podium .,indoors/man-made/work_education
A17EZEAMF37MGQ,"""people swing on a red , metal amusement park ride in front of some trees .""",outdoors/man-made/recreation
A2SMHEGRLML092,"""people swing on a red , metal amusement park ride in front of some trees .""",outdoors/man-made/recreation
A176JUTGNWG7QJ,"""people swing on a red , metal amusement park ride in front of some trees .""",outdoors/man-made/recreation
A2ZY94PZ5CVH0,"""people swing on a red , metal amusement park ride in front of some trees .""",outdoors/man-made/recreation
A2SMHEGRLML092,a man is using his computer while seated at a desk .,indoors/man-made/work_education
A176JUTGNWG7QJ,a man is using his computer while seated at a desk .,indoors/man-made/work_education
A17EZEAMF37MGQ,a man is using his computer while seated at a desk .,indoors/man-made/work_education
A2ZY94PZ5CVH0,a man is using his computer while seated at a desk .,indoors/man-made/other_unclear
A2ZY94PZ5CVH0,a man and woman enjoying dinner at a party .,indoors/man-made/other_unclear
A176JUTGNWG7QJ,a man and woman enjoying dinner at a party .,indoors/man-made/restaurant
A17EZEAMF37MGQ,a man and woman enjoying dinner at a party .,indoors/man-made/restaurant
A2SMHEGRLML092,a man and woman enjoying dinner at a party .,indoors/man-made/domestic
A2ZY94PZ5CVH0,a group of people lie close together on a hardwood floor .,indoors/man-made/domestic
A2SMHEGRLML092,a group of people lie close together on a hardwood floor .,indoors/man-made/domestic
A17EZEAMF37MGQ,a group of people lie close together on a hardwood floor .,indoors/man-made/domestic
A176JUTGNWG7QJ,a group of people lie close together on a hardwood floor .,indoors/man-made/domestic
A2SMHEGRLML092,"""an impoverished person , wearing a torn brown shirt and no shoes , is kneeling down along the banks of a trash infested body of water .""",outdoors/natural/body_of_water
A176JUTGNWG7QJ,"""an impoverished person , wearing a torn brown shirt and no shoes , is kneeling down along the banks of a trash infested body of water .""",outdoors/natural/body_of_water
A17EZEAMF37MGQ,"""an impoverished person , wearing a torn brown shirt and no shoes , is kneeling down along the banks of a trash infested body of water .""",outdoors/natural/body_of_water
A2ZY94PZ5CVH0,"""an impoverished person , wearing a torn brown shirt and no shoes , is kneeling down along the banks of a trash infested body of water .""",outdoors/natural/body_of_water
A2ZY94PZ5CVH0,a woman with a peace symbol on her shirt grills vegetables,outdoors/man-made/other_unclear
A176JUTGNWG7QJ,a woman with a peace symbol on her shirt grills vegetables,indoors/man-made/domestic
A17EZEAMF37MGQ,a woman with a peace symbol on her shirt grills vegetables,outdoors/man-made/domestic
A2SMHEGRLML092,a woman with a peace symbol on her shirt grills vegetables,outdoors/man-made/domestic
A176JUTGNWG7QJ,a man grilling three pieces of salmon outside .,outdoors/man-made/domestic
A2ZY94PZ5CVH0,a man grilling three pieces of salmon outside .,outdoors/man-made/other_unclear
A2SMHEGRLML092,a man grilling three pieces of salmon outside .,outdoors/man-made/domestic
A17EZEAMF37MGQ,a man grilling three pieces of salmon outside .,outdoors/man-made/domestic
A176JUTGNWG7QJ,a person drives around a futuristic looking vehicle while a man approaches and a crowd watches .,outdoors/man-made/transportation_urban
A2SMHEGRLML092,a person drives around a futuristic looking vehicle while a man approaches and a crowd watches .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,a person drives around a futuristic looking vehicle while a man approaches and a crowd watches .,outdoors/man-made/transportation_urban
A2ZY94PZ5CVH0,a person drives around a futuristic looking vehicle while a man approaches and a crowd watches .,outdoors/man-made/transportation_urban
A17EZEAMF37MGQ,a brown dog running,indoors/man-made/other_unclear
A2SMHEGRLML092,a brown dog running,outdoors/man-made/recreation
A176JUTGNWG7QJ,a brown dog running,outdoors/natural/field_forest
A2ZY94PZ5CVH0,a brown dog running,outdoors/man-made/other_unclear
A2SMHEGRLML092,a child in a dress runs with a miniature orange soccer ball .,outdoors/man-made/recreation
A17EZEAMF37MGQ,a child in a dress runs with a miniature orange soccer ball .,indoors/man-made/recreation
A176JUTGNWG7QJ,a child in a dress runs with a miniature orange soccer ball .,outdoors/man-made/recreation
A2ZY94PZ5CVH0,a child in a dress runs with a miniature orange soccer ball .,outdoors/natural/other_unclear
A2ZY94PZ5CVH0,a woman sleeps,indoors/man-made/other_unclear
A2SMHEGRLML092,a woman sleeps,indoors/man-made/domestic
A17EZEAMF37MGQ,a woman sleeps,indoors/man-made/domestic
A176JUTGNWG7QJ,a woman sleeps,indoors/man-made/domestic
A176JUTGNWG7QJ,a man is kneeling down with a child,outdoors/man-made/transportation_urban
